city,country,admin_name
Stanley,Falkland Islands (Islas Malvinas),
Vatican City,Vatican City,
Alofi,Niue,
Hagåtña,Guam,
Jamestown,"Saint Helena, Ascension, And Tristan Da Cunha",Saint Helena
Marigot,Saint Martin,
Philipsburg,Sint Maarten,
Road Town,"Virgin Islands, British",
Gustavia,Saint Barthelemy,
Saint-Pierre,Saint Pierre And Miquelon,
The Valley,Anguilla,
Mata-Utu,Wallis And Futuna,Uvea
Kingston,Norfolk Island,
Ngerulmud,Palau,Melekeok
Tifariti,Morocco,
Tifariti,Western Sahara,
Longyearbyen,Svalbard,
Adamstown,Pitcairn Islands,
Flying Fish Cove,Christmas Island,
Bareilly,India,Uttar Pradesh
Quảng Hà,Vietnam,Quảng Nam
Soacha,Colombia,Cundinamarca
Kitaku,Japan,Fukuoka
Jodhpur,India,Rājasthān
Xingcheng,China,Guangdong
Dongtai,China,Jiangsu
Yingcheng,China,Guangdong
Al Manşūrah,Egypt,Ad Daqahlīyah
Glasgow,United Kingdom,Glasgow City
Chiba,Japan,Chiba
Luocheng,China,Guangdong
Danyang,China,Jiangsu
Natal,Brazil,Amazonas
Zhaodong,China,Heilongjiang
Nada,China,Hainan
Xibeijie,China,Gansu
Kirkuk,Iraq,Kirkūk
Naples,Italy,Campania
Wuchuan,China,Guangdong
Huilong,China,Jiangsu
Oklahoma City,United States,Oklahoma
Toulouse,France,Occitanie
Málaga,Spain,Andalusia
Denizli,Turkey,Denizli
Dispur,India,Assam
Coimbatore,India,Tamil Nādu
Guwāhāti,India,Assam
Sŏngnam,"Korea, South",Gyeonggi
Taishan,China,Guangdong
Solāpur,India,Mahārāshtra
Tangier,Morocco,Tanger-Tétouan-Al Hoceïma
Anqiu,China,Shandong
Feicheng,China,Shandong
Meishan,China,Henan
Kisangani,Congo (Kinshasa),Tshopo
Khartoum North,Sudan,Khartoum
Aguascalientes,Mexico,Aguascalientes
Marrakech,Morocco,Marrakech-Safi
Donetsk,Ukraine,Donets’ka Oblast’
Taihecun,China,Heilongjiang
Trujillo,Peru,La Libertad
Cebu City,Philippines,Cebu
Taihe,China,Sichuan
Bridgeport,United States,Connecticut
Antwerp,Belgium,Flanders
Trichinopoly,India,Tamil Nādu
Xin’an,China,Jiangsu
Padang,Indonesia,Sumatera Barat
Qingzhou,China,Shandong
Buffalo,United States,New York
Lichuan,China,Hubei
Daye,China,Hubei
Fort Worth,United States,Texas
Hengzhou,China,Guangxi
Campo Grande,Brazil,Mato Grosso do Sul
Zhuanghe,China,Liaoning
Hartford,United States,Connecticut
Ad Dammām,Saudi Arabia,Ash Sharqīyah
Bucheon,"Korea, South",Gyeonggi
Lhasa,China,Tibet
Homs,Syria,Ḩimş
Jiaozhou,China,Shandong
Mérida,Mexico,Yucatán
Yangchun,China,Guangdong
Concepción,Chile,Biobío
Dengtalu,China,Henan
Hubli,India,Karnātaka
Abeokuta,Nigeria,Ogun
Tucson,United States,Arizona
Krasnodar,Russia,Krasnodarskiy Kray
Natal,Brazil,Rio Grande do Norte
Chihuahua,Mexico,Chihuahua
Klang,Malaysia,Selangor
Turin,Italy,Piedmont
Jos,Nigeria,Plateau
Laiyang,China,Shandong
Jalandhar,India,Punjab
Sale,Morocco,Rabat-Salé-Kénitra
Marseille,France,Provence-Alpes-Côte d’Azur
Kaifeng Chengguanzhen,China,Henan
Eskişehir,Turkey,Eskişehir
Gaomi,China,Shandong
Teresina,Brazil,Piauí
Ipoh,Malaysia,Perak
Hai’an,China,Jiangsu
Liverpool,United Kingdom,Liverpool
Zamboanga City,Philippines,Zamboanga
Oran,Algeria,Oran
Southampton,United Kingdom,Southampton
Weichanglu,China,Shandong
Pekanbaru,Indonesia,Riau
Portsmouth,United Kingdom,Portsmouth
Leping,China,Jiangxi
Kermānshāh,Iran,Kermānshāh
Hailun,China,Heilongjiang
Macheng,China,Hubei
Ilorin,Nigeria,Kwara
Omaha,United States,Nebraska
Yuci,China,Shanxi
Saratov,Russia,Saratovskaya Oblast’
São Bernardo do Campo,Brazil,São Paulo
Erbil,Iraq,Arbīl
Iguaçu,Brazil,Rio de Janeiro
El Paso,United States,Texas
Denpasar,Indonesia,Bali
Dehui,China,Jilin
Naucalpan de Juárez,Mexico,México
Bhubaneshwar,India,Odisha
Tongchuan,China,Shaanxi
Cheongju,"Korea, South",Chungbuk
Warri,Nigeria,Delta
Pointe-Noire,Congo (Brazzaville),Pointe-Noire
Rongjiawan,China,Hunan
Butterworth,Malaysia,Pulau Pinang
Bhayandar,India,Mahārāshtra
San Luis Potosí,Mexico,San Luis Potosí
Renqiu,China,Hebei
João Pessoa,Brazil,Paraíba
Toluca,Mexico,México
Honolulu,United States,Hawaii
Querétaro,Mexico,Querétaro
Xindi,China,Hubei
Wu’an,China,Hebei
Hermosillo,Mexico,Sonora
Wutong,China,Zhejiang
Taguig City,Philippines,Taguig
Saltillo,Mexico,Coahuila de Zaragoza
Gaoyou,China,Jiangsu
Hejian,China,Hebei
Yiyang,China,Hunan
Puxi,China,Henan
Zijinglu,China,Henan
Trabzon,Turkey,Trabzon
Xiashi,China,Zhejiang
Valencia,Spain,Valencia
Dongyang,China,Zhejiang
McAllen,United States,Texas
Abaeté,Brazil,Minas Gerais
Palermo,Colombia,Huila
Johor Bahru,Malaysia,Johor
Qingping,China,Henan
Morelia,Mexico,Michoacán de Ocampo
Niigata,Japan,Niigata
Pasig City,Philippines,Pasig
Morādābād,India,Uttar Pradesh
Hamamatsu,Japan,Shizuoka
Culiacán,Mexico,Sinaloa
Xiangxiang,China,Hunan
Malang,Indonesia,Jawa Timur
Xingyi,China,Guizhou
Chaohucun,China,Anhui
Fuyang,China,Zhejiang
Antipolo,Philippines,Rizal
Lubango,Angola,Huíla
Nottingham,United Kingdom,Nottingham
Cencheng,China,Guangxi
Kraków,Poland,Małopolskie
Erzurum,Turkey,Erzurum
Hempstead,United States,New York
Al ‘Ayn,United Arab Emirates,Abū Z̧aby
Songzi,China,Hubei
Laixi,China,Shandong
Bahawalpur,Pakistan,Punjab
Zhongba,China,Sichuan
Qingnian,China,Shandong
Albuquerque,United States,New Mexico
Kaduna,Nigeria,Kaduna
Tlalnepantla,Mexico,México
Xinhualu,China,Henan
Guangshui,China,Hubei
Frankfurt,Germany,Hesse
Samarinda,Indonesia,Kalimantan Timur
Changhua,Taiwan,Changhua
Pietermaritzburg,South Africa,KwaZulu-Natal
Hŭngnam,"Korea, North",Hamnam
Kolhāpur,India,Mahārāshtra
Ciudad Guayana,Venezuela,Bolívar
Cúcuta,Colombia,Norte de Santander
Licheng,China,Jiangsu
Thiruvananthapuram,India,Kerala
Tyumen,Russia,Tyumenskaya Oblast’
Cancún,Mexico,Quintana Roo
Zaporizhzhia,Ukraine,Zaporiz’ka Oblast’
Tlajomulco de Zúñiga,Mexico,Jalisco
Chengguan,China,Henan
Kumamoto,Japan,Kumamoto
Nehe,China,Heilongjiang
Sokoto,Nigeria,Sokoto
Birmingham,United States,Alabama
Zunhua,China,Hebei
Orūmīyeh,Iran,Āz̄arbāyjān-e Gharbī
Oyo,Nigeria,Oyo
Wugang,China,Hunan
Shuangqiao,China,Henan
Rennes,France,Bretagne
Sizhan,China,Ningxia
Comodoro Rivadavia,Argentina,Chubut
Langzhong,China,Sichuan
Bristol,United Kingdom,"Bristol, City of"
Qian’an,China,Hebei
Lviv,Ukraine,L’vivs’ka Oblast’
Zouping,China,Shandong
Bremen,Germany,Bremen
Reynosa,Mexico,Tamaulipas
An Najaf,Iraq,An Najaf
Sagamihara,Japan,Kanagawa
Guli,China,Zhejiang
Sarasota,United States,Florida
Mississauga,Canada,Ontario
Lingbao Chengguanzhen,China,Henan
Okayama,Japan,Okayama
Anlu,China,Hubei
Wusong,China,Anhui
Dayton,United States,Ohio
Changsha,China,Guangdong
Enugu,Nigeria,Enugu
George Town,Malaysia,Pulau Pinang
Jaboatão,Brazil,Pernambuco
Santo André,Brazil,São Paulo
Xichang,China,Sichuan
Soledad,Colombia,Atlántico
Chengxiang,China,Jiangsu
Tolyatti,Russia,Samarskaya Oblast’
Sahāranpur,India,Uttar Pradesh
Warangal,India,Telangana
Edogawa,Japan,Tōkyō
Osasco,Brazil,São Paulo
Dashiqiao,China,Liaoning
Latakia,Syria,Al Lādhiqīyah
Rochester,United States,New York
Fresno,United States,California
Banjarmasin,Indonesia,Kalimantan Selatan
Salem,India,Tamil Nādu
Uberlândia,Brazil,Minas Gerais
Shishi,China,Fujian
Grenoble,France,Auvergne-Rhône-Alpes
Guadalupe,Mexico,Nuevo León
Adachi,Japan,Tōkyō
Qianxi,China,Guizhou
Aracaju,Brazil,Sergipe
Bauchi,Nigeria,Bauchi
Hamilton,Canada,Ontario
Łódź,Poland,Łódzkie
Miluo Chengguanzhen,China,Hunan
Gaizhou,China,Liaoning
Mālegaon,India,Mahārāshtra
Karbalā’,Iraq,Karbalā’
Leling,China,Shandong
São José dos Campos,Brazil,São Paulo
Jianshe,China,Henan
Acapulco de Juárez,Mexico,Guerrero
Sheffield,United Kingdom,Sheffield
Shizuoka,Japan,Shizuoka
Jingcheng,China,Jiangsu
City of Parañaque,Philippines,Parañaque
Kochi,India,Kerala
Allentown,United States,Pennsylvania
Tasikmalaya,Indonesia,Jawa Barat
Macau,Macau,
Torreón,Mexico,Coahuila de Zaragoza
Xinmin,China,Liaoning
Shanhu,China,Zhejiang
Zhongshu,China,Guizhou
Xigazê,China,Tibet
Gold Coast,Australia,Queensland
Cagayan de Oro,Philippines,Cagayan de Oro
Gorakhpur,India,Uttar Pradesh
Pinghu,China,Zhejiang
Palermo,Italy,Sicilia
Guankou,China,Sichuan
Tulsa,United States,Oklahoma
Yatou,China,Shandong
Songyang,China,Henan
Cape Coral,United States,Florida
Ch’ŏngjin,"Korea, North",Hambuk
Puyang Chengguanzhen,China,Henan
Qionghu,China,Hunan
Ribeirão Prêto,Brazil,São Paulo
Dasmariñas,Philippines,Cavite
Wenchang,China,Anhui
Shulan,China,Jilin
Catia La Mar,Venezuela,Vargas
Sargodha,Pakistan,Punjab
Bouaké,Côte D’Ivoire,Vallée du Bandama
Sialkot City,Pakistan,Punjab
As Sulaymānīyah,Iraq,As Sulaymānīyah
Hwasu-dong,"Korea, South",Gyeonggi
Jeonju,"Korea, South",Jeonbuk
Durango,Mexico,Durango
Shimoga,India,Karnātaka
Ansan,"Korea, South",Gyeonggi
Bulawayo,Zimbabwe,Bulawayo
Xiping,China,Yunnan
Sanhe,China,Hebei
Guntūr,India,Andhra Pradesh
Dali,China,Yunnan
Concord,United States,California
Contagem,Brazil,Minas Gerais
Tiruppūr,India,Tamil Nādu
Ch’ŏnan,"Korea, South",Chungnam
Zaragoza,Spain,Aragon
Düsseldorf,Germany,North Rhine-Westphalia
Izhevsk,Russia,Udmurtiya
Guixi,China,Jiangxi
Sorocaba,Brazil,São Paulo
Villahermosa,Mexico,Tabasco
Petaling Jaya,Malaysia,Selangor
Tengyue,China,Yunnan
Wuxue,China,Hubei
Utrecht,Netherlands,Utrecht
Kikwit,Congo (Kinshasa),Kwilu
Colorado Springs,United States,Colorado
Valenzuela,Philippines,Valenzuela
Qufu,China,Shandong
Gaobeidian,China,Hebei
Ruiming,China,Jiangxi
Wrocław,Poland,Dolnośląskie
Rasht,Iran,Gīlān
Nantes,France,Pays de la Loire
Stuttgart,Germany,Baden-Württemberg
Al Hufūf,Saudi Arabia,Ash Sharqīyah
Xinshi,China,Hubei
Cochabamba,Bolivia,Cochabamba
Barnaul,Russia,Altayskiy Kray
Tripoli,Lebanon,Liban-Nord
Jin’e,China,Sichuan
Rotterdam,Netherlands,Zuid-Holland
Benghazi,Libya,Banghāzī
Kryvyi Rih,Ukraine,Dnipropetrovs’ka Oblast’
Yanggok,"Korea, South",Gyeonggi
Changping,China,Beijing
Raurkela,India,Odisha
Ḩalwān,Egypt,Al Qāhirah
Charleston,United States,South Carolina
Chimalhuacán,Mexico,México
Xinxing,China,Liaoning
Suohe,China,Henan
Mangalore,India,Karnātaka
Zhuangyuan,China,Shandong
Ulyanovsk,Russia,Ul’yanovskaya Oblast’
Irkutsk,Russia,Irkutskaya Oblast’
Nānded,India,Mahārāshtra
Bacoor,Philippines,Cavite
Pontianak,Indonesia,Kalimantan Barat
Villa Nueva,Guatemala,Guatemala
Bazhou,China,Hebei
Springfield,United States,Massachusetts
Turpan,China,Xinjiang
Xingtai,China,Hebei
Meihekou,China,Jilin
Cuiabá,Brazil,Mato Grosso
Jurong,China,Jiangsu
Feira de Santana,Brazil,Bahia
Khabarovsk,Russia,Khabarovskiy Kray
Zhugang,China,Zhejiang
Xinji,China,Hebei
Hamhŭng,"Korea, North",Hamnam
Serang,Indonesia,Banten
Sanya,China,Hainan
Buraydah,Saudi Arabia,Al Qaşīm
Ta‘izz,Yemen,Ta‘izz
Montpellier,France,Occitanie
San Miguel de Tucumán,Argentina,Tucumán
Yaroslavl,Russia,Yaroslavskaya Oblast’
Zhangshu,China,Jiangxi
Grand Rapids,United States,Michigan
Vladivostok,Russia,Primorskiy Kray
Kuantan,Malaysia,Pahang
Gothenburg,Sweden,Västra Götaland
Cuttack,India,Odisha
Jambi,Indonesia,Jambi
Zhuozhou,China,Hebei
Tianchang,China,Anhui
Las Piñas City,Philippines,Las Piñas
Cimahi,Indonesia,Jawa Barat
Tuxtla,Mexico,Chiapas
Balikpapan,Indonesia,Kalimantan Timur
Qamdo,China,Tibet
Joinvile,Brazil,Santa Catarina
Durban,South Africa,KwaZulu-Natal
General Santos,Philippines,General Santos
Chānda,India,Mahārāshtra
Kagoshima,Japan,Kagoshima
Leipzig,Germany,Saxony
Al Ḩillah,Saudi Arabia,Ar Riyāḑ
Makhachkala,Russia,Dagestan
Sihui,China,Guangdong
Mar del Plata,Argentina,Buenos Aires
Brampton,Canada,Ontario
Luocheng,China,Sichuan
Pereira,Colombia,Risaralda
Mission Viejo,United States,California
Dortmund,Germany,North Rhine-Westphalia
Chuxiong,China,Yunnan
Makati City,Philippines,Makati
Albany,United States,New York
Shah Alam,Malaysia,Selangor
Knoxville,United States,Tennessee
Essen,Germany,North Rhine-Westphalia
Shangzhi,China,Heilongjiang
Botou,China,Hebei
Bucaramanga,Colombia,Santander
Anyang,"Korea, South",Gyeonggi
Genoa,Italy,Liguria
Kuiju,China,Shandong
Tlaquepaque,Mexico,Jalisco
Puente Alto,Chile,Región Metropolitana
Dehra Dūn,India,Uttarakhand
Aţ Ţā’if,Saudi Arabia,Makkah al Mukarramah
San Jose del Monte,Philippines,Bulacan
Bakersfield,United States,California
Wancheng,China,Hainan
Hachiōji,Japan,Tōkyō
Ogden,United States,Utah
Xiulin,China,Hubei
Fu’an,China,Fujian
Tomsk,Russia,Tomskaya Oblast’
Kermān,Iran,Kermān
Kingston upon Hull,United Kingdom,"Kingston upon Hull, City of"
Al Maḩallah al Kubrá,Egypt,Al Gharbīyah
Kumul,China,Xinjiang
Luofeng,China,Shandong
Lingyuan,China,Liaoning
Baton Rouge,United States,Louisiana
Wencheng,China,Hainan
Ciudad Bolívar,Venezuela,Bolívar
Durgāpur,India,West Bengal
Orenburg,Russia,Orenburgskaya Oblast’
Shenzhou,China,Hebei
Āsansol,India,West Bengal
Bacolod,Philippines,Bacolod
Akron,United States,Ohio
New Haven,United States,Connecticut
Zhenzhou,China,Jiangsu
Surakarta,Indonesia,Jawa Tengah
Jieshou,China,Anhui
Lanxi,China,Zhejiang
Zāhedān,Iran,Sīstān va Balūchestān
Dangyang,China,Hubei
Columbia,United States,South Carolina
Kemerovo,Russia,Kemerovskaya Oblast’
Dresden,Germany,Saxony
Veracruz,Mexico,Veracruz
Bhāvnagar,India,Gujarāt
Luanzhou,China,Hebei
Novokuznetsk,Russia,Kemerovskaya Oblast’
Nellore,India,Andhra Pradesh
Chiclayo,Peru,Lambayeque
Palma,Spain,Balearic Islands
Al Ḩudaydah,Yemen,Al Ḩudaydah
Eslāmshahr,Iran,Tehrān
Cabinda,Angola,Cabinda
Amrāvati,India,Mahārāshtra
Korla,China,Xinjiang
Huanghua,China,Hebei
Londrina,Brazil,Paraná
Tabūk,Saudi Arabia,Tabūk
Xingcheng,China,Liaoning
Kaiyuan,China,Liaoning
Valledupar,Colombia,Cesar
Fengcheng,China,Liaoning
Ajmer,India,Rājasthān
Tinnevelly,India,Tamil Nādu
Fuding,China,Fujian
Maturín,Venezuela,Monagas
An Nāşirīyah,Iraq,Dhī Qār
Al Ḩillah,Iraq,Bābil
Ibagué,Colombia,Tolima
Hannover,Germany,Lower Saxony
Ryazan,Russia,Ryazanskaya Oblast’
Panshi,China,Jilin
Kassala,Sudan,Kassala
Ananindeua,Brazil,Pará
Chang’an,China,Hunan
Shashi,China,Hubei
Poznań,Poland,Wielkopolskie
Aksu,China,Xinjiang
Salta,Argentina,Salta
Astrakhan,Russia,Astrakhanskaya Oblast’
Mingguang,China,Anhui
Naberezhnyye Chelny,Russia,Tatarstan
Bīkaner,India,Rājasthān
Agartala,India,Tripura
Xalapa,Mexico,Veracruz
Ndola,Zambia,Copperbelt
Hamadān,Iran,Hamadān
Villavicencio,Colombia,Meta
Ailan Mubage,China,Xinjiang
Ensenada,Mexico,Baja California
Lyon,France,Auvergne-Rhône-Alpes
Bắc Ninh,Vietnam,Bắc Ninh
Ciudad Apodaca,Mexico,Nuevo León
Santa Teresa del Tuy,Venezuela,Miranda
Maipú,Chile,Región Metropolitana
Penza,Russia,Penzenskaya Oblast’
Heroica Matamoros,Mexico,Tamaulipas
Port Said,Egypt,Būr Sa‘īd
Yucheng,China,Shandong
Meknès,Morocco,Fès-Meknès
Nuremberg,Germany,Bavaria
Pohang,"Korea, South",Gyeongbuk
Anda,China,Heilongjiang
Jinghong,China,Yunnan
Utsunomiya,Japan,Tochigi
Liaoyuan,China,Jilin
Mesa,United States,Arizona
Surrey,Canada,British Columbia
Caxias do Sul,Brazil,Rio Grande do Sul
Heshan,China,Guangdong
Cuautitlán Izcalli,Mexico,México
Ujjain,India,Madhya Pradesh
Jiaji,China,Hainan
Santa Marta,Colombia,Magdalena
Beining,China,Liaoning
Hải Dương,Vietnam,Hải Dương
Carrefour,Haiti,Ouest
Homyel’,Belarus,Homyel’skaya Voblasts’
Leicester,United Kingdom,Leicester
Yanji,China,Jilin
Yicheng,China,Hubei
Lipetsk,Russia,Lipetskaya Oblast’
Choloma,Honduras,Cortés
Ulhāsnagar,India,Mahārāshtra
Encheng,China,Guangdong
Muntinlupa City,Philippines,Muntinlupa
Linghai,China,Liaoning
Aden,Yemen,‘Adan
Matsuyama,Japan,Ehime
Jhānsi,India,Uttar Pradesh
Kitwe,Zambia,Copperbelt
Kashgar,China,Xinjiang
Aba,Nigeria,Abia
Palm Bay,United States,Florida
Pingtung,Taiwan,Pingtung
Montería,Colombia,Córdoba
Samarkand,Uzbekistan,Samarqand
Davangere,India,Karnātaka
Jammu,India,Jammu and Kashmīr
Mazatlán,Mexico,Sinaloa
Murcia,Spain,Murcia
Ile-Ife,Nigeria,Osun
Kirov,Russia,Kirovskaya Oblast’
Qaraghandy,Kazakhstan,Qaraghandy
Belas,Angola,Luanda
Mazatán,Mexico,Sonora
Duisburg,Germany,North Rhine-Westphalia
Mykolaiv,Ukraine,Mykolayivs’ka Oblast’
Provo,United States,Utah
Meicheng,China,Anhui
Niterói,Brazil,Rio de Janeiro
Matsudo,Japan,Chiba
Sukkur,Pakistan,Sindh
Rouen,France,Normandie
Higashi-ōsaka,Japan,Ōsaka
Worcester,United States,Massachusetts
Hongjiang,China,Hunan
Chimbote,Peru,Ancash
Ixtapaluca,Mexico,México
Dengtacun,China,Liaoning
Zhijiang,China,Hubei
Chengjiao,China,Henan
Beipiao,China,Liaoning
Murrieta,United States,California
Kota Bharu,Malaysia,Kelantan
Ciudad López Mateos,Mexico,México
Vinh,Vietnam,Nghệ An
Tultitlán de Mariano Escobedo,Mexico,México
Duyun,China,Guizhou
Kandahār,Afghanistan,Kandahār
Nishinomiya-hama,Japan,Hyōgo
Larkana,Pakistan,Sindh
Cheboksary,Russia,Chuvashiya
Yuanping,China,Shanxi
Port Sudan,Sudan,Red Sea
Edinburgh,United Kingdom,"Edinburgh, City of"
Belgaum,India,Karnātaka
Tula,Russia,Tul’skaya Oblast’
Suez,Egypt,As Suways
Shahe,China,Hebei
Yazd,Iran,Yazd
Serra,Brazil,Espírito Santo
Nazrēt,Ethiopia,Oromīya
Gaoping,China,Shanxi
Greenville,United States,South Carolina
Arāk,Iran,Markazī
San Nicolás de los Garza,Mexico,Nuevo León
Gulbarga,India,Karnātaka
Juiz de Fora,Brazil,Minas Gerais
Dunhua,China,Jilin
Brookhaven,United States,New York
Az Zarqā’,Jordan,Az Zarqā’
Americana,Brazil,São Paulo
Ardabīl,Iran,Ardabīl
Sylhet,Bangladesh,Sylhet
Wichita,United States,Kansas
Toledo,United States,Ohio
Kaihua,China,Yunnan
Caerdydd,United Kingdom,Cardiff
Jāmnagar,India,Gujarāt
Dhūlia,India,Mahārāshtra
Nampula,Mozambique,Nampula
Gaya,India,Bihār
Florianópolis,Brazil,Santa Catarina
Chiniot,Pakistan,Punjab
Jiannan,China,Sichuan
Ōita,Japan,Ōita
Wuhai,China,Inner Mongolia
Kaliningrad,Russia,Kaliningradskaya Oblast’
Nangong,China,Hebei
Staten Island,United States,New York
San Juan,Argentina,San Juan
Vila Velha,Brazil,Espírito Santo
Macapá,Brazil,Amapá
Shekhupura,Pakistan,Punjab
Des Moines,United States,Iowa
Piura,Peru,Piura
Jiaojiangcun,China,Zhejiang
Laohekou,China,Hubei
Beian,China,Heilongjiang
Fujin,China,Heilongjiang
Celaya,Mexico,Guanajuato
Xiaoyi,China,Shanxi
Strasbourg,France,Grand Est
Lanús,Argentina,Buenos Aires
Qingzhen,China,Guizhou
Jiangshan,China,Zhejiang
Ba‘qūbah,Iraq,Diyālá
Tamale,Ghana,Northern
Gdańsk,Poland,Pomorskie
Manado,Indonesia,Sulawesi Utara
Jinchang,China,Gansu
Kanazawa,Japan,Ishikawa
Calabar,Nigeria,Cross River
Long Beach,United States,California
Malatya,Turkey,Malatya
Huế,Vietnam,Thừa Thiên-Huế
Cranbourne,Australia,Victoria
Jalgaon,India,Mahārāshtra
Port St. Lucie,United States,Florida
Mauá,Brazil,São Paulo
Fukuyama,Japan,Hiroshima
Tel Aviv-Yafo,Israel,Tel Aviv
Xicheng,China,Yunnan
Marikina City,Philippines,Marikina
Pyeongtaek,"Korea, South",Gyeonggi
Kurnool,India,Andhra Pradesh
City of Calamba,Philippines,Laguna
Denton,United States,Texas
Ar Ramādī,Iraq,Al Anbār
Melaka,Malaysia,Melaka
Jian’ou,China,Fujian
Huadian,China,Jilin
Taoyuan District,Taiwan,Taoyuan
Iloilo,Philippines,Iloilo
Kota Kinabalu,Malaysia,Sabah
Minzhu,China,Jilin
Rājshāhi,Bangladesh,Rājshāhi
Ţanţā,Egypt,Al Gharbīyah
Balashikha,Russia,Moskovskaya Oblast’
Udaipur,India,Rājasthān
Kursk,Russia,Kurskaya Oblast’
Mariupol,Ukraine,Donets’ka Oblast’
Bukavu,Congo (Kinshasa),Sud-Kivu
Hsinchu,Taiwan,Hsinchu
Barcelona,Venezuela,Anzoátegui
Constantine,Algeria,Constantine
Tanbei,China,Henan
Ado-Ekiti,Nigeria,Ekiti
Batman,Turkey,Batman
Pasay City,Philippines,Pasay
Madison,United States,Wisconsin
Baisha,China,Zhejiang
Betim,Brazil,Minas Gerais
Bellary,India,Karnātaka
Santiago de Cuba,Cuba,Santiago de Cuba
Yongji,China,Shanxi
Reno,United States,Nevada
Danjiangkou,China,Hubei
Kahramanmaraş,Turkey,Kahramanmaraş
São José do Rio Prêto,Brazil,São Paulo
Andijon,Uzbekistan,Andijon
Harrisburg,United States,Pennsylvania
Nancy,France,Grand Est
Puerto Plata,Dominican Republic,Cibao Norte
Machida,Japan,Tōkyō
Ning’an,China,Heilongjiang
Beira,Mozambique,Sofala
Little Rock,United States,Arkansas
San Cristóbal,Venezuela,Táchira
Zürich,Switzerland,Zürich
Zhangjiakou Shi Xuanhua Qu,China,Hebei
Sunch’ŏn,"Korea, North",P’yŏngnam
Diadema,Brazil,São Paulo
Guangming,China,Jilin
Sāngli,India,Mahārāshtra
Tuticorin,India,Tamil Nādu
Herāt,Afghanistan,Herāt
Kupang,Indonesia,Nusa Tenggara Timur
Jeju,"Korea, South",Jeju
Bandar ‘Abbās,Iran,Hormozgān
Santos,Brazil,São Paulo
Manizales,Colombia,Caldas
Stavropol,Russia,Stavropol’skiy Kray
Katsina,Nigeria,Katsina
Yogyakarta,Indonesia,Yogyakarta
Calicut,India,Kerala
Zanjān,Iran,Zanjān
Welkom,South Africa,Free State
Ulan-Ude,Russia,Buryatiya
Oakland,United States,California
Mazār-e Sharīf,Afghanistan,Balkh
Kāshān,Iran,Eşfahān
Kenitra,Morocco,Rabat-Salé-Kénitra
Uyo,Nigeria,Akwa Ibom
Maringá,Brazil,Paraná
Khamīs Mushayţ,Saudi Arabia,‘Asīr
Masan,"Korea, South",Gyeongnam
Cusco,Peru,Cusco
Sevastopol,Ukraine,"Sevastopol’, Misto"
Mandaluyong City,Philippines,Mandaluyong
Porto Velho,Brazil,Rondônia
Florencio Varela,Argentina,Buenos Aires
Akola,India,Mahārāshtra
Yan’an Beilu,China,Xinjiang
Agadir,Morocco,Souss-Massa
Mogi das Cruzes,Brazil,São Paulo
