Creditor No_;Datev Account No_;Fax No_;Group Vendor No_;ILN No_;No_ Series;No_;Our Account No_;Pay-to Vendor No_;Phone No_;Primary Contact No_;Registration No_;Telex No_;VAT Registration No_;Validate EU Vat Reg_ No_;akq No_ of Entries Paym_ Adv_;akq Payment Vendor No_;Address 2;Address;Application Method;Base Calendar Code;Block Payment Tolerance;Blocked;Budgeted Amount;Cash Flow Payment Terms Code;City;Construction Service;Contact;Country_Region Code;County;Currency Code;Currency Id;Datev Addressee Type;Datev Export Date;Delivery Reminder Terms;Diverse Vendors;Document Sending Profile;Don_t Export Bank Account;E-Mail;Fin_ Charge Terms Code;GLN;Gen_ Bus_ Posting Group;Global Dimension 1 Code;Global Dimension 2 Code;Home Page;IC Partner Code;Id;Image;Invoice Disc_ Code;Language Code;Last Date Modified;Last Modified Date Time;Lead Time Calculation;Location Code;Name 2;Name;Partner Type;Payment Method Code;Payment Method Id;Payment Terms Code;Payment Terms Id;Picture;Post Code;Preferred Bank Account Code;Prepayment _;Prices Including VAT;Priority;Privacy Blocked;Purchaser Code;Release Status;Release Until;Responsibility Center;SSCC Nos_;Search Name;Shipment Method Code;Shipping Agent Code;Statistics Group;Tax Area Code;Tax Liable;Telex Answer Back;Territory Code;VAT Bus_ Posting Group;Vendor Posting Group;akq Allow Payment 3rd parties;akq DTAZV Charges Rule;akq DTAZV Currency Instruction;akq Direction Code;akq Payment Type;akq Single Payment;timestamp
;;039452 48 79 66;;;;K00052;11609;;039452 48 79 14;;117/113/01609;;DE266107263;0;0;;;Hüttenstraße 1;0;KRED;0;2;0,00000000000000000000;;Ilsenburg;0;Herrn Geschwendtner;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@elsold.de;;;IL;;;www.elsold.de;;{71B22622-D25B-45FC-9712-22BF722556A4};{00000000-0000-0000-0000-000000000000};K00052;;21.02.2020 00:00:00;21.02.2020 20:44:59;;A-01;;#Elsold GmbH & Co. KG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;38871;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;#ELSOLD/ JL GOSLAR;92;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3DE7C
;;0371-81 50 110;;;;K00054;814252;;0371-81 50 124;;;;;0;0;;Robert-Blum-Str. 21;NL Chemnitz;0;KRED;0;0;0,00000000000000000000;;Chemnitz;0;Herrn B. Österreich;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;;;{54C45DA4-26E3-4CAE-BB57-7A61FA0ECAA3};{00000000-0000-0000-0000-000000000000};K00054;;21.02.2020 00:00:00;21.02.2020 20:44:59;;A-01;Vertriebs u. Service GmbH;DMG Chemnitz;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;09116;;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;DMG CHEMNITZ;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3DE81
;;+ 49 (40) 75103510;;;;K00055;;;+ 49 (40) 751030;;;;;0;0;;;Georg-Wilhelm-Str. 191;0;KRED;0;0;0,00000000000000000000;;Hamburg;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;http://www.mankiewicz.com;;{E0564D02-9AD3-4573-9AEB-EEDFD87495E2};{00000000-0000-0000-0000-000000000000};K00055;;21.02.2020 00:00:00;21.02.2020 20:44:59;;A-01;;Mankiewicz Gebr. & Co.;0;;{00000000-0000-0000-0000-000000000000};6030021403;{7FB61C1C-9272-4A15-A162-B39C02D134F7};;21107;;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;MANKIEWICZ;1;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3DE86
;;+49 34205 785-10;;;;K00059;502450;;+49 34205 785-22;;27/20203518;;DE115688702;0;0;;;Westringstr. 160;0;KRED;0;0;0,00000000000000000000;;Schkeuditz;0;Herrn Mike Nest;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;nest@whm.net;;;IL;;;www.whm.net;;{D9C2CF01-EF3D-4792-9638-C5A71DF3C132};{00000000-0000-0000-0000-000000000000};K00059;;22.12.2021 00:00:00;22.12.2021 10:33:04;;A-01;NL Leipzig;Wilhelm Herm. Müller GmbH & Co. KG;0;;{00000000-0000-0000-0000-000000000000};VOR;{15A1ED40-F92B-4AC4-9958-FC3FA4058785};;04435;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;MÜLLER;93;;0;;0;;;IL;IL;0;0;0;;;0;000000005A14B905
;;+49 6266 9205 911;;;;K00060;1302932;;+49 6266 73-0;;65200/38903;;DE145764961;0;0;;;August-Läpple-Weg;0;KRED;0;0;0,00000000000000000000;;Hassmersheim/Baden;0;Herrn Andreas Otto;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;a.otto@fibro.de;;;IL;;;www.fibro.com;;{1BF24712-A219-4F50-8E1A-959BD0C7FDFD};{00000000-0000-0000-0000-000000000000};K00060;;16.09.2021 00:00:00;16.09.2021 12:04:45;;A-01;Geschäftsbereich Normalien;FIBRO GMBH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;74855;SPK;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;FIBRO;92;;0;;0;;;IL;IL;0;0;0;;;0;0000000058F00DF4
;;02131 / 14 2649;;;;K00070;;;02131 / 14 0;;;;;0;0;;Postfach 64 3;Carl-Schurz-Str. 1A;0;KRED;0;2;0,00000000000000000000;;Neuss 1;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;Innovation.de@3M.com;;;IL;;;;;{EF2D6455-1C6F-461E-817E-E40C8BB9D5A6};{00000000-0000-0000-0000-000000000000};K00070;;21.02.2020 00:00:00;21.02.2020 20:44:59;;A-01;Zentraler Kundenservice;#3 M Deutschland GmbH#;0;;{00000000-0000-0000-0000-000000000000};;{00000000-0000-0000-0000-000000000000};;41460;;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;3 M DEUTSC;1;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3DE9F
;;0201/725-3040;;;;K00072;34965;;0201/725- 3531;;;;;0;0;;;Harkorstr. 60;0;KRED;0;0;0,00000000000000000000;;Essen;0;Herrn Andreas Quadt;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;;;{2AEE9D8B-540B-4F82-88BF-6D63DE5629F5};{00000000-0000-0000-0000-000000000000};K00072;;21.02.2020 00:00:00;21.02.2020 20:44:59;;A-01;;Kane Magnetics GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};9014033002;{408AD001-4091-4155-BDD5-95592A8FE913};;45145;;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;MAGNEQUENCH;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3DEA4
;;033234-906 40 oder 46;;;;K00073;101353;;033234-906 0;;;;;0;0;;;Postfach 13 51;0;KRED;0;0;0,00000000000000000000;;Nauen;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;vertrieb@trebes-henning.de;;;IL;;;www.trebeshenning.de;;{E0574975-A09A-466F-AF34-0053624EEE9E};{00000000-0000-0000-0000-000000000000};K00073;;21.02.2020 00:00:00;21.02.2020 20:44:59;;A-01;Handschuhe u. Arbeitskleidung;Trebes + Henning GmbH & Co. KG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301002;{17561B5C-5A76-4A94-9C2E-40F628FFFB45};;14633;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;TREBES;93;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3DEA9
;;030/616909-30;;;;K00074;11805;;030/616909-37;IN11977;;302021;DE813660328;0;0;;;Prinzenstr. 87/88;0;KRED;0;0;0,00000000000000000000;;Berlin;0;Frau Bianca Schönbeck;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;bianca.schoenbeck@gebr-geisler.de;;;IL;;;www.gebr-geisler.de;;{F07D4B02-596D-4F12-8283-FF0903580C9F};{00000000-0000-0000-0000-000000000000};K00074;;25.01.2020 00:00:00;25.01.2020 09:35:51;;A-01;;Gebr. Geisler GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};14;{566CF1E7-0BCE-42A5-B113-98CE655D47EF};;10969;SPK;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;GEISLER;17;;0;;0;;;IL;IL;0;0;0;;;0;000000005329746E
;;030/68 43 0-24;;;;K00085;34529;;030/68 376-150;;;;DE136687370;0;0;;;Ballinstraße 10;0;KRED;0;0;0,00000000000000000000;;Berlin;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;kugellager@inha.de;;;IL;;;www.inha.de;;{238A0ACC-4EA0-4D02-B0B1-63A15E819313};{00000000-0000-0000-0000-000000000000};K00085;;25.01.2020 00:00:00;25.01.2020 09:35:51;;A-01;;Inha GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;12359;VB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;INHA;25;;0;;0;;;IL;IL;0;0;0;;;0;0000000053297473
;;030/755155-79;;;;K00086;62967;;030/755155-33;;35005/08242;;DE236057604;0;0;;Bau 4;Colditzstr. 28;0;KRED;0;2;0,00000000000000000000;;Berlin;0;Frau Wieczorek;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;andrea.wieczorek@brammer.biz;;;IL;;;www.brammer.biz;;{369B2D6D-41DD-4AF3-B000-2C3FD92D4218};{00000000-0000-0000-0000-000000000000};K00086;;25.01.2020 00:00:00;25.01.2020 09:35:51;;B-01;Kunden Service Center Berlin;#Brammer GmbH#;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;12099;DREBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;BRAMMER/FREUDENBERG;93;;0;;0;;;IL;IL;0;0;0;;;0;0000000053297478
;;09342 800-132;;;;K00087;106799;;09342 800-0;;;;;0;0;;;Leonhard-Karl-Str. 24;0;KRED;0;0;0,00000000000000000000;;Wertheim;0;Frau Melanie Otto;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@ersa.de;;;IL;;;www.ersa.de;;{7377284A-6AF1-4EF9-84B3-AD5954A0CDE3};{00000000-0000-0000-0000-000000000000};K00087;;21.02.2020 00:00:00;21.02.2020 20:44:59;;A-01;;ERSA GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;97877;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;ERSA;93;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3DEAE
;;030/6268110;;;;K00092;10275;;030/6251020;;;;;0;0;;;Ringbahnstraße 6-8;0;KRED;0;0;0,00000000000000000000;;Berlin;0;Herrn Goddemeier;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;wittesued@maxwitte.de;;;IL;;;www.maxwitte.de;;{107FF35E-BD7A-4988-BF6F-899C99FFBC1B};{00000000-0000-0000-0000-000000000000};K00092;;27.01.2021 00:00:00;27.01.2021 05:49:25;;A-01;Edelstahl-Normteile;Max Witte GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;12099;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;WITTE;93;;0;;0;;;IL;IL;0;0;0;;;0;0000000056A79ED8
;;040-5258 380;;;;K00110;20153813;;040-5258 338;;201/5930/0158;;DE811124416;0;0;;;Schützenwall 13-17;0;KRED;0;0;0,00000000000000000000;;Norderstedt;0;Frau Reinhold;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info.winter@saint-gobain.com;;;IL;;;www.winter-dtcbn.de;;{285616E2-3D67-4E7A-8EE8-D97946EFD5A3};{00000000-0000-0000-0000-000000000000};K00110;;21.02.2020 00:00:00;21.02.2020 20:44:59;;A-01;Diamantwerkzeuge GmbH;Saint-Gobain;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301002;{17561B5C-5A76-4A94-9C2E-40F628FFFB45};;22844;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;SAINT GOBAIN DIAMANT;1;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3DEB8
;;022368996-10;;;;K00111;;;02236/703 276;;;0;;0;0;;;Birkenstr. 45 - 49;0;KRED;0;2;0,00000000000000000000;;Wesseling;0;Frau Saskia Sieberz;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;saskia.siberz@saint-gobain.com;;;IL;;;www.saint-gobain.com;;{4DB1DD26-E1D1-4379-99C6-30F303A952AB};{00000000-0000-0000-0000-000000000000};K00111;;21.02.2020 00:00:00;21.02.2020 20:44:59;;A-01;;#Saint Gobain Abrasives#;0;;{00000000-0000-0000-0000-000000000000};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;50389;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;#SAINT GOBAIN ABRASIVES#;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3DEBD
;;0041/43 833 2010;;;;K00115;301564;;0041/43 833 20 00;;;;;0;0;;;Schwerzistraße 4;0;KRED;0;0;0,00000000000000000000;;Freienbach;0;Rahel Gubler;CH;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;r.gubler@meteor.ch;;;AL;;;www.meteor.ch;;{D9D7F951-3BBE-462C-A929-D686534F8CE9};{00000000-0000-0000-0000-000000000000};K00115;;21.02.2020 00:00:00;21.02.2020 20:44:59;;A-01;;Meteor AG;0;AUSLAND;{D12F083F-0236-4CE1-9924-CCE2C8C305C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;CH-8807;;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;METEOR AG;12;;0;;0;;;AL;AL;0;0;0;;;0;0000000053C3DEC2
;;02265/9436;;;;K00130;E 253;;02265/12-297;;;;E253;0;0;;;Postfach 2120;0;KRED;0;0;0,00000000000000000000;;Reichshof - Eckenhagen;0;Frau Laura Simon;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;l.simon@elektrisola.de;;;IL;;;www.elektrisola.com;;{5AD46F78-F02E-4374-9EFC-1C6B9EF03A6C};{00000000-0000-0000-0000-000000000000};K00130;;25.01.2020 00:00:00;25.01.2020 09:35:52;;A-01;Dr. Gerd Schildbach;Elektrisola GmbH & Co. KG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;51574;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;ELEKTRISOLA;95;;0;;0;;;IL;IL;0;0;0;;;0;0000000053297496
;;02371/4380-7928;;;;K00131;103300 000;;02371/4380-29;;;2371316;;0;0;;Postfach 51 62;Am Großen Teich 33;0;KRED;0;0;0,00000000000000000000;;Iserlohn;0;Fr. Hauser;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;edelhoff@edelhoff-wire.de;;;IL;;;www.edelhoff-wire.de;;{3BD6BBD0-9A8B-4093-986B-C00FDF893A20};{00000000-0000-0000-0000-000000000000};K00131;;26.01.2021 00:00:00;26.01.2021 10:47:32;;A-01;Feindrahtwerk;Adolf Edelhoff GmbH & Co.;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};NETTO;{1846EC55-2A68-41F5-AC67-87CD9934BFBB};;58584;DREBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;EDELHOFF, ADOLF;93;;0;;0;;;IL;IL;0;0;0;;;0;0000000056A65C7E
;;05693/3 92;;;;K00139;19050;;05693/8 69;;;;;0;0;;;Lütersheimer Straße 30;0;KRED;0;0;0,00000000000000000000;;Volkmarsen;0;Frau Fuchs;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@zevatron.de;;;IL;;;www.zevatron.com;;{DBF2FD12-FFE6-43FC-A1AA-42B5E1E70F6F};{00000000-0000-0000-0000-000000000000};K00139;;21.02.2020 00:00:00;21.02.2020 20:44:59;;A-01;;ZEVATRON Löttechnik GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;34471;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;ZEVATRON;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3DED1
;;07152 9731 90;;;;K00140;018190/71018191;;07152 9731 45;;;;;0;0;;;Dieselstr. 11;0;KRED;0;0;0,00000000000000000000;;Leonberg;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@dorfner-schleifmittelwerk.de;;;IL;;;www.dorfner-schleifmittelwerk.de;;{E87783D4-9AE6-4184-9F9B-7141AE11750D};{00000000-0000-0000-0000-000000000000};K00140;;21.02.2020 00:00:00;21.02.2020 20:44:59;;A-01;;Dorfner Schleifmittelwerk GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301003;{2B8A8A1A-8A91-4E1E-88EF-536EDE849840};;71229;SPK;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;DORFNER/CARBO GROUP LEONBERG;93;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3DED6
;;030/4636044;;;;K00141;18279;;030/46360 42+43;;23/320/61 260;(030) 4636044;DE136337925;0;0;;;Ackerstraße 87/88;0;KRED;0;0;0,00000000000000000000;;Berlin;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info-berlin@gruenberg-kunststoffe.de;;;IL;;;http://www.gruenberg-kunststoffe.de/;;{4353037F-EB3C-46C9-BEDC-D62C10075906};{00000000-0000-0000-0000-000000000000};K00141;;25.01.2020 00:00:00;25.01.2020 09:35:52;;A-01;;Grünberg Kunststoffe GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;13355;SPK;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;GRÜNBERG;53;;0;;0;;;IL;IL;0;0;0;;;0;00000000532974AF
;;06898/10 53058;;;;K00147;140332;;06898/10 3058;;;;;0;0;;;Postfach 10 19 80;0;KRED;0;0;0,00000000000000000000;;Völklingen;0;Frau Karin Johnson;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;karin.johnson@saar-bandstahl.de;;;IL;;;http://www.saar-bandstahl.de;;{1093534B-8FC0-4879-ACD4-D1B0753D1835};{00000000-0000-0000-0000-000000000000};K00147;;21.02.2020 00:00:00;21.02.2020 20:45:00;;A-01;;Saar-Bandstahl GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};15.F;{59E00A58-C24F-4E6E-BEC8-8E62398FE37D};;66333;SPK;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;SAAR-BANDSTAHL;92;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3DEE5
;;030-46 50 94 22;;;;K00158;1298702 D;;030-46 50 94 0;;;;;0;0;;;Aroser Allee 66;0;KRED;0;0;0,00000000000000000000;;Berlin;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;service@kaiserkraft.de;;;IL;;;;;{D4319CD4-9329-439B-8138-EF319DBF73D0};{00000000-0000-0000-0000-000000000000};K00158;;16.12.2021 00:00:00;16.12.2021 07:09:33;;A-01;;Kaiser + Kraft GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;13407;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;KAISER+KRAFT;1;;0;;0;;;IL;IL;0;0;0;;;0;000000005A0315F1
;;08208-95995 25;;;;K00163;;;08208-95995 11;;;;;0;0;;;Rosenstr. 1;0;KRED;0;0;0,00000000000000000000;;Eurasburg;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;;;{C306C0A9-26E8-4769-BEA3-A16F35BDFD0E};{00000000-0000-0000-0000-000000000000};K00163;;21.02.2020 00:00:00;21.02.2020 20:45:00;;A-01;;Starmotec Energiesysteme;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;86495;;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;STARMOTEC;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3DEF4
;;01805/31 21 10;;;;K00166;2189119;;09604-408787;;201/115/20063;;DE131832937;0;0;;;Klaus-Conrad-Straße 1;0;KRED;0;0;0,00000000000000000000;;Hirschau;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;businessbetreuung@conrad.biz;;;IL;;;https://www.conrad.de/;;{61D2DB30-8053-4AE0-A222-920F7CBFCB3C};{00000000-0000-0000-0000-000000000000};K00166;;13.12.2021 00:00:00;13.12.2021 09:45:45;;A-01;;Conrad Electronic SE;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};60;{58ED2591-DF50-4A3D-B2E7-2546DBD027E7};;92240;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;CONRAD ELECTRONIC;93;;0;;0;;;IL;IL;0;0;0;;;0;0000000059F9C282
;;0911/5188 504;;;;K00168;;;0911/5180 889;;;;DE154582738;0;0;;;Haidbergweg 31;0;KRED;0;0;0,00000000000000000000;;Heroldsberg;0;Frau Feiler;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;vertrieb@walterschoen.de;;;IL;;;www.walterschoen.de;;{227D4846-F684-47C8-9F77-66BBE270044E};{00000000-0000-0000-0000-000000000000};K00168;;23.11.2021 00:00:00;23.11.2021 05:10:13;;A-01;Formenbau u. Techn. Spritzguß;Walter Schön GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};901403;{8C08FBD6-89EF-427C-931A-583481611796};;90562;SPK;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;WALTER SCHÖN;93;;0;;0;;;IL;IL;0;0;0;;;0;0000000059B0C14B
;;09101-2056;;;;K00169;15632;;09101/2051;;153/50402;;DE132743850;0;0;;;Frankenstr. 6;0;KRED;0;0;0,00000000000000000000;;Puschendorf;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@branderhandschuhe.de;;;IL;;;www.branderhandschuhe.de;;{35224BAD-56E5-4895-B9AD-D691F7F38EDD};{00000000-0000-0000-0000-000000000000};K00169;;25.01.2020 00:00:00;25.01.2020 09:35:52;;B-01;;Brander & Söhne KG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301002;{17561B5C-5A76-4A94-9C2E-40F628FFFB45};;90617;VR;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;BRANDER & SÖHNE KG;92;;0;;0;;;IL;IL;0;0;0;;;0;00000000532974E6
;;030/7562-1424;;;;K00192;120740 / 646876;;030/7562-0;;;;;0;0;;;Alboinstr. 56;0;KRED;0;0;0,00000000000000000000;;Berlin;0;Hr. Goldmann;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;TuevAtB@detuv.com;;;IL;;;www.tuev-anlagentechnik.de;;{6C26C24A-F1F0-45C5-A85B-9B22218DF48C};{00000000-0000-0000-0000-000000000000};K00192;;21.02.2020 00:00:00;21.02.2020 20:45:00;;A-01;Niederlassung Berlin;TÜV Rheinland Cert GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};NETTO;{1846EC55-2A68-41F5-AC67-87CD9934BFBB};;12103;DREBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;TÜV CERT BLN;1;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3DF09
;;04101/399-191;;;;K00194;1141869;;04101/399-0;;;;;0;0;;;Siemensstr. 25/27;0;KRED;0;0;0,00000000000000000000;;Rellingen;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;;;{754F1DFC-0ACC-4429-A8EF-9D377A502704};{00000000-0000-0000-0000-000000000000};K00194;;21.02.2020 00:00:00;21.02.2020 20:45:00;;A-01;;Nilfisk Advance AG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;25462;NORDEA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;NILFISK;93;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3DF13
;;07572/602-167;;;;K00202;136895;;07572/602 173;;;;;0;0;;;Industriestr. 8-12;0;KRED;0;0;0,00000000000000000000;;Scheer;0;Fr. Löw;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;vertrieb.nord@spaeh.de;;;IL;;;www.spaeh.de;;{1C046F70-518D-4919-B64B-08B1F7F64E65};{00000000-0000-0000-0000-000000000000};K00202;;25.02.2021 00:00:00;25.02.2021 13:06:33;;B-01;Dichtungsfabriken;Karl Späh GmbH & Co. KG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;72516;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;SPÄH;93;;0;;0;;;IL;IL;0;0;0;;;0;0000000056FEC5D2
;;0911/9348960;;;;K00203;27004;;0911/93489-23;;;622 437;;0;0;;;Kleinreuther Weg 89;0;KRED;0;0;0,00000000000000000000;;Nürnberg;0;Fr. Schuler;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;mw@joseph-mueller.de;;;IL;;;www.joseph-mueller.de;;{DED1002E-ADC4-4BEE-97C3-E9D47054974E};{00000000-0000-0000-0000-000000000000};K00203;;21.02.2020 00:00:00;21.02.2020 20:45:00;;A-01;Press- und Spritzgusswerk KG;Joseph Müller GmbH & Co;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};6030021403;{7FB61C1C-9272-4A15-A162-B39C02D134F7};;90408;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;JOSEPH MÜLLER;16;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3DF22
