lieferzeile_no,order_no,buy_from_city,buy_from_post_code,buy_from_vendor_name,location_code,order_date,original_date,posting_date,promised_receipt_date,quantity_invoiced,quantity,really_receipt_datetime,requested_receipt_date
17000108,EB19/3538,Herzogenaurach,91074,Erhard Fröhlich GmbH,B-01,2019-11-15,2020-10-01,2020-01-21,2020-10-01,5000,5000,1753-01-01,2020-10-01
M0000009,EB20/0091,Kornwestheim,70806,Air Liquide Deutschland GmbH,A-01,2020-01-20,2020-01-21,2020-01-21,2020-01-21,1,1,2020-01-20,2020-01-21
22001649,EB19/3946,Schnelldorf,91625,Rene Schwab,A-01,2019-12-19,2020-01-21,2020-01-20,2020-01-21,24000,24000,2020-01-19,2020-01-21
19600067,EB19/3921,Berlin,10969,Gebr. Geisler GmbH,A-01,2020-01-17,2020-01-17,2020-01-20,2020-01-17,85000,85000,2020-01-19,2020-01-17
17200120,EB19/3857,Heroldsberg,90562,Walter Schön GmbH,A-01,2019-12-13,2020-01-31,2020-01-20,2020-01-31,21000,21000,2020-01-19,2020-01-24
28003127,EB19/3275,Heroldsberg,90562,Walter Schön GmbH,A-01,2019-10-23,2020-01-24,2020-01-20,2020-01-24,20000,20000,2020-01-19,2020-10-01
28004304,EB19/3275,Heroldsberg,90562,Walter Schön GmbH,A-01,2019-10-23,2020-01-24,2020-01-20,2020-01-24,10000,10000,2020-01-19,2020-10-01
29300313,EB19/3275,Heroldsberg,90562,Walter Schön GmbH,A-01,2019-10-23,2020-01-31,2020-01-20,2020-01-31,3000,3000,2020-01-19,2020-01-31
29301259,EB19/3275,Heroldsberg,90562,Walter Schön GmbH,A-01,2019-10-23,2020-01-24,2020-01-20,2020-01-24,4000,4000,2020-01-19,2020-10-01
29301270,EB19/3275,Heroldsberg,90562,Walter Schön GmbH,A-01,2019-10-23,2020-01-24,2020-01-20,2020-01-24,4000,4000,2020-01-19,2020-10-01
D44000001,EB19/3695,Karlsruhe,76225,Robert Bosch GmbH,A-01,2019-11-12,2019-11-12,2020-01-20,1753-01-01,10,10,2020-01-19,2019-11-12
MV00491533,EB19/0935,Schramberg,78713,Hugo Kern und Liebers GmbH,B-01,2019-11-20,2020-01-24,2020-01-22,2020-01-24,20200,20200,1753-01-01,2020-01-24
22000567,EB19/2171,Schwäbisch-Gmünd,73525,Hörnlein Umformtechnik GmbH,B-01,2019-06-28,2022-02-02,2020-01-22,2022-02-02,861,861,1753-01-01,2019-10-25
18200831,EB19/3665,Bad Driburg,33014,INTEG GmbH,A-01,2019-11-25,2020-01-17,2020-01-20,2020-01-17,2000,2000,2020-01-19,2020-01-17
17000155,EB19/1744,Unterensingen,72669,ST Stanztechnik GmbH,B-01,2019-05-06,2020-01-23,2020-01-22,2020-10-01,4000,4000,1753-01-01,2020-10-01
D410214063,EB19/3772,Bünde,32257,BOPLA Gehäuse Systeme GmbH,A-01,2020-01-17,2020-01-22,2020-01-22,2020-01-22,250,250,2020-01-21,2020-01-17
OE00300969,EB19/3338,Mindelheim,87719,Charlotte Baur,A-01,2020-10-31,2020-01-22,2020-01-21,2020-01-22,700,700,2020-01-20,2020-01-22
18200836,EB19/3886,Bad Driburg,33014,INTEG GmbH,A-01,2019-12-16,2020-01-24,2020-01-22,2020-01-24,100,100,2020-01-21,2020-01-24
HDE0H11023,EB19/0255,Bamberg,96052,Robert Bosch GmbH,A-01,2020-01-17,2020-01-17,2020-01-20,2020-01-17,3360,3360,2020-01-19,2020-01-17
HDE0H17008,EB19/0252,Bamberg,96052,Robert Bosch GmbH,A-01,2020-01-17,2020-01-17,2020-01-20,2020-01-17,6912,6912,2020-01-19,2020-01-17
HDE0001158,EB19/0258,Bamberg,96052,Robert Bosch GmbH,A-01,2020-01-17,2020-01-17,2020-01-20,2020-01-17,1500,1500,2020-01-19,2020-01-17
HDE0210815,EB19/3347,Stuttgart,70565,Trelleborg Sealing Solutions,A-01,2019-10-31,2020-01-24,2020-01-13,2020-01-24,20000,20000,2020-12-01,2020-01-24
18000044,EB20/0044,Großpostwitz,02692,miunske GmbH,A-01,2020-01-13,2020-01-22,2020-01-23,2020-01-22,3000,3000,2020-01-21,2020-01-22
HDE0001156,EB19/0260,Bamberg,96052,Robert Bosch GmbH,A-01,2020-01-17,2020-01-17,2020-01-20,2020-01-17,1500,1500,2020-01-22,2020-01-17
HDE0001152,EB19/0257,Bamberg,96052,Robert Bosch GmbH,A-01,2020-01-17,2020-01-17,2020-01-20,2020-01-17,1500,1500,2020-01-22,2020-01-17
24000019,EB19/3027,Weidenberg,95464,Röchling Precision Components,B-01,2019-09-24,2020-01-24,2020-01-23,2020-01-24,3000,3000,1753-01-01,2020-01-23
M0000009,EB20/0115,Kornwestheim,70806,Air Liquide Deutschland GmbH,A-01,2020-01-22,2020-09-01,2020-01-23,2020-01-23,1,1,2020-01-22,2020-01-23
11000040,EB19/3821,Kitzingen,97318,Erich Rothe GmbH & Co KG,A-01,2019-12-12,2020-01-24,2020-01-23,2020-01-24,480,480,2020-01-22,2020-01-24
HDE0700479,EB19/3654,Isernhagen,30916,Nordpack GmbH,A-01,2019-11-25,2020-01-24,2020-01-23,2020-01-24,5200,5200,2020-01-22,2020-01-24
05920105,EB19/3822,Frankenthal,67227,CMC Klebetechnik GmbH,A-01,2020-12-12,2020-01-23,2020-01-23,2020-01-23,150,150,1753-01-01,2020-01-23
17000225,EB19/3863,Schrobenhausen,86529,M+ S Damerius GmbH & Co. KG,B-01,2019-12-13,2022-02-02,2020-01-23,2022-02-02,5170,5170,1753-01-01,2020-01-29
01078344,EB19/3957,Reichshof - Eckenhagen,51574,Elektrisola GmbH & Co. KG,A-01,2020-01-14,2022-02-02,2020-01-24,2020-01-22,22,22,2020-01-22,2020-01-21
HDE0H26001,EB19/3430,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2019-06-11,2020-01-17,2020-01-24,2020-01-17,3136,3136,2020-01-22,2020-01-17
HDE0430752,EB19/3348,Oberursel,61440,Weppler Filter GmbH,A-01,2019-10-31,2020-01-24,2020-01-24,2020-01-24,5000,5000,2020-01-22,2020-01-24
DKG0310071,EB19/2915,Taufkirchen,82024,Bourns Sensors GmbH,B-01,2019-11-09,2020-01-24,2020-01-24,2020-01-24,2500,2500,1753-01-01,2020-01-24
27601550,EB19/3310,Wildeshausen,27779,Grashorn & Co GmbH,A-01,2019-10-29,2020-01-24,2020-01-24,2020-01-24,15000,15000,2020-01-22,2020-01-24
24000010,EB19/3675,Oberursel,61440,Weppler Filter GmbH,B-01,2019-11-26,2020-01-24,2020-01-24,2020-01-24,3000,3000,1753-01-01,2020-01-24
26001012,EB19/3333,Holzminden,37603,Dr. Theodor Stiebel,A-01,2019-10-30,2020-01-24,2020-01-24,2020-01-24,1056,1056,2020-01-22,2020-01-24
PVP0405439,EB19/3742,Steinenbronn,71144,Telegärtner Kunststofftechnik,A-01,2019-03-12,2020-01-24,2020-01-24,2020-01-24,20000,20000,2020-01-22,2020-10-01
PVP0405439,EB19/3318,Steinenbronn,71144,Telegärtner Kunststofftechnik,A-01,2019-10-29,2020-01-24,2020-01-24,2020-01-24,10000,10000,2020-01-22,2019-11-29
PVP0405439,EB19/3742,Steinenbronn,71144,Telegärtner Kunststofftechnik,A-01,2019-03-12,2020-01-31,2020-01-24,2020-01-31,20000,20000,2020-01-22,2020-01-24
PVP0405439,EB19/3318,Steinenbronn,71144,Telegärtner Kunststofftechnik,A-01,2020-01-23,2020-01-31,2020-01-24,2020-01-23,10000,10000,2020-01-22,2020-01-23
HDE0610275,EB19/3655,Selb,95100,H. & M. Fraas,A-01,2020-01-23,2020-01-23,2020-01-24,2020-01-23,10000,10000,2020-01-22,2020-01-23
18000038,EB19/3952,Großpostwitz,02692,miunske GmbH,A-01,2020-01-23,2020-01-23,2020-01-24,2020-01-23,1000,1000,2020-01-22,2020-01-23
18000040,EB19/3952,Großpostwitz,02692,miunske GmbH,A-01,2020-02-01,2020-01-23,2020-01-24,2020-01-23,3000,3000,2020-01-22,2020-01-23
HDE0H04002,EB19/3650,Weißenstadt,95163,Raithel & Co. GmbH,A-01,2020-01-23,2020-01-23,2020-01-24,2020-01-23,25000,25000,2020-01-22,2020-01-23
M20020350,EB20/0052,Bad Rappenau,74906,XIFA Kunststoffvertrieb GmbH,B-01,2020-01-24,2020-01-24,2020-01-24,2020-01-24,25,25,1753-01-01,2020-01-24
17000170,EB19/3370,Geldern,47608,Vulkanfiber-Fabrik,B-01,2019-01-11,2019-12-20,2020-01-24,2019-12-20,2404,2404,1753-01-01,2019-12-20
17000171,EB19/3370,Geldern,47608,Vulkanfiber-Fabrik,B-01,2019-01-11,2019-12-20,2020-01-24,2019-12-20,2408,2408,1753-01-01,2019-12-20
17000181,EB19/3370,Geldern,47608,Vulkanfiber-Fabrik,B-01,2019-01-11,2020-10-01,2020-01-24,2020-10-01,1234,1234,1753-01-01,2020-10-01
17000190,EB19/1753,Unterensingen,72669,ST Stanztechnik GmbH,B-01,2019-05-06,2020-01-22,2020-01-24,2020-10-01,1000,1000,1753-01-01,2020-10-01
RA00000340,EB20/0059,Selb,95100,Rausch & Pausch GmbH,A-01,2020-02-01,2020-01-24,2020-01-24,2020-01-24,2304,2304,2020-01-23,2020-01-22
HDE0H19002,EB19/0253,Bamberg,96052,Robert Bosch GmbH,A-01,2020-01-24,2020-01-24,2020-01-24,2020-01-24,36288,36288,2020-01-23,2020-01-24
RA00000360,EB20/0059,Selb,95100,Rausch & Pausch GmbH,A-01,2020-02-01,2020-01-24,2020-01-24,2020-01-24,30000,30000,2020-01-23,2020-01-22
RA00000780,EB20/0059,Selb,95100,Rausch & Pausch GmbH,A-01,2020-02-01,2022-02-02,2020-01-24,2022-02-02,1596,1596,2020-01-23,2020-01-22
RA00000245,EB19/3711,Selb,95100,Rausch & Pausch GmbH,A-01,2019-11-28,2022-02-02,2020-01-24,2020-01-24,928,928,2020-01-23,2019-12-13
RA00000245,EB20/0059,Selb,95100,Rausch & Pausch GmbH,A-01,2020-01-15,2020-04-02,2020-01-24,1753-01-01,260,260,2020-01-23,1753-01-01
DR90520255,EB20/0041,Oranienburg,16515,SURFACED GmbH,B-01,2020-10-01,2020-01-29,2020-01-28,1753-01-01,2000,2000,1753-01-01,2020-01-24
DR90326032,EB20/0042,Oranienburg,16515,SURFACED GmbH,B-01,2020-06-01,2022-02-02,2020-01-27,2020-01-24,1633,1633,1753-01-01,2020-01-24
M0000141,EB20/0129,Berlin,12099,CVB Albert Carl GmbH & Co KG,B-01,2020-01-13,2020-01-31,2020-01-27,2020-01-31,500,500,1753-01-01,2020-01-31
HDE0H11032,EB19/0259,Bamberg,96052,Robert Bosch GmbH,A-01,2020-01-24,2020-01-24,2020-01-24,2020-01-24,3360,3360,2020-01-14,2020-01-24
HDE0001156,EB19/0260,Bamberg,96052,Robert Bosch GmbH,A-01,2020-01-24,2020-01-24,2020-01-24,2020-01-24,1500,1500,2020-01-26,2020-01-24
19600095,EB19/3922,Berlin,10969,Gebr. Geisler GmbH,A-01,2020-01-24,2020-01-24,2020-01-24,2020-01-24,102800,102800,2020-01-26,2020-01-24
39403559,EB20/0043,Teltow,14513,Teltower Diakon. Werkstätten,A-01,2020-01-13,2020-01-27,2020-01-27,2020-01-27,500,500,2020-01-26,2020-01-27
O3 4-1393565-3,EB20/0043,Teltow,14513,Teltower Diakon. Werkstätten,A-01,2020-01-13,2020-01-27,2020-01-27,2020-01-27,210,210,2020-01-26,2020-01-27
O3 3-1393565-4,EB20/0043,Teltow,14513,Teltower Diakon. Werkstätten,A-01,2020-01-13,2020-01-27,2020-01-27,2020-01-27,200,200,2020-01-26,2020-01-27
39403559,EB20/0090,Teltow,14513,Teltower Diakon. Werkstätten,A-01,2019-12-17,2020-01-31,2020-01-27,2020-01-31,500,500,2020-01-26,2020-01-31
29300357,EB20/0090,Teltow,14513,Teltower Diakon. Werkstätten,A-01,2020-02-01,2020-01-31,2020-01-27,2020-01-31,1000,1000,2020-01-26,2020-01-31
M20020287,EB20/0100,Berlin,12099,NOVAPAX - Kunststofftechnik,B-01,2020-07-01,2020-01-27,2020-01-27,2020-01-27,5,5,1753-01-01,2020-01-27
HDE0001158,EB19/0258,Bamberg,96052,Robert Bosch GmbH,A-01,2020-01-24,2020-01-24,2020-01-27,2020-01-24,1500,1500,2020-01-26,2020-01-24
BI00220291,EB19/3083,Murten,CH-3280,Johnson Electric,B-01,2020-01-31,2020-01-31,2020-01-27,2020-01-31,720,720,1753-01-01,2020-01-31
M20020281,EB20/0100,Berlin,12099,NOVAPAX - Kunststofftechnik,B-01,2020-07-01,2020-01-27,2020-01-27,2020-01-27,200,200,1753-01-01,2020-01-27
M20020270,EB20/0101,Berlin,12099,NOVAPAX - Kunststofftechnik,B-01,2020-01-16,2020-01-27,2020-01-27,2020-01-27,300,300,1753-01-01,2020-01-27
02271822,EB19/1512,Berlin,14167,Diehl Metal Applications GmbH,A-01,2019-08-02,2020-01-24,2020-01-24,2020-01-24,15,15,2020-01-26,2020-01-24
17000140,EB19/3375,Lenzkirch,79853,Mesa Parts GmbH,B-01,2019-01-11,2020-01-30,2020-01-28,2020-01-29,1170,1170,1753-01-01,2020-01-29
HDE0900274,EB19/3658,Zweibrücken,66482,K.S.Kunststoff Innovation GmbH,A-01,2019-11-25,2020-01-24,2020-01-27,2020-01-24,10000,10000,2020-01-27,2020-01-24
HDE0H22013,EB19/2743,Kronach,96317,Horst Scholz GmbH & Co. KG,A-01,2019-08-21,2020-01-24,2020-01-27,2020-01-24,10000,10000,2020-01-27,2020-01-24
HDE0H22021,EB19/2744,Kronach,96317,Horst Scholz GmbH & Co. KG,A-01,2019-08-21,2020-01-24,2020-01-27,2020-01-24,10000,10000,2020-01-27,2020-01-24
HDE0H22012,EB19/2742,Kronach,96317,Horst Scholz GmbH & Co. KG,A-01,2020-08-21,2020-01-31,2020-01-27,2020-01-31,1040,1040,2020-01-27,2020-01-31
HDE0H22012,EB19/2742,Kronach,96317,Horst Scholz GmbH & Co. KG,A-01,2020-08-21,2020-01-31,2020-01-27,2020-01-31,740,740,2020-01-27,2020-01-31
RA00000380,EB20/0177,Selb,95100,Rausch & Pausch GmbH,A-01,2020-07-01,2020-01-28,2020-01-28,2020-01-28,26100,26100,2020-01-19,2020-01-28
M0000009,EB20/0161,Kornwestheim,70806,Air Liquide Deutschland GmbH,A-01,2020-01-27,2020-09-01,2020-01-28,2020-01-28,1,1,2020-01-27,2020-01-28
MV00491617,EB19/3392,Engstingen,72829,Schwerdtle-Federn GmbH,B-01,2019-04-11,2020-01-29,2020-01-28,2020-01-29,25200,25200,1753-01-01,2020-01-29
KS00520734-1,EB20/0089,Ebersbach,73061,Bodycote,B-01,2020-07-01,2022-02-02,2020-01-28,2022-02-02,600,600,1753-01-01,2020-05-02
17000190,EB19/1753,Unterensingen,72669,ST Stanztechnik GmbH,B-01,2019-05-06,2020-01-22,2020-01-28,2020-10-01,500,500,1753-01-01,2020-10-01
17000191,EB19/1754,Unterensingen,72669,ST Stanztechnik GmbH,B-01,2019-05-06,2020-01-27,2020-01-28,2020-10-01,2000,2000,1753-01-01,2020-10-01
KP0026M934,EB20/0097,Stuttgart,70153,Einzelkreditor Inland,A-01,2020-01-20,2020-01-29,2020-01-28,1753-01-01,5000,5000,2020-01-26,1753-01-01
KP00H0M658,EB20/0097,Stuttgart,70153,Einzelkreditor Inland,A-01,2020-01-20,2020-01-29,2020-01-28,1753-01-01,2000,2000,2020-01-26,1753-01-01
29200389,EB19/3770,Berlin,14167,Diehl Metal Applications GmbH,A-01,2020-07-01,2020-01-24,2020-01-28,2020-01-24,10806,10806,2020-01-23,2020-01-24
27602381,EB19/2961,Salzweg,94121,Electrovac Hacht & Huber GmbH,A-01,2019-09-13,2020-01-24,2020-01-28,2020-01-24,1057,1057,2020-01-26,2020-01-24
17000219,EB19/1759,Unterensingen,72669,ST Stanztechnik GmbH,B-01,2019-05-06,2020-03-02,2020-01-29,2020-10-01,10000,10000,1753-01-01,2020-10-01
90401313,EB20/0090,Teltow,14513,Teltower Diakon. Werkstätten,A-01,2020-08-01,2020-01-31,2020-01-27,2020-01-29,2000,2000,2020-01-28,2020-01-29
00343013,EB19/3500,Zhejiang (China),CN-311201,X-MAG  INC.,A-01,2019-06-11,2020-01-29,2020-01-29,2020-01-29,250000,250000,1753-01-01,2020-01-29
17000141,EB19/3641,Egesheim,78592,Gebrüder Dreher,B-01,2019-11-22,2020-01-24,2020-01-29,2020-01-24,1000,1000,1753-01-01,2020-01-17
DMR0000013,EB19/0229,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2019-11-21,2020-01-24,2020-01-29,2020-01-24,60000,60000,2020-01-28,2020-01-24
22000731,EB19/3739,Scheer,72516,Karl Späh GmbH & Co. KG,B-01,2019-12-19,2020-01-30,2020-01-29,2020-01-29,11100,11100,1753-01-01,2020-01-24
KS00525709-1,EB20/0017,Berlin,12355,Kuhle Industrie-Galvanik GmbH,B-01,2020-06-01,2020-01-29,2020-01-30,2020-01-29,300,300,1753-01-01,2020-01-24
M0000009,EB20/0188,Kornwestheim,70806,Air Liquide Deutschland GmbH,A-01,2020-01-29,2020-09-01,2020-01-30,2020-01-30,1,1,2020-01-29,2020-01-30
KS00520726-1,EB20/0064,Berlin,12355,Kuhle Industrie-Galvanik GmbH,B-01,2020-01-20,2020-07-02,2020-01-30,2020-07-02,600,600,1753-01-01,2020-07-02
KS00525009-1,EB19/3938,Berlin,12355,Kuhle Industrie-Galvanik GmbH,B-01,2020-01-24,2020-01-24,2020-01-30,2020-01-24,600,600,1753-01-01,2020-01-24
KS90520741,EB20/0092,Oranienburg,16515,SURFACED GmbH,B-01,2020-01-16,2020-05-02,2020-01-30,1753-01-01,500,500,1753-01-01,2020-05-02
17001018,EB19/3533,Egesheim,78592,Gebrüder Dreher,B-01,2019-11-15,2020-01-29,2020-01-30,2020-01-29,1500,1500,1753-01-01,2020-01-29
KS00525788-1,EB20/0087,Ebersbach,73061,Bodycote,B-01,2020-07-01,2020-07-02,2020-01-30,2020-07-02,500,500,1753-01-01,2020-07-02
KS00525769-1,EB20/0106,Ebersbach,73061,Bodycote,B-01,2020-01-17,2020-07-02,2020-01-30,2020-07-02,499,499,1753-01-01,2020-07-02
01062684,EB19/3953,Reichshof - Eckenhagen,51574,Elektrisola GmbH & Co. KG,A-01,2020-02-01,2020-01-30,2020-01-31,2020-01-30,103,103,2020-01-29,2020-01-30
01061585,EB19/3953,Reichshof - Eckenhagen,51574,Elektrisola GmbH & Co. KG,A-01,2020-01-30,2020-01-30,2020-01-31,2020-01-30,61,61,2020-01-29,2020-01-30
DR01060001,EB19/3953,Reichshof - Eckenhagen,51574,Elektrisola GmbH & Co. KG,A-01,2020-01-30,2020-01-30,2020-01-31,2020-01-30,100,100,2020-01-29,2020-01-30
18000044,EB20/0077,Großpostwitz,02692,miunske GmbH,A-01,2020-09-01,2020-01-30,2020-01-31,2020-01-30,3000,3000,2020-01-29,2020-01-30
18000028,EB19/3664,Karben,61184,SHC GmbH,A-01,2019-11-28,2020-01-30,2020-01-31,2020-01-30,1000,1000,2020-01-29,2020-01-30
18200833,EB19/3667,Bad Driburg,33014,INTEG GmbH,A-01,2019-02-21,2020-01-30,2020-01-31,2020-01-30,1000,1000,2020-01-29,2020-01-30
HDE0H05003,EB19/3347,Stuttgart,70565,Trelleborg Sealing Solutions,A-01,2020-01-30,2020-01-31,2020-01-30,2020-01-30,20000,20000,2020-01-29,2020-01-30
24000014,EB19/3403,Weißenstadt,95163,Raithel & Co. GmbH,B-01,2019-04-11,2020-03-02,2020-01-31,2020-03-02,4000,4000,1753-01-01,2020-03-02
BI00329005,EB19/3604,Jihlava,CZ  -  58626,Swoboda CZ s.r.o.,B-01,2020-05-02,2020-05-02,2020-01-31,2020-05-02,5000,5000,1753-01-01,2020-05-02
17000038,EB19/3873,München,80687,Mouser Electronics,B-01,2019-12-13,2020-03-02,2020-01-31,2020-03-02,4000,4000,1753-01-01,2020-03-02
KS90355001,EB20/0139,Oranienburg,16515,SURFACED GmbH,B-01,2020-10-01,2020-01-30,2020-01-31,1753-01-01,8500,8500,1753-01-01,2020-01-30
MV00491619,EB19/2533,Velbert,42551,Heismann Drehtechnik,B-01,2019-10-31,2020-01-24,2020-01-31,2020-01-24,8704,8704,1753-01-01,2020-01-24
29301259,EB19/3838,Heroldsberg,90562,Walter Schön GmbH,A-01,2019-12-20,2020-01-31,2020-03-02,2020-01-31,4000,4000,1753-01-01,2020-01-31
29301270,EB19/3838,Heroldsberg,90562,Walter Schön GmbH,A-01,2019-12-20,2020-01-31,2020-03-02,2020-01-31,4000,4000,1753-01-01,2020-01-31
MV00491934,EB20/0099,Velbert,42551,Heismann Drehtechnik,B-01,2019-11-11,2020-03-02,2020-03-02,2020-03-02,1600,1600,1753-01-01,2020-03-02
22000882,EB19/3936,Grünhain - Beierfeld,08344,OF Stanz- und Dichtungstechnik,B-01,2019-12-19,2020-03-02,2020-03-02,2020-01-31,10000,10000,1753-01-01,2020-01-31
DA00326037,EB19/3410,Bretten,75015,Klumpp GmbH & Co. KG,B-01,2019-05-11,2020-05-02,2020-03-02,2020-05-02,2100,2100,1753-01-01,2020-05-02
29201423,EB19/3840,Neuhausen/Enzkreis,75242,Adam Bornbaum GmbH,A-01,2020-01-31,2020-01-31,2020-03-02,2020-01-31,4000,4000,2020-01-30,2020-01-31
18201251,EB19/3668,Neunkirchen,91077,SKP Technik GmbH,A-01,2019-11-25,2020-01-31,2020-03-02,2020-01-31,1760,1760,2020-01-30,2020-01-31
HDE0H03347,EB19/3941,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2019-12-19,2020-01-31,2020-03-02,2020-01-31,800,800,2020-01-30,2020-01-31
DMR0000021,EB19/3614,Offenbach,63019,Bodo Möller Chemie GmbH,A-01,2019-12-27,2020-01-31,2020-03-02,2020-01-31,9,9,2020-01-30,2020-01-31
HDE0H03448,EB19/3941,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2019-12-19,2020-01-31,2020-03-02,2020-01-31,1280,1280,2020-01-30,2020-01-31
HDE0H03445,EB19/3941,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2019-12-19,2020-01-31,2020-03-02,2020-01-31,322,322,2020-01-30,2020-01-31
17000218,EB19/3872,Berlin,13088,AMZ Weissenseer,B-01,2019-12-13,2020-03-02,2020-03-02,2020-03-02,2772,2772,1753-01-01,2020-03-02
17000163,EB19/1749,Unterensingen,72669,ST Stanztechnik GmbH,B-01,2019-05-06,2020-01-29,2020-03-02,2020-10-01,1000,1000,1753-01-01,2020-10-01
DMR0000014,EB19/0230,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2019-11-21,2020-03-02,2020-03-02,2020-03-02,2700,2700,1753-01-01,2019-12-13
TF00000005,EB20/0112,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2020-01-22,2020-01-31,2020-03-02,2020-01-31,250000,250000,1753-01-01,2020-01-31
HDE0H11032,EB19/0259,Bamberg,96052,Robert Bosch GmbH,A-01,2020-01-31,2020-01-31,2020-03-02,2020-01-31,3360,3360,2020-01-30,2020-01-31
KS00520725,EB19/2972,Schwäbisch-Gmünd,73525,Hörnlein Umformtechnik GmbH,B-01,2019-09-16,2020-07-02,2020-03-02,2020-07-02,1404,1404,1753-01-01,2020-07-02
24000005,EB19/3508,Epfendorf,78736,Ätztechnik Herz GmbH & Co KG,B-01,2019-11-13,2020-05-02,2020-03-02,2020-05-02,3136,3136,1753-01-01,2020-05-02
17000206,EB19/3548,Egesheim,78592,Gebrüder Dreher,B-01,2019-11-15,2020-01-31,2020-03-02,2020-01-31,1107,1107,1753-01-01,2020-02-21
17000105,EB19/3541,Reutlingen,72764,Kaizhong Vogt GmbH,B-01,2019-11-15,2020-01-31,2020-04-02,2020-01-31,10000,10000,1753-01-01,2020-10-01
M0000004,EB20/0214,Kornwestheim,70806,Air Liquide Deutschland GmbH,B-01,2020-01-27,2020-03-02,2020-04-02,2020-03-02,1,1,1753-01-01,2020-03-02
M0000002,EB20/0214,Kornwestheim,70806,Air Liquide Deutschland GmbH,B-01,2020-01-27,2020-03-02,2020-04-02,2020-03-02,1,1,1753-01-01,2020-03-02
M0000001,EB20/0214,Kornwestheim,70806,Air Liquide Deutschland GmbH,B-01,2020-01-27,2020-03-02,2020-04-02,2020-03-02,1,1,1753-01-01,2020-03-02
DA00210063,EB20/0086,Nürnberg,90441,Robert Bosch GmbH,B-01,2020-02-14,2022-02-02,2020-04-02,2022-02-02,500,500,1753-01-01,2020-02-14
TF00000002,EB20/0111,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2020-01-22,2020-03-02,2020-04-02,2020-03-02,198600,198600,2020-03-02,2020-01-31
17200125,EB20/0006,Berlin,14167,Diehl Metal Applications GmbH,A-01,2019-12-30,2020-03-02,2020-04-02,2020-03-02,20265,20265,2020-02-02,2020-03-02
17200132,EB19/3799,Berlin,14167,Diehl Metal Applications GmbH,A-01,2019-12-30,2020-03-02,2020-04-02,2020-03-02,18530,18530,2020-02-02,2020-03-02
90082808,EB20/0026,Berlin,14167,Diehl Metal Applications GmbH,A-01,2020-01-20,2020-03-02,2020-04-02,2020-03-02,3100,3100,2020-02-02,2020-03-02
KU00022240-1,EB20/0039,Berlin,14167,Diehl Metal Applications GmbH,A-01,2019-12-30,2020-03-02,2020-01-16,2020-03-02,963,963,2020-02-02,2020-03-02
M0000005,EB20/0205,Kornwestheim,70806,Air Liquide Deutschland GmbH,A-01,2020-01-30,2020-04-02,2020-04-02,2020-04-02,1,1,2020-03-02,2020-04-02
M0000009,EB20/0228,Kornwestheim,70806,Air Liquide Deutschland GmbH,A-01,2020-03-02,2020-04-02,2020-04-02,2020-04-02,1,1,2020-03-02,2020-04-02
HDE0719189,EB19/3947,Isernhagen,30916,Nordpack GmbH,A-01,2020-03-02,2020-03-02,2020-04-02,2020-03-02,5000,5000,2020-02-02,2020-03-02
TF00000006,EB19/3900,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2019-12-16,2020-10-01,2020-03-02,2020-10-01,54,54,1753-01-01,2020-10-01
DMR0000003,EB20/0190,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2019-11-25,2020-01-31,2020-04-02,2020-01-31,64000,64000,1753-01-01,2020-01-31
29301039,EB19/3839,Sunder/Amecke,59846,Kaiser & Waltermann GmbH,A-01,2019-12-13,2020-01-31,2020-04-02,2020-01-31,10000,10000,1753-01-01,2020-01-31
KU00057378,EB19/3738,Berlin,13437,Höttges,A-01,2019-03-12,2020-01-17,2020-04-02,2020-01-17,1600,1600,2020-02-02,2020-01-17
D410114063,EB19/3769,Neunkirchen,91077,SKP Technik GmbH,A-PROD,2020-03-02,2020-03-02,2020-05-02,2020-03-02,75,75,2020-02-02,2020-03-02
TF00000009,EB19/0698,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2019-12-19,2020-01-28,2020-05-02,2020-01-28,400,400,1753-01-01,2020-01-17
RB00402263,EB19/3960,Kressberg-Marktlustenau,74594,KE Elektronik GmbH,B-01,2019-12-20,2020-10-02,2020-05-02,2020-10-02,25,25,1753-01-01,2020-02-15
RS00447897,EB20/0075,Karlsruhe,76227,Robert Bosch GmbH,B-01,2020-01-16,2022-02-02,2020-05-02,2020-05-02,10000,10000,1753-01-01,2020-02-14
MV00491533,EB19/0935,Schramberg,78713,Hugo Kern und Liebers GmbH,B-01,2019-11-20,2020-01-24,2020-05-02,2020-01-24,9800,9800,1753-01-01,2020-01-24
MV00491533,EB19/3439,Schramberg,78713,Hugo Kern und Liebers GmbH,B-01,2019-06-11,2020-04-03,2020-05-02,2020-04-03,2200,2200,1753-01-01,2020-04-03
