vendor_no,vendor_name,order_no,delivery_no,city,postcode,country,longitude,latitude,expected_date,order_date,posting_date,promised_date,requested_date,delivery_date,region,days_variance,otd_ld
K04386,Diehl Metal Applications GmbH,EB19/0294,18004656,Berlin,14167,Germany,13.2796062383123,52.4232104487911,2020-10-02,2020-06-01,2020-11-02,2020-10-02,2020-10-02,2020-09-02,Germany,30,On-Time Delivery
K04403,Metrofunk Kabel-Union GmbH,EB20/0272,KP00001096,Berlin,12165,Germany,13.317369813824,52.4576665391264,2020-11-02,2020-04-02,2020-11-02,2020-11-02,2020-11-02,2020-10-02,Germany,31,On-Time Delivery
K04403,Metrofunk Kabel-Union GmbH,EB20/0272,KP00001097,Berlin,12165,Germany,13.317369813824,52.4576665391264,2020-11-02,2020-05-02,2020-11-02,2020-11-02,2020-12-02,2020-10-02,Germany,31,On-Time Delivery
K04403,Metrofunk Kabel-Union GmbH,EB20/0272,KP00001098,Berlin,12165,Germany,13.317369813824,52.4576665391264,2020-11-02,2020-05-02,2020-11-02,2020-11-02,2020-12-02,2020-10-02,Germany,31,On-Time Delivery
K04403,Metrofunk Kabel-Union GmbH,EB20/0272,KP00001101,Berlin,12165,Germany,13.317369813824,52.4576665391264,2020-11-02,2020-04-02,2020-11-02,2020-11-02,2020-11-02,2020-10-02,Germany,31,On-Time Delivery
K04403,Metrofunk Kabel-Union GmbH,EB20/0272,KP00001102,Berlin,12165,Germany,13.317369813824,52.4576665391264,2020-11-02,2020-04-02,2020-11-02,2020-11-02,2020-11-02,2020-10-02,Germany,31,On-Time Delivery
K04403,Metrofunk Kabel-Union GmbH,EB20/0272,KP00001103,Berlin,12165,Germany,13.317369813824,52.4576665391264,2020-11-02,2020-04-02,2020-11-02,2020-11-02,2020-11-02,2020-10-02,Germany,31,On-Time Delivery
K04403,Metrofunk Kabel-Union GmbH,EB20/0272,KP00001104,Berlin,12165,Germany,13.317369813824,52.4576665391264,2020-11-02,2020-04-02,2020-11-02,2020-11-02,2020-11-02,2020-10-02,Germany,31,On-Time Delivery
K04403,Metrofunk Kabel-Union GmbH,EB20/0272,KP00001105,Berlin,12165,Germany,13.317369813824,52.4576665391264,2020-11-02,2020-04-02,2020-11-02,2020-11-02,2020-11-02,2020-10-02,Germany,31,On-Time Delivery
K04403,Metrofunk Kabel-Union GmbH,EB20/0272,KP00001106,Berlin,12165,Germany,13.317369813824,52.4576665391264,2020-11-02,2020-04-02,2020-11-02,2020-11-02,2020-11-02,2020-10-02,Germany,31,On-Time Delivery
K04403,Metrofunk Kabel-Union GmbH,EB20/0272,KP00001107,Berlin,12165,Germany,13.317369813824,52.4576665391264,2020-11-02,2020-04-02,2020-11-02,2020-11-02,2020-11-02,2020-10-02,Germany,31,On-Time Delivery
K04403,Metrofunk Kabel-Union GmbH,EB20/0272,KP00001108,Berlin,12165,Germany,13.317369813824,52.4576665391264,2020-11-02,2020-04-02,2020-11-02,2020-11-02,2020-11-02,2020-10-02,Germany,31,On-Time Delivery
K04403,Metrofunk Kabel-Union GmbH,EB20/0272,KP00001109,Berlin,12165,Germany,13.317369813824,52.4576665391264,2020-11-02,2020-04-02,2020-11-02,2020-11-02,2020-11-02,2020-10-02,Germany,31,On-Time Delivery
K04403,Metrofunk Kabel-Union GmbH,EB20/0272,KP00001110,Berlin,12165,Germany,13.317369813824,52.4576665391264,2020-11-02,2020-04-02,2020-11-02,2020-11-02,2020-11-02,2020-10-02,Germany,31,On-Time Delivery
K04797,Rausch & Pausch GmbH,EB20/0167,RA00000320,Selb,95100,Germany,12.1406449046142,50.1604995169849,2022-02-02,2020-01-24,2020-11-02,2022-02-02,2020-07-02,2020-10-02,Germany,488,On-Time Delivery
K04797,Rausch & Pausch GmbH,EB20/0167,RA00000010,Selb,95100,Germany,12.1406449046142,50.1604995169849,2022-02-02,2020-01-24,2020-11-02,2022-02-02,2020-07-02,2020-09-02,Germany,518,On-Time Delivery
K04797,Rausch & Pausch GmbH,EB20/0167,RA00000290,Selb,95100,Germany,12.1406449046142,50.1604995169849,2022-02-02,2020-01-24,2020-11-02,2022-02-02,2020-07-02,2020-09-02,Germany,518,On-Time Delivery
K00074,Gebr. Geisler GmbH,EB19/3844,00469846,Berlin,10969,Germany,13.404576744008,52.5045966317146,2020-11-02,2020-01-21,2020-11-02,2020-11-02,2020-11-02,2020-10-02,Germany,31,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/0190,DMR0000003,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2020-06-04,2019-11-25,2020-12-02,2020-06-04,2020-01-31,2020-10-02,Germany,-120,Late Delivery
K04662,Inovan GmbH & Co. KG,EB19/3432,HDE0H47001,Stolberg,52224,Germany,6.28429433057372,50.7395612760178,2020-01-24,2019-06-11,2020-12-02,2020-01-24,2020-01-24,2020-11-02,Germany,-283,Late Delivery
K04662,Inovan GmbH & Co. KG,EB19/3350,HDE0499708,Stolberg,52224,Germany,6.28429433057372,50.7395612760178,2020-01-24,2019-10-31,2020-12-02,2020-01-24,2020-01-24,2020-11-02,Germany,-283,Late Delivery
K03088,CMC Klebetechnik GmbH,EB20/0088,05920105,Frankenthal,67227,Germany,8.36027793551444,49.5336303116603,2020-12-02,2020-01-17,2020-02-13,2020-12-02,2020-07-02,2020-11-02,Germany,30,On-Time Delivery
K00633,Teltower Diakon. Werkstätten,EB20/0159,39403559,Teltow,14513,Germany,13.2772322454355,52.3868799999217,2020-02-13,2020-01-16,2020-02-13,2020-02-13,2020-02-13,2020-12-02,Germany,-293,Late Delivery
K00633,Teltower Diakon. Werkstätten,EB20/0221,O3 2-1393565-2,Teltow,14513,Germany,13.2772322454355,52.3868799999217,2020-02-13,2020-01-30,2020-02-13,2020-02-13,2020-02-13,2020-12-02,Germany,-293,Late Delivery
K00633,Teltower Diakon. Werkstätten,EB20/0221,O3 3-1393565-9,Teltow,14513,Germany,13.2772322454355,52.3868799999217,2020-02-13,2020-02-01,2020-02-13,2020-02-13,2020-02-13,2020-12-02,Germany,-293,Late Delivery
K00633,Teltower Diakon. Werkstätten,EB20/0221,O3 4-1393565-4,Teltow,14513,Germany,13.2772322454355,52.3868799999217,2020-02-13,2020-01-30,2020-02-13,2020-02-13,2020-02-13,2020-12-02,Germany,-293,Late Delivery
K00633,Teltower Diakon. Werkstätten,EB20/0221,O3 1393583-6,Teltow,14513,Germany,13.2772322454355,52.3868799999217,2020-02-13,2020-01-30,2020-02-13,2020-02-13,2020-02-13,2020-12-02,Germany,-293,Late Delivery
K03216,Fischer GmbH & Co.KG,EB20/0255,S1 0-1412705-3,Sinsheim,74889,Germany,8.87924773613459,49.2391724639467,2020-02-13,2020-01-16,2020-02-13,2020-02-13,2020-02-13,2020-12-02,Germany,-293,Late Delivery
K03252,TE Connectivity Germany GmbH,EB20/0194,DMR0000010,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2020-02-13,2019-06-12,2020-02-13,2020-02-13,2020-02-13,2020-12-02,Germany,-293,Late Delivery
K04797,Rausch & Pausch GmbH,EB20/0210,RA00000305,Selb,95100,Germany,12.1406449046142,50.1604995169849,2020-02-13,2020-01-22,2020-02-14,2020-02-13,2020-05-02,2020-12-02,Germany,-293,Late Delivery
K00633,Teltower Diakon. Werkstätten,EB20/0221,O3 1-1393565-9,Teltow,14513,Germany,13.2772322454355,52.3868799999217,2020-02-14,2020-01-31,2020-02-14,2020-02-14,2020-02-14,2020-02-13,Germany,1,On-Time Delivery
K03393,Advantek GmbH,EB20/0165,11000037,Freiburg,79108,Germany,7.83171768355594,48.0413630513238,2020-02-14,2020-01-24,2020-02-14,2020-02-14,2020-02-14,2020-02-13,Germany,1,On-Time Delivery
K02791,fs Etiketten GmbH,EB19/3943,HDE0987731,Friesenheim,77948,Germany,7.89731570875932,48.377788765459,2020-02-14,2019-12-19,2020-02-14,2020-02-14,2020-02-14,2020-02-13,Germany,1,On-Time Delivery
K02938,Hans Hohl GmbH,EB19/3929,28035203,Sonsbeck,47665,Germany,6.37562199522843,51.6161642363312,2020-02-14,2019-12-20,2020-02-14,2020-02-14,2020-02-14,2020-02-13,Germany,1,On-Time Delivery
K04491,H. & M. Fraas,EB19/3949,HDE0610275,Selb,95100,Germany,12.1406449046142,50.1604995169849,2020-02-14,2019-12-19,2020-02-14,2020-02-14,2020-02-14,2020-02-13,Germany,1,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB19/3659,HDE0H26001,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2020-02-14,2019-11-25,2020-02-14,2020-02-14,2020-02-14,2020-02-13,Germany,1,On-Time Delivery
K04797,Rausch & Pausch GmbH,EB20/0167,RA00000245,Selb,95100,Germany,12.1406449046142,50.1604995169849,2020-02-18,2020-01-24,2020-02-17,2020-02-18,2020-07-02,2020-02-13,Germany,5,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0322,HDE0001152,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-02-14,2019-12-19,2020-02-17,2020-02-14,2020-02-14,2020-02-13,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0329,HDE0H11023,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-02-14,2019-12-19,2020-02-17,2020-02-14,2020-02-14,2020-02-13,Germany,1,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/0112,TF00000005,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2020-02-19,2020-01-31,2020-02-17,2020-02-19,2020-02-14,2020-02-16,Germany,3,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/0122,PH00000006,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2020-03-03,2020-01-23,2020-02-17,2020-03-03,2020-02-14,2020-02-16,Germany,16,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0333,HDE0H17015,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-02-14,2019-12-19,2020-02-17,2020-02-14,2020-02-14,2020-02-16,Germany,-2,Late Delivery
K03252,TE Connectivity Germany GmbH,EB20/0189,DMR0000001,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2020-02-18,2019-12-30,2020-02-18,2020-02-18,2020-02-18,2020-02-17,Germany,1,On-Time Delivery
K03068,Müller Präzision GmbH,EB20/0171,17200135,Cham,93413,Germany,12.6633788891433,49.208840150285,2020-02-18,2020-01-14,2020-02-18,2020-02-18,2020-02-18,2020-02-17,Germany,1,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/0354,DMR0000003,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2020-02-18,2019-12-13,2020-02-18,2020-02-18,2020-02-18,2020-02-16,Germany,2,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/0191,DMR0000004,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2020-02-18,2020-01-17,2020-02-18,2020-02-18,2020-02-21,2020-02-17,Germany,1,On-Time Delivery
K00043,Storopack,EB20/0168,S1 0-1485725-2,Wildau,15745,Germany,13.625892439976,52.3228356515324,2020-02-21,2020-01-27,2020-02-19,2020-02-21,2020-02-21,2020-02-18,Germany,3,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/0189,DMR0000001,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2020-02-19,2020-01-29,2020-02-18,2020-02-19,2020-02-19,2020-02-17,Germany,2,On-Time Delivery
K00951,Three Bond GmbH,EB20/0116,00980107,Düsseldorf,40549,Germany,6.71687407571635,51.234604923458,2020-02-20,2020-01-23,2020-02-20,2020-02-20,2020-02-20,2020-02-18,Germany,2,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/0195,DMR0000011,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2020-02-19,2020-01-29,2020-02-20,2020-02-19,2020-02-19,2020-02-19,Germany,0,On-Time Delivery
K02747,PRETTL GmbH,EB19/3651,HDE0H20006,Pfullingen,72793,Germany,9.21930540701823,48.4528374340342,2020-02-21,2019-11-25,2020-02-20,2020-02-21,2020-02-21,2020-02-19,Germany,2,On-Time Delivery
K00806,Erich Rothe GmbH & Co KG,EB20/0164,11000055,Kitzingen,97318,Germany,10.1359757427998,49.7472928372332,2020-02-21,2020-01-27,2020-02-20,2020-02-21,2020-02-21,2020-02-19,Germany,2,On-Time Delivery
K00967,SHC GmbH,EB19/3808,18000000,Karben,61184,Germany,8.76638154614189,50.2360498594055,2020-02-21,2019-12-12,2020-02-20,2020-02-21,2020-02-21,2020-02-19,Germany,2,On-Time Delivery
K00206,Kaiser & Waltermann GmbH,EB19/3839,28003325,Sunder/Amecke,59846,Germany,8.00446923438857,51.3128894759164,2020-02-21,2019-12-13,2020-02-20,2020-02-21,2020-02-21,2020-02-19,Germany,2,On-Time Delivery
K03665,INTEG GmbH,EB20/0119,18200836,Bad Driburg,33014,Germany,9.03938946669355,51.7264934967476,2022-02-02,2020-01-22,2020-02-20,2022-02-02,2020-02-21,2020-02-19,Germany,714,On-Time Delivery
K03665,INTEG GmbH,EB19/3809,18200831,Bad Driburg,33014,Germany,9.03938946669355,51.7264934967476,2020-02-21,2019-12-12,2020-02-20,2020-02-21,2020-02-21,2020-02-19,Germany,2,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB19/0230,DMR0000014,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2022-02-02,2019-11-21,2020-02-21,2022-02-02,2020-10-01,2020-02-20,Germany,713,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0328,HDE0001158,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-02-21,2019-12-19,2020-02-21,2020-02-21,2020-02-21,2020-02-20,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0322,HDE0001152,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-02-21,2019-12-19,2020-02-21,2020-02-21,2020-02-21,2020-02-20,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0333,HDE0H17015,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-02-21,2019-12-19,2020-02-17,2020-02-21,2020-02-21,2020-02-16,Germany,5,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0326,HDE0001156,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-02-21,2019-12-19,2020-02-21,2020-02-21,2020-02-21,2020-02-20,Germany,1,On-Time Delivery
K00168,Walter Schön GmbH,EB19/3838,28035390,Heroldsberg,90562,Germany,11.1156435940194,49.5422254083584,2020-02-21,2019-12-13,2020-02-21,2020-02-21,2020-02-21,2020-02-20,Germany,1,On-Time Delivery
K00168,Walter Schön GmbH,EB19/3838,28035687,Heroldsberg,90562,Germany,11.1156435940194,49.5422254083584,2020-02-21,2019-12-13,2020-02-21,2020-02-21,2020-02-21,2020-02-20,Germany,1,On-Time Delivery
K04370,Gubesch Thermoforming GmbH,EB19/3696,25000014,Wilhelmsdorf,91489,Germany,10.7355168703528,49.5784399913823,2020-02-21,2019-11-28,2020-02-21,2020-02-21,2020-02-21,2020-02-20,Germany,1,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/0196,DMR0000014,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2020-02-25,2020-01-29,2020-02-24,2020-02-25,2020-02-25,2020-02-20,Germany,5,On-Time Delivery
K03094,Trelleborg Sealing Solutions,EB19/3347,HDE0H24001,Stuttgart,70565,Germany,9.12160901883465,48.7180160962776,2020-02-21,2019-10-31,2020-02-24,2020-02-21,2020-02-21,2020-02-23,Germany,-2,Late Delivery
K04797,Rausch & Pausch GmbH,EB20/0167,RA00000780,Selb,95100,Germany,12.1406449046142,50.1604995169849,2020-02-24,2020-01-24,2020-02-24,2020-02-24,2020-07-02,2020-02-23,Germany,1,On-Time Delivery
K04797,Rausch & Pausch GmbH,EB19/3711,RA00000780,Selb,95100,Germany,12.1406449046142,50.1604995169849,2020-02-19,2019-11-28,2020-02-24,2020-02-19,2019-12-13,2020-02-23,Germany,-4,Late Delivery
K02606,X-MAG  INC.,EB19/3818,00343013,Zhejiang (China),CN-311201,China,,,2020-03-20,2019-12-12,2020-02-25,2020-03-20,2020-03-20,2020-02-24,Asia,25,On-Time Delivery
K02729,M+ S Damerius GmbH & Co. KG,EB20/0386,22001338,Schrobenhausen,86529,Germany,11.2339463375888,48.5739056334391,2020-02-25,2019-12-17,2020-02-25,2020-02-25,2020-02-25,2020-02-24,Germany,1,On-Time Delivery
K00633,Teltower Diakon. Werkstätten,EB20/0348,39403559,Teltow,14513,Germany,13.2772322454355,52.3868799999217,2020-02-28,2020-01-31,2020-02-26,2020-02-28,2020-02-28,2020-02-25,Germany,3,On-Time Delivery
K00633,Teltower Diakon. Werkstätten,EB20/0348,O3 2-1393565-2,Teltow,14513,Germany,13.2772322454355,52.3868799999217,2020-02-28,2020-02-14,2020-02-26,2020-02-28,2020-02-28,2020-02-25,Germany,3,On-Time Delivery
K04820,ON Metall GmbH,EB19/2679,19800062,Sundern,59846,Germany,8.00446923438857,51.3128894759164,2020-07-02,2019-08-15,2020-02-27,2020-07-02,2020-07-02,2020-02-26,Germany,127,On-Time Delivery
K03216,Fischer GmbH & Co.KG,EB20/0166,S1 0-1412705-2,Sinsheim,74889,Germany,8.87924773613459,49.2391724639467,2020-02-28,2020-01-27,2020-02-27,2020-02-28,2020-02-28,2020-02-26,Germany,2,On-Time Delivery
K03806,SURFACED GmbH,EB20/0501,KP0064C004,Oranienburg,16515,Germany,13.2607407059652,52.7997450937298,2020-02-27,2020-02-24,2020-02-27,2020-02-27,2020-02-28,2020-02-26,Germany,1,On-Time Delivery
K03447,Weppler Filter GmbH,EB19/3945,HDE0H39001,Oberursel,61440,Germany,8.55251901954204,50.2097968873942,2020-02-28,2019-12-19,2020-02-27,2020-02-28,2020-02-28,2020-02-26,Germany,2,On-Time Delivery
K03447,Weppler Filter GmbH,EB19/3653,HDE0430752,Oberursel,61440,Germany,8.55251901954204,50.2097968873942,2020-02-28,2019-11-25,2020-02-27,2020-02-28,2020-02-28,2020-02-26,Germany,2,On-Time Delivery
K00633,Teltower Diakon. Werkstätten,EB20/0348,25000040,Teltow,14513,Germany,13.2772322454355,52.3868799999217,2020-03-03,2020-02-25,2020-02-28,2020-03-03,2020-03-03,2020-02-27,Germany,5,On-Time Delivery
K00633,Teltower Diakon. Werkstätten,EB20/0485,O3 1-1393583-4,Teltow,14513,Germany,13.2772322454355,52.3868799999217,2020-03-13,2020-02-21,2020-02-28,2020-03-13,2020-03-13,2020-02-27,Germany,15,On-Time Delivery
K00633,Teltower Diakon. Werkstätten,EB20/0485,O3 1-1393583-5,Teltow,14513,Germany,13.2772322454355,52.3868799999217,2020-03-13,2020-02-21,2020-02-28,2020-03-13,2020-03-13,2020-02-27,Germany,15,On-Time Delivery
K04797,Rausch & Pausch GmbH,EB20/0170,RA00000350,Selb,95100,Germany,12.1406449046142,50.1604995169849,2022-02-02,2020-01-27,2020-02-28,2022-02-02,2020-10-02,2020-02-27,Germany,706,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0326,HDE0001156,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-02-28,2019-12-19,2020-02-28,2020-02-28,2020-02-28,2020-02-27,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0328,HDE0001158,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-02-28,2019-12-19,2020-02-03,2020-02-28,2020-02-28,2020-02-27,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0325,HDE0001154,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-02-28,2019-12-19,2020-02-03,2020-02-28,2020-02-28,2020-02-27,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0332,HDE0H17008,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-02-28,2019-12-19,2020-02-03,2020-02-28,2020-02-28,2020-02-27,Germany,1,On-Time Delivery
K00951,Three Bond GmbH,EB20/0163,00980107,Düsseldorf,40549,Germany,6.71687407571635,51.234604923458,2020-06-03,2020-01-27,2020-04-03,2020-06-03,2020-06-03,2020-03-03,Germany,92,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/0400,PH00000006,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2020-04-03,2020-01-24,2020-04-03,2020-04-03,2020-04-03,2020-03-03,Germany,31,On-Time Delivery
K04068,Autosplice Europe GmbH,EB19/3810,PVP0492600,Langenzenn,90579,Germany,10.7815136628377,49.4908773252438,2020-06-03,2019-12-12,2020-05-03,2020-06-03,2020-06-03,2020-04-03,Germany,61,On-Time Delivery
K02734,G. Rau GmbH & Co. KG,EB19/2750,KP00A1C072,Pforzheim,75172,Germany,8.6878562080705,48.8912163882511,2020-06-03,2019-12-09,2020-05-03,2020-04-03,2019-12-13,2020-04-03,Germany,0,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0322,HDE0001152,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-06-03,2019-12-19,2020-06-03,2020-06-03,2020-06-03,2020-05-03,Germany,31,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0331,HDE0H11032,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-03-20,2019-12-19,2020-09-03,2020-03-20,2020-03-20,2020-08-03,Germany,-136,Late Delivery
K03398,SKP Technik GmbH,EB20/0048,18201251,Neunkirchen,91077,Germany,11.1403446398452,49.6232913184795,2020-06-03,2020-01-14,2020-09-03,2020-06-03,2020-06-03,2020-08-03,Germany,-61,Late Delivery
K04386,Diehl Metal Applications GmbH,EB20/0383,28000916,Berlin,14167,Germany,13.2796062383123,52.4232104487911,2020-04-03,2020-02-19,2020-04-03,2020-04-03,2020-04-03,2020-03-03,Germany,31,On-Time Delivery
K02742,Raithel & Co. GmbH,EB20/0233,HES0092806,Weißenstadt,95163,Germany,11.888663943097,50.1091247647347,2020-06-03,2020-04-02,2020-09-03,2020-06-03,2020-06-03,2020-08-03,Germany,-61,Late Delivery
K00168,Walter Schön GmbH,EB20/0152,27601605,Heroldsberg,90562,Germany,11.1156435940194,49.5422254083584,2020-06-03,2020-01-24,2020-10-03,2020-06-03,2020-06-03,2020-08-03,Germany,-61,Late Delivery
K00168,Walter Schön GmbH,EB20/0153,29403691,Heroldsberg,90562,Germany,11.1156435940194,49.5422254083584,2020-06-03,2020-01-24,2020-10-03,2020-06-03,2020-06-03,2020-08-03,Germany,-61,Late Delivery
K03252,TE Connectivity Germany GmbH,EB20/0400,PH00000006,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2020-03-13,2020-02-14,2020-10-03,2020-03-13,2020-03-13,2020-08-03,Germany,-143,Late Delivery
K00268,Electrovac Hacht & Huber GmbH,EB19/3276,27602326,Salzweg,94121,Germany,13.4769034691767,48.624597746639,2020-06-03,2019-10-23,2020-10-03,2020-06-03,2020-06-03,2020-09-03,Germany,-92,Late Delivery
K03475,K. D. Feddersen GmbH & Co. KG,EB20/0603,HDE0004011,Hamburg,20097,Germany,10.0201629259622,53.5497036579225,2020-10-03,2020-06-03,2020-11-03,2020-10-03,2020-10-03,2020-09-03,Germany,30,On-Time Delivery
K04796,TE Connectivity Solutions GmbH,EB19/3702,S1 1-1412701-4,Bydgoszcz,85-825,Poland,,,2020-03-20,2019-11-28,2020-11-03,2020-03-20,2020-07-02,2020-10-03,Europe,-197,Late Delivery
K04152,Klumpp GmbH & Co. KG,EB19/3941,HDE0H03346,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2020-01-31,2019-12-19,2020-11-03,2020-01-31,2020-01-31,2020-10-03,Germany,-246,Late Delivery
K04152,Klumpp GmbH & Co. KG,EB19/3941,HDE0H03348,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2020-01-31,2019-12-19,2020-11-03,2020-01-31,2020-01-31,2020-10-03,Germany,-246,Late Delivery
K04659,Robert Bosch GmbH,EB20/0331,HDE0H11032,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-09-03,2020-01-27,2020-09-03,2020-09-03,2020-09-03,2020-08-03,Germany,31,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/0196,DMR0000014,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2020-11-03,2020-01-29,2020-11-03,2020-11-03,2020-11-03,2020-02-26,Germany,251,On-Time Delivery
K00633,Teltower Diakon. Werkstätten,EB20/0485,39403559,Teltow,14513,Germany,13.2772322454355,52.3868799999217,2020-11-03,2020-02-21,2020-02-28,2020-11-03,2020-03-13,2020-10-03,Germany,31,On-Time Delivery
K00633,Teltower Diakon. Werkstätten,EB20/0558,O3 1-1393583-1,Teltow,14513,Germany,13.2772322454355,52.3868799999217,2020-11-03,2020-02-28,2020-11-03,2020-11-03,2020-03-20,2020-10-03,Germany,31,On-Time Delivery
