provider_no,city,last_date_modified,location_code,post_code,search_name
K04366,Burgwedel,2020-02-21,A-01,30938,ROSSMANN ONLINE GMBH
K04370,Wilhelmsdorf,2021-10-20,A-01,91489,GUBESCH HBW
K04372,Hamburg,2020-03-06,B-01,22769,JUNGHEINRICH PROFISHOP KATALOG
K04374,Berlin,2021-08-17,A-01,12489,DR. KIEBURG GMBH
K04381,Mainhausen,2020-02-21,A-01,63533,HAMEG INSTRUMENTS GMBH
K04388,Wiehe,2022-03-01,A-01,06571,SUMITOMO (SHI)
K04389,Schnaittenbach,2020-02-21,A-01,92253,KERB-KONUS-GESELLSCHAFT
K04390,Berlin,2020-02-21,A-01,10243,GUD - GRÜNER U. DEUTSCHER GMBH
K04395,Sehmatal - Cranzahl,2020-02-21,A-01,09465,MKT METALL- UND KUNSTSTOFF-
K04397,Hamburg,2020-02-21,A-01,20412,KRAHN CHEMIE GMBH
K04398,Mettmann,2020-01-25,B-01,40822,EKUGELLAGER.DE GMBH
K04399,Harsum,2020-02-21,A-01,31177,PRÄZISIONS MESSTECHIK NORD
K04401,Brieselang,2020-02-21,A-01,14656,MARIO ABENDROTH
K04403,Berlin,2020-01-25,A-01,12165,METROFUNK KABEL-UNION GMBH
K04404,Weinböhla,2020-02-21,A-01,01689,SCHUMANN & CO. GMBH
K04406,Wanfried,2020-02-21,A-01,37281,H.O PERSIEHL
K04407,Iserlohn,2020-02-21,A-01,58640,MENZEMEDIA DRUCKERPATRONEN.DE
K04408,Berlin,2020-02-21,A-01,12277,ELEKTROBAU SÜD GMBH BERLIN
K04409,Heidelberg,2020-02-21,A-01,69123,NEOLAB MIGGE
K04410,Köln,2020-03-19,A-01,50672,ABCFINANCE GMBH F. K.KAUFFMANN
K04413,Berlin,2021-08-07,B-01,12355,KUHLE INDUSTRIE-GALVANIK GMBH
K04414,Ismaning,2020-02-21,A-01,85737,FIPA GMBH
K04415,Brüggen,2020-02-21,A-01,41379,METTEN GMBH
K04416,Darmstadt,2020-02-21,A-01,64291,OPHIR SPIRICON EUROPE GMBH
K04419,Laatzen,2020-01-25,B-01,30880,BOSCH REXROTH PNEUMATICS GMB
K04420,Berlin,2020-02-21,A-01,13591,WISCH ENGINEERING GMBH
K04423,Keltern,2020-02-21,A-01,75210,AUGENSTEIN GMBH
K04426,Albernau,2021-03-26,A-01,08280,AUERHAMMER METALLWERK GMBH
K04428,Karlsruhe,2021-09-15,A-01,76225,ROBERT BOSCH GMBH
K04429,Lüdenscheid,2020-02-21,A-01,58511,FISCHER ELEKTRONIK GMBH
K04432,Konstanz,2021-07-09,B-01,78467,INGUN PRÜFMITTELBAU GMBH
K04433,Wriezen,2020-02-21,A-01,16269,ALBA SÜDOST-BRANDENBURG GMBH
K04434,Krefeld,2020-01-25,B-01,47829,DEBURIT CHEMICAL
K04438,Waren/Müritz,2020-01-25,B-01,17192,SMURFIT KAPPA WELLPAPPENWERK
K04439,Ettenheim,2020-02-21,A-01,77955,ATP MESSTECHNIK GMBH
K04440,München,2021-05-31,A-01,80935,PCB EXPRESS GMBH
K04441,Marne,2020-02-21,A-01,25709,STEINHAUS GMBH & CO. KG
K04442,Reichshof,2020-02-21,A-01,51580,MICRO ELECTRONIC GMBH
K04444,Schwabach,2020-02-21,A-01,91126,SCHWARZ GMBH
K04445,Gedern,2020-01-25,B-01,63688,MKS GMBH METALL- U. KUNSTSTOFF
K04446,Villingen-Schwenningen,2020-02-21,A-01,78054,KÄFER MESSUHREN GMBH & CO. KG
K04447,Hamburg,2020-01-25,A-01,22525,WERNER WIRTH GMBH
K04449,Schorndorf,2021-05-31,A-01,73614,ALPHACAM GMBH
K04450,Berlin,2020-02-21,A-01,10965,TAUBE ELECTRONIC GMBH
K04451,München,2020-01-25,A-01,80687,MOUSER ELECTRONICS
K04452,"St. Neots, Cambridgeshire",2020-02-21,A-01,GB-PE19 8EW,ROCHESTER ELECTRONICS
K04455,Weissach,2020-02-21,A-01,71287,ABE - DRUCKÜBERTRÄGER
K04456,Wendeburg,2021-12-16,A-01,38176,FLORAPRIMA GMBH
K04457,Bad Laasphe,2020-01-25,B-01,57334,PFEIFER VERBINDUNGSELEMENTE
K04459,Leonberg / Höfingen,2020-02-21,A-01,71229,PADTOOLS GMBH
K04460,Laatzen,2021-01-28,A-01,30880,AVENTICS GMBH
K04461,Bielefeld,2020-02-21,A-01,33739,BOGE DRUCKLUFTSYSTEME
K04462,Syke,2020-02-21,A-01,28857,BALKHAUSEN
K04463,Kirchlengern,2020-01-25,B-01,32278,GRÄSSLIN NORD GMBH
K04464,Renchen-Erlach,2020-02-21,A-01,77871,KRAEWA GMBH
K04465,Hamburg,2020-02-21,A-01,20253,TESA SE
K04466,Pinneberg,2020-02-21,A-01,25404,C. OTTO GEHRCKENS GMBH & CO.KG
K04467,Bad Pyrmont,2020-01-25,A-01,31812,PHOENIX CONTACT
K04468,Co. Kildare,2020-02-21,A-01,IE-LEIXLIP,HEWLETT-PACKARD
K04469,Leinfelden-Echterdingen,2021-04-01,A-01,70771,STOCKER FLOWEXPERT
K04470,Teltow,2020-02-21,A-01,14513,BAUGESCHÄFT FELIX LAMM
K04471,Wilhelmshaven,2020-02-21,A-01,26388,MINDFACTORY AG
K04472,Hamburg,2020-01-25,B-01,20459,"NORDMANN, RASSMANN GMBH"
K04473,Langen,2020-01-25,B-01,63225,NMB-MINEBEA
K04474,Nagold,2020-02-21,A-01,72202,HELAG
K04475,Taufkirchen,2020-01-25,B-01,82024,BOURNS SENSORS
K04476,Sevelen,2020-02-21,A-01,CH-9475,DME DRUCKMESSELEMENTE AG
K04477,Habsheim,2020-01-25,B-01,FR-68440,EFFBE FRANCE
K04478,Furtwangen,2020-02-21,A-01,78120,E. WEHRLE
K04479,Marktschellenberg,2020-02-21,A-01,83487,PSM PROTECH
K04480,Mettmann,2020-02-21,A-01,40822,WILHELM BECKER
K04481,Dippoldiswalde - Reinholdshain,2020-02-21,A-01,01744,SELECTRONA
K04482,Talheim,2020-08-20,B-01,74388,KNIPPING GESSMANN
K04483,Stuttgart,2020-01-25,B-01,70599,STOHRER IPT AG
K04485,Kleinmachnow,2020-02-21,A-01,14532,"MUMOT, PATRICK MALERMEISTER"
K04486,Hamburg,2020-02-21,A-01,20095,BIESTERFELD SPEZIALCHEMIE GMBH
K04487,Lennestadt,2020-02-21,A-01,57368,BRILL + ADLOFF
K04488,Reichartshausen,2020-01-25,B-01,74934,FORMTECHNIK DR. HASEL GMBH
K04489,Schramberg,2020-02-21,A-01,78713,CARL HAAS GMBH
K04490,Berlin,2021-04-27,B-01,10553,TH. GEYER GMBH & CO. KG
K04491,Selb,2020-09-09,A-01,95100,FRAAS  H. & M.
K04492,Bovec,2020-01-25,B-01,SI-5230,MAHLE LETRIKA BOVEC D.O.O.
K04493,Neu-Ulm,2020-01-25,A-01,89231,FILAMENTWORLD
K04494,Unterschleißheim,2020-02-21,A-01,85716,INTERSTATE HANDELS GMBH
K04495,Berlin,2021-07-07,A-01,13407,1X1 VERSATEL DEUTSCHLAND GMBH
K04496,Bornheim,2020-02-21,A-01,76879,HORNBACH-BAUMARKT-AG
K04497,Berlin,2021-06-01,A-01,13629,"SIEMENS, RC-DE BRANDMELDER BLN"
K04498,Berlin,2020-02-21,A-01,10004,VDA VERBAND D. AUTOMOBILINDUST
K04499,Birkenwerder,2020-01-25,B-01,16547,KÖRBER & KÖRBER GMBH
K04500,Berlin,2020-01-25,B-01,12207,MOCK KÄLTEANLAGENBAU GMBH
K04501,Bochum,2020-01-25,B-01,44805,KUGELLAGER-ONLINE GMBH & CO.KG
K04503,Stahnsdorf,2020-02-21,A-01,14532,HEIN+PARTNER A & B
K04505,Ahrensbök,2020-01-25,B-01,23623,GLOBUS GUMMIWERKE GMBH
K04506,Berlin,2020-02-21,A-01,10787,CREFO-FACTORING F. AROMA DEL C
K04507,München,2020-02-21,A-01,80333,DEMA ELECTRONIC AG
K04508,Nürnberg,2021-07-27,A-01,90409,"RE-IN RETAIL INTERNAT. GMBH, VOELKNER"
K04510,Berlin,2020-02-21,A-01,10365,AUCOTEAM GMBH
K04511,Berlin,2021-10-18,A-01,13127,TIME TOOL RAPID PROTOTYPING
K04512,Maintal,2021-01-25,A-01,63477,GRASSHOFF GMBH
K04514,Großenhain,2020-02-21,A-01,01558,TOBIAS PROMETALL GMBH & CO
K04517,Braunschweig,2020-02-21,A-01,38126,IAB REINRAUM-PRODUKTE GMBH
K04518,Birkenfeld,2022-04-01,B-01,75217,INOVAN GMBH & CO. KG
K04519,Telgte,2020-02-21,A-01,48291,HYGI.DE GMBH & CO. KG
K04520,Tolmin,2020-02-13,B-01,SI-5220,SKRIN D.O.O.
K04521,Forst,2021-01-06,A-01,03149,KNICKMEIER
K04523,PK Nieuw-Vennep,2020-02-21,A-01,NL-2153,INEPRO METERING BV
K04524,Teltow,2020-01-25,B-01,14513,PANZNER TROCKENBAU
K04526,Berlin,2020-01-25,B-01,10969,HERRMANN
K04527,Berlin,2020-02-21,A-01,12489,GESAA SERVICE GMBH
K04528,Düsseldorf,2020-02-21,A-01,40219,STEPSTONE DEUTSCHLAND GMBH
K04529,Heuchelheim,2020-02-21,A-01,35452,RADIOSTORE HANDELS GMBH
K04532,Waldkirch,2020-02-21,A-01,79176,HUGRO-ARMATUREN GMBH & CO. KG
K04533,Bellignat,2022-01-19,B-01,FR- 01100,ADDUXI
K04534,GENAS CEDEX,2021-01-11,B-01,FR - 69745,SINTEX|CLAYENS
K04535,Saint Claude,2021-04-27,B-01,FR- 39200,SESAME S.A.
K04536,Bonn,2021-11-25,B-01,53170,SGL CARBON
K04537,Jihlava,2020-02-13,B-01,CZ-58626,SWOBODA
K04538,Bad Soden-Salmünster,2020-01-25,B-01,63628,WOCO
K04539,Berlin,2020-02-21,A-01,12527,DOMMASCHK INGENIERBÜRO
K04540,Eisenberg,2020-02-21,A-01,67304,WALTHER-WERKE
K04541,Wipperfürth,2020-02-21,A-01,51688,MÜLLER PLASTIK GMBH
K04542,Seefeld,2020-02-21,A-01,82229,TQ-SYSTEMS GMBH
K04544,Hardt,2020-01-25,B-01,78739,BOHNERT
K04545,Radevormwald,2021-04-08,B-01,42477,GKN SINTER
K04546,Tuningen,2020-02-21,A-01,78609,ENGELKING ELEKTRONIK GMBH
K04547,Winterbach,2020-01-25,B-01,73650,J.S.T. DEUTSCHLAND
K04548,Remchingen,2020-01-25,B-01,75196,MEGA
K04549,Rhinow,2021-11-01,A-01,14728,A. REXROTH MASCHINENBAU GMBH
K04550,Herne,2020-01-25,B-01,44628,SILEX
K04551,Teltow,2020-02-21,A-01,14513,FREUTEL CNC-TECHNIK
K04552,Köln,2021-05-27,A-01,51063,SIEMENS INDUSTRY SOFTWARE GMBH
K04553,Breitstetten,2020-01-25,A-01,AT-2285,GONANO DOSIERTECHNIK GMBH
K04554,Berlin,2020-02-21,A-01,10117,MEETYOO CONFERENCING GMBH
K04555,Berlin,2020-02-21,A-01,10888,AXEL SPRINGER SE
K04556,Potsdam,2020-02-21,A-01,14473,MVD MÄRKISCHE VERLAGS- UND
K04557,Reutlingen,2020-01-25,A-01,72770,DATATEC AG
K04558,Ratingen,2020-02-21,A-01,40880,JENOPTIK  INDUSTRIAL
K04560,Karlsruhe,2020-02-21,A-01,76185,DM-DROGERIE MARKT GMBH + CO.KG
K04562,Potsdam,2020-08-09,B-01,14476,"KUNSTSTOFFVERARBEITUNG POTSDAM, KVP"
K04563,Berlin,2020-02-21,A-01,12165,VENTZKE MEDIA
K04564,Düsseldorf,2020-04-28,A-01,40212,"HSBC TRINKAUS&BURKHARDT, HÖRNL"
K04565,Kleinmachnow,2020-02-21,A-01,14532,CREATIV
K04566,Potsdam,2020-02-21,A-01,14480,WIRTSCHAFTSFORUM
K04567,Rot am See,2020-02-21,A-01,74585,WÜRTH ELEKTRONIK GMBH & CO. KG
K04568,Köln,2020-02-21,A-01,50668,REWE MARKT GMBH
K04569,Villingen-Schwenningen,2020-02-21,A-01,78052,DE-PACK GMBH & CO. KG
K04570,Meinerzhagen,2021-09-02,A-01,58540,WITTMANN BATTENFELD GMBH & CO.
K04571,Berlin,2020-02-21,A-01,13127,LUFTKONTOR BERLIN GMBH
K04572,Ettlingen,2021-01-20,B-01,76275,LEADEC / VOITH
K04573,Dornhan,2020-02-21,A-01,72175,EAP GROßHANDELS GMBH
K04574,Wernau,2020-01-25,A-01,73249,THOMAS KLEIN EUROTUBES
K04575,Falkensee,2020-02-21,A-01,14612,POLESE INGENIEURBÜRO
K04576,Rheinau,2020-02-21,A-01,77866,CNC TECHNIK RHEINAU GMBH
K04577,Grafing bei München,2020-02-21,A-01,85567,THOPTEC GMBH
K04578,Neuss,2020-02-21,A-01,41468,KOCH + SCHRÖDER GMBH
K04579,Neu-Isenburg,2020-02-21,A-01,63263,ROUND SOLUTIONS
K04580,München,2021-02-23,B-01,81379,A.R.T. ELEKTROMECH.VERTRIEBS-GMBH
K04581,Eschweiler,2020-02-21,A-01,52249,RODRIGUEZ GMBH
K04582,Hagen,2020-02-21,A-01,58119,WILHELM LÖBKE FEDERN GMBH
K04583,Falkensee,2020-01-27,A-01,14612,CONVERTER SOLUTION SYSTEM-
K04585,Reutlingen,2020-01-25,B-01,72764,KAIZHONG VOGT GMBH
K04586,Esslingen,2020-01-25,A-01,73734,FESTO VERTRIEB GMBH & CO. KG
K04588,Peine,2020-02-21,A-01,31226,G+M KUNSTSTOFFTECHNIK GMBH
K04589,Potsdam,2020-02-21,A-01,14478,TARADOR GMBH
K04591,Mahlow,2020-02-21,A-01,15831,HOPPE GMBH & CO. KG
K04594,Hamburg,2020-02-21,A-01,22297,TCHIBO GMBH
K04595,Erlangen,2020-01-25,B-01,91056,MANFRED UHLIG GMBH
K04596,Neuruppin,2021-08-10,A-01,16816,TES FRONTDESIGN GMBH
K04597,Pforzheim,2020-01-25,B-01,75181,BINDER TECSYS GMBH
K04598,Nussbach,2020-01-25,B-01,AT-4542,STAT-X AUSTRIA GMBH
K04599,Wiggensbach,2021-03-19,B-01,87487,SWOBODA WIGGENSBACH KG
K04600,Gosheim,2021-06-05,B-01,78559,SCHULER PRÄZISIONSTECHNIK KG
K04601,Loveresse,2020-01-25,B-01,CH-2732,BOILLAT DECOLLETAGE SA
K04602,Marignier,2020-02-13,B-01,FR-74970,BOSSON DÉCOLLETAGE
K04603,Weilburg,2021-07-21,B-01,35781,NKS-ZERSPANUNGSTECHNIK GMBH
K04604,Reutlingen,2020-01-25,B-01,72762,ROBERT BOSCH GMBH
K04605,Osterode,2020-01-25,B-01,37520,LETRON ELECTRONIC GMBH
K04607,Ebersbach,2020-01-25,B-01,73061,BODYCOTE
K04608,Adelsheim,2021-12-08,B-01,74740,JOSEF SCHIMMEL ADELSHEIM GMBH
K04610,Carei Jud. Satu Mare,2021-07-06,B-01,RO-445100,TAYGAN METAL PRESS SRL
K04611,Simpang Ampat,2020-01-25,B-01,MY  14100,KALTECH SDN. BHD.
K04612,Solingen,2020-01-25,B-01,42655,J. C. KÖNIG STIFTUNG & CO KG
K04613,Bergkirchen,2020-01-25,B-01,85232,LOUIS RENNER GMBH
K04614,Schonach,2020-01-25,B-01,78133,BIW
K04615,Wellendingen,2020-01-25,B-01,78669,GUK FALZMASCHINEN GRIESSER
K04616,Cham,2020-01-25,B-01,93413,AIRCOMPONENTS GMBH
K04617,Fallingbostel,2020-02-21,A-01,29683,DER FUCHS GMBH
K04618,Iserlohn,2020-02-21,A-01,58640,LMB GMBH
K04619,Wimsheim,2020-01-25,A-01,71299,PRECHTER +  RENNER GMBH
K04620,Zwingenberg,2022-01-18,A-01,64673,SURTEC DEUTSCHLAND GMBH
K04624,Calbe/Saale,2020-02-21,A-01,39240,CITO CHEMIE GMBH
K04627,Porící nad Sázavou,2020-02-21,A-01,CZ-25721,"PRORATIO, S.R.O."
K04628,Köln,2021-05-26,B-01,51103,SCHNEIDER-CLAUSS GMBH & CO. KG
K04629,CS Lochem,2020-02-21,A-01,NL-7241,FILTRATION GROUP B.V.
K04630,Langenfeld,2020-02-21,A-01,40764,FILTRATION GROUP B.V.
K04631,Berlin,2020-02-21,A-01,12555,UNCHAINED LABS GERMANY RAP.ID
K04632,Berlin,2020-02-21,A-01,13627,EVA SCHOPPMANN
K04633,Potsdam,2020-02-21,A-01,14478,JENNY WERNER
K04635,Braunschweig,2021-05-17,A-01,38122,ARROW CENTRAL EUROPE GMBH
K04637,Weil im Schönbuch,2020-01-25,B-01,71093,STÄHLI LÄPP-TECHNIK GMBH
K04640,Berlin,2020-01-25,A-01,12161,I-KEYS RFID-TECHNIK
K04642,Landsberg,2020-02-21,A-01,86899,HENNING BÖHM GMBH
K04643,Madrid,2020-02-21,A-01,ES-28405,AMAZON EU S.A R.L. ES
K04644,Mainz,2020-02-21,A-01,55120,REISS LABORBEDARF
K04645,Arnsberg,2020-01-25,A-01,59759,META-REGALBAU GMBH & CO. KG
K04646,Meschede,2020-01-25,A-01,59872,PCE DEUTSCHLAND GMBH
K04648,Melle,2020-09-29,A-01,49328,PROTECT ARBEITSSCHUTZ
K04649,Düsseldorf,2020-02-21,A-01,40211,OVERSEAS COURIER SERVICE OCS
K04651,Ratekau,2020-02-21,A-01,23626,PRÄZISA KUNSTKAUTSCHUKWAREN
K04652,Mannheim,2022-10-01,A-01,68167,BAUHAUS E-BUSINESS & CO. KG
K04653,Birkenfeld,2020-01-25,B-01,75217,ENVIROFALK GMBH
K04654,Germersheim,2020-01-25,B-01,76725,DAIMLER AG
K04655,Pforzheim,2020-01-25,B-01,75181,DODUCO SOLUTIONS GMBH
K04657,Weißbach,2021-09-20,A-01,74679,PRÜFMITTEL24 GMBH
K04658,Hannover,2020-02-21,A-01,30021,RICOH DEUTSCHLAND GMBH
K04659,Bamberg,2020-06-03,A-01,96052,ROBERT BOSCH GMBH
K04660,Kronach,2021-10-22,A-01,96317,HORST SCHOLZ GMBH & CO. KG
K04661,Renningen,2020-01-25,A-01,71272,F. & W. SCHMIDT OHG
K04662,Stolberg,2020-01-25,A-01,52224,INOVAN GMBH & CO. KG
K04663,Zweibrücken,2021-08-17,A-01,66482,K.S.KUNSTSTOFF INNOVATION GMBH
K04664,Heidelberg,2021-08-25,A-01,69126,SCRIBOS GMBH
K04665,Blizanów,2020-01-25,A-01,62-814,DREWPAL SP. J.
K04666,Berlin,2020-01-25,A-01,10829,EBEE SMART TECHNOLOGIES GMBH
K04667,Nürnberg,2021-05-26,B-01,90491,JOSEF BARTHELME GMBH & CO. KG
K04669,Niefern-Öschelbronn,2020-01-25,B-01,75223,HECKLER AG
K04670,Jena,2021-01-28,B-01,07747,BÜROMARKT BÖTTCHER AG
K04671,Ettlingen,2020-01-25,A-01,76275,PK ELEKTRONIK VERTRIEBS GMBH
K04673,München,2020-01-25,A-01,81379,ALTMANN-ANALYTIK GMBH & CO. KG
K04674,Köln,2020-01-25,A-01,51149,BUCHEM CHEMIE + TECHNIK
K04675,Sinsheim,2020-01-25,A-01,74889,HAUG CHEMIE GMBH
K04677,Wuppertal,2021-04-13,A-01,42115,KARL DEUTSCH PRÜF- UND MESS-
K04678,Berlin,2020-02-21,A-01,13053,FSD LWERK BERLIN BRANDENBURG
K04679,Großbeeren,2020-01-25,A-01,14979,ENGEL PALETTEN LOGISTIK GMBH
K04680,Bamberg,2020-02-21,A-01,96050,NASTVOGELSCHRAUBENPROFI GMBH
K04681,Berlin,2021-03-08,B-01,12107,FRITZ PENNECKE SÖHNE ABFALL
K04682,Zella-Mehlis OT Benshausen,2020-06-03,B-01,98544,MENZ INDUSTRIEDIENST-
K04683,Berlin,2020-01-25,A-01,10997,CH SERVICE FACILITYMANAGEMENT
K04684,Weil der Stadt,2020-01-25,A-01,71263,WOLFTECHNIK  GMBH & CO KG
K04685,Stuttgart,2020-02-21,A-01,70173,ALVG ANLAGENVERMIETUNG GMBH
K04686,Hallein,2020-01-25,A-01,AT-5400,ROBERT BOSCH AG
K04688,Plattling,2020-01-25,A-01,94447,ZITEC INDUSTRIETECHNIK GMBH
K04689,Homburg,2020-01-25,A-01,66424,VARIO PACK GMBH & CO. KG
K04690,Bad Wörishofen,2020-01-25,B-01,86825,TRANSCOR LOGISTICS GMBH & CO.
K04692,Mainz-Kastel,2020-03-09,B-01,55252,BÜROSHOP24 GMBH
K04693,Twist,2021-09-13,B-01,49767,SPS ELECTRONIC GMBH
K04694,Witzhave,2022-01-25,B-01,22969,ALL4LABELS SMART + SECURE GMBH
K04695,Nettetal,2021-06-22,B-01,41334,ESSENTRA COMPONENTS GMBH
K04696,Bernau,2020-01-25,B-01,16321,WEBER AUTOMOTIVE GMBH
K04697,Reiskirchen,2020-01-25,A-01,35447,WEISS UMWELTTECHNIK GMBH
K04699,Wernigerode,2021-12-20,A-01,38855,MWG MANUFAKTUR GMBH
K04700,Dresden,2020-02-21,A-01,01069,ACTIVJOB GMBH
K04702,Berlin,2020-02-21,A-01,14167,HEP GETRÄNKESERVICE
K04705,Planegg,2020-01-25,A-01,82152,CRTM CLEANROOMPRODUCTS GMBH
K04706,Kemmern,2020-01-25,A-01,96164,IWS INDUSTRIEWARTUNGS-SYSTEME
K04707,Rednitzhembach,2020-02-21,A-01,91126,KERLING KUNSTSTOFFTECHNIK GMBH
K04709,Aschersleben,2021-03-09,A-01,06449,"PRÜßNER WERKZEUGE, MASCHINEN"
K04710,Wittmar,2020-01-25,A-01,38329,DACH UND FACH STRUNZ
K04711,Walldorf,2021-10-08,A-01,69190,MEKUPLAST GMBH & CO. KG
K04712,Mainz,2020-01-25,A-01,55122,XYLEM ANALYTICS GERMANY SALES
K04713,Dreieich,2020-02-21,A-01,63303,DORMAKABA DEUTSCHLAND GMBH
K04714,Teltow,2021-11-29,A-01,14513,IG DESIGN
K04717,Lippstadt,2020-01-25,A-01,59556,WFB LIPPSTADT GMBH
K04718,Berlin,2020-01-25,A-01,13435,SSG SCHRAUBEN SCHOLZ GMBH
K04719,Syke,2020-05-20,A-01,28857,BOYD CORPORATION GMBH
K04720,Kierspe,2022-03-01,A-01,58566,HUGO SCHNIPPERING KMT GMBH
K04721,Herzogenburg,2020-02-21,A-01,AT-3130,DORMAKABA AUSTRIA GMBH
K04722,Ebersbach,2020-01-25,A-01,01561,DIAMANT- & KLEBETECHNIK
K04723,Berlin,2020-02-21,A-01,10585,MG PERSONALDIENST-
K04724,Nürtingen,2020-01-25,B-01,72622,PDT PRÄZISIONSDREHTEILE GMBH
K04725,Göppingen-Voralb,2022-02-02,B-01,73037,AHC OBERFLÄCHENTECHNIK
K04726,Villingen-Schwenningen,2020-01-25,B-01,78056,HELMUT HECHINGER GMBH & CO. KG
K04728,Hannover,2020-01-25,A-01,30179,FORBO SIEGLING GMBH
K04729,Schönau a. K.,2020-01-25,A-01,83471,QUITTENBAUM GMBH
K04730,XZ Grou,2020-02-21,A-01,NL-9001,UNIS GROUP BV
K04731,Meerbusch,2021-08-07,A-01,40670,AMETEK GMBH
K04732,Sindelfingen,2020-03-09,A-01,71063,KISTLER INSTRUMENTE GMBH
K04733,Kressberg-Marktlustenau,2020-03-09,B-01,74594,KE ELEKTRONIK GMBH
K04734,Leinfelden-Echterdingen,2020-01-25,A-01,70771,LIST-MAGNETIK DIPL.-ING.
K04735,Ilsenburg,2020-09-21,B-01,38871,TAMURA ELSOLD GMBH
K04738,Hann Münden,2020-01-25,B-01,34346,EXCOR KORROSIONSSCHUTZ
K04742,Oelde,2020-01-25,A-01,59302,HAVER & BOECKER OHG
K04744,Gau-Algesheim,2020-02-21,A-01,55435,ALCUMET GMBH & CO. KG
K04745,Olfen,2020-02-21,A-01,59399,HS HANDEL UND SERVICE GMBH
K04746,Lauf,2021-02-11,A-01,91207,COORSTEK GMBH
K04747,Dortmund,2020-02-21,A-01,44287,TRIDELTA MAGNETSYSTEME GMBH
K04748,Lauf,2020-02-21,A-01,91207,EMUGE-WERK RICHARD GLIMPEL
K04750,Denkendorf,2021-08-23,A-01,85095,KABELTRONIK
K04751,Donauwörth,2020-02-21,A-01,86609,TELEMETER ELECTRONIC GMBH
K04752,Bönningheim,2020-01-25,B-01,74357,AMANN & SÖHNE GMBH & CO. KG
K04753,Meerbusch,2020-01-25,A-01,40670,AMTAG AG
K04756,Birkenfeld,2020-01-25,A-01,75217,KARL ENGHOFER
K04760,Zürich,2021-10-13,B-01,CH-8052,JOHNSON MATTHEY
K04764,Odelzhausen,2021-08-19,A-01,85235,HEINRICH SCHAUB STAHL-
K04768,Werdohl,2020-11-16,B-01,58791,VDM METALS
K04769,Starnberg,2020-11-26,A-01,82319,HÄRTEREI WEBER UND WALLNER
K04771,Kempen,2021-01-29,A-01,47906,JK TECHNISCHER HANDEL GMBH
K04772,Speyer,2020-01-25,A-01,67346,INFILTEC GMBH
K04775,Berlin,2020-02-21,A-01,12047,MAV PRUEFTECHNIK GMBH
K04776,Radevormwald,2020-12-11,A-01,42477,SCHLEUNIGER GMBH
K04777,Groß-Umstadt,2020-02-21,A-01,64823,Z-MIKE LASERMEßTECHNIK GMBH
K04778,Niederstetten,2020-02-21,A-01,97996,EP EHRLER PRÜFTECHNIK
K04779,Rodgau,2020-01-25,A-01,63110,SMARTTEC GMBH
K04780,Bad Hersfeld,2020-02-21,A-01,36251,LEIST OBERFLÄCHENTECHNIK
K04781,Ludwigsfelde,2021-10-09,A-01,14974,BOELS VERLEIH GMBH UNITVERLEIH
K04782,Berlin,2021-07-14,B-01,12165,3B DIENSTLEISTUNG GMBH
K04783,Hilpoltstein,2020-01-25,B-01,91161,EXPRESSKABEL GMBH
K04784,Hemer,2021-06-07,B-01,58675,FRIEDRICH HECK GMBH & CO. KG
K04786,Blankenfelde-Mahlow,2020-01-25,A-01,15831,PRIMO PROFILE GMBH
K04787,Berlin,2020-01-25,B-01,10969,CONTORION GMBH
K04788,Gerlingen,2020-01-25,B-01,70839,STEMPEL-FABRIK.DE GMBH
K04789,Hildesheim,2020-01-25,B-01,31135,GPV GERMANY GMBH
K04790,Oberschleißheim,2021-09-24,A-01,85764,SCHREINER GROUP GMBH & CO. KG
K04791,Horb-Bildechingen,2020-09-12,A-01,72160,PROMOD PROTOTYPENZENTR. GMBH
K04792,Düsseldorf,2020-10-23,B-01,40549,VOESTALPINE HIGH PERFORMANCE
K04793,Oberstenfeld,2020-02-19,A-01,71720,PADS & MORE UG
K04794,Hofgeismar,2020-01-25,B-01,34369,NETH MESSTECHNIK GMBH
K04795,Frankenberg,2020-01-25,B-01,35066,GÜNTHER HEISSKANALTECHNIK GMBH
K04796,Bydgoszcz,2021-10-13,A-01,PL-85-825,TE CONNECTIVITY SOLUTIONS GMBH
K04797,Selb,2021-01-27,A-01,95100,RAUSCH & PAUSCH GMBH
K04798,Lüdenscheid,2021-07-16,B-01,58513,HGH VERTRIEBS GMBH
K04800,Schkeuditz,2021-10-14,A-01,04435,JURJANZ GMBH & CO. KG
K04801,Steinach,2021-09-21,A-01,CH-9323,TE CONNECTIVITY SOLUTIONS GMBH
K04802,Marbach,2020-01-25,B-01,71672,DR. WIELAND GMBH & CO. KG
K04803,Steinenbronn,2021-04-08,A-01,71144,TELEGÄRTNER KUNSTSTOFFTECHNIK
K04804,Hausen,2020-01-25,A-01,79688,KLEINWÄCHTER GMBH
K04805,Grafenberg,2020-01-25,A-01,72661,RAMPF POLYMER SOLUTIONS
K04806,Petershagen,2020-01-25,B-01,15370,A+S TECHNIGRO GMBH
K04807,Wädenswil,2020-01-25,A-01,CH-8820,DÜRST AUTOMATION
K04809,Bad Urach,2020-01-25,A-01,72574,RIEGLER & CO. KG
K04811,Boxberg-Unterschüpf,2020-03-16,A-01,97944,KISTNER METROLOGIE SERVICE GMBH
K04815,Oelde-Stromberg,2020-01-25,A-01,59302,NORSONIC-TIPPKEMPER GMBH
