purchase_no,amount_including_vat,amount,expected_receipt_date,location_code,order_date,quantity_invoiced,quantity_received,quantity,really_receipt_datetime,requested_receipt_date
HDE0H03448,54.46,45.76,2020-06-22,A-01,2020-03-23,160,160,160,2020-06-21,2020-04-17
HDE0H03449,272.27,228.8,2020-04-17,A-01,2020-03-23,800,800,800,2020-06-21,2020-04-17
HDE0H03451,270.57,227.37,2020-04-17,A-01,2020-03-23,795,795,795,2020-06-21,2020-04-17
29403625,2459.05,2459.05,2020-04-24,A-01,2020-09-04,93500,93500,93500,2020-04-26,2020-04-24
HDE0H26001,1806.21,1517.82,2020-03-27,A-01,2020-03-24,6272,6272,6272,2020-03-26,2020-03-27
39403559,45.48,42.5,2020-04-27,A-01,2020-03-30,500,500,500,2020-04-26,2020-04-27
O3 1-1393565-6,6.74,6.3,2020-04-24,A-01,2020-09-04,900,900,900,2020-04-26,2020-04-24
25000038,53.5,50.0,2020-04-24,A-01,2020-04-17,10000,10000,10000,2020-04-26,2020-04-24
29300357,13.91,13.0,2020-04-24,A-01,2020-03-04,1000,1000,1000,2020-04-26,2020-04-24
M0000009,529.93,445.32,2020-03-31,A-01,2020-03-25,2,2,2,2020-03-30,2020-03-31
M0000009,264.97,222.66,2020-03-27,A-01,2020-03-25,1,1,1,2020-03-30,2020-03-27
KP0064C108,400.0,400.0,2020-08-04,A-PROD,2020-03-04,2000,2000,2000,2020-07-04,2020-03-04
KP0026M935,400.0,400.0,2020-08-04,A-PROD,2020-03-04,2000,2000,2000,2020-07-04,2020-03-04
KP0100M659,400.0,400.0,2020-08-04,A-PROD,2020-03-04,2000,2000,2000,2020-07-04,2020-03-04
ABB0038944,1119.97,941.15,2020-07-05,A-01,2020-03-25,4515,4515,4515,2020-12-05,2020-04-30
KU00022240-1,400.01,400.01,2020-04-17,A-01,2020-03-13,991,991,991,2020-04-19,2020-04-17
28000916,2212.35,2212.35,2020-04-29,A-01,2020-04-15,10535,10535,10535,2020-04-28,2020-04-29
KU00026259,112.7,94.71,2020-03-04,A-01,2020-03-26,150,150,150,2020-02-04,2020-03-04
KP0064C005,95.0,95.0,2020-03-04,Z-KIEBURG,2020-03-27,2250,2250,2250,2020-06-04,2020-03-04
KP0064C006,95.0,95.0,2020-03-04,Z-KIEBURG,2020-03-27,2250,2250,2250,2020-06-04,2020-03-04
KP0064B003,729.8,729.8,2020-04-21,A-01,2020-03-27,349,349,349,2020-04-20,2020-03-04
KP0064B004,729.8,729.8,2020-04-21,A-01,2020-03-27,349,349,349,2020-04-20,2020-03-04
PVP0405439,921.06,774.0,2020-04-24,A-01,2020-03-31,20000,20000,20000,2020-11-05,2020-04-24
PVP0405439,568.3,477.56,2020-06-05,A-01,2020-03-31,12340,12340,12340,2020-11-05,2020-06-05
PVP0405439,352.76,296.44,2020-12-05,A-01,2020-03-31,7660,7660,7660,2020-11-05,2020-12-05
PVP0405439,297.05,249.62,2020-12-05,A-01,2020-03-31,6450,6450,6450,2020-11-05,2020-12-05
PVP0405439,347.24,291.8,2020-05-18,A-01,2020-03-31,7540,7540,7540,2020-11-05,2020-05-18
PVP0405439,276.78,232.59,2020-05-18,A-01,2020-03-31,6010,6010,6010,2020-11-05,2020-05-18
22001644,142.32,119.6,2020-08-04,A-01,2020-03-31,4000,4000,4000,2020-07-04,2020-08-04
RA00000430,811.58,682.0,2022-02-02,A-01,2020-03-26,1364,1364,1364,2020-06-23,2020-09-04
RA00000430,456.96,384.0,2020-06-25,A-01,2020-03-26,768,768,768,2020-06-23,2020-09-04
RA00000490,1301.86,1094.0,2020-09-04,A-01,2020-03-26,2188,2188,2188,2020-06-23,2020-09-04
RA00000510,7505.57,6307.2,2020-09-04,A-01,2020-03-26,2880,2880,2880,2020-06-23,2020-09-04
RA00000520,1045.05,878.2,2020-09-04,A-01,2020-03-26,2000,2000,2000,2020-06-23,2020-09-04
RA00000530,535.5,450.0,2020-09-04,A-01,2020-03-26,2000,2000,2000,2020-06-23,2020-09-04
RA00000570,384.61,323.2,2020-09-04,A-01,2020-03-26,1000,1000,1000,2020-06-23,2020-09-04
RA00000580,368.76,309.88,2020-09-04,A-01,2020-03-26,2040,2040,2040,2020-06-23,2020-09-04
RA00000680,166.36,139.8,2020-09-04,A-01,2020-03-26,2000,2000,2000,2020-06-23,2020-09-04
18200832,921.27,861.0,2020-05-15,A-01,2020-01-04,300,300,300,2020-05-13,2020-05-15
HDE0900204,340.58,286.2,2020-07-05,A-01,2020-02-04,6000,6000,6000,2020-10-05,2020-07-05
HDE0H39001,631.3,530.5,2020-07-05,A-01,2020-03-04,5000,5000,5000,2020-09-06,2020-07-05
HDE0H39001,631.29,530.5,2020-12-06,A-01,2020-03-04,5000,5000,5000,2020-09-06,2020-12-06
40063526,715.71,601.44,2020-05-15,A-01,2020-03-04,3200,3200,3200,2020-06-05,2020-05-15
40063527,798.92,671.36,2020-05-15,A-01,2020-03-04,3200,3200,3200,2020-06-05,2020-05-15
M0000009,529.93,445.32,2020-07-04,A-01,2020-06-04,2,2,2,2020-06-04,2020-07-04
RA00000740,1207.16,1014.42,2020-04-24,A-01,2020-09-04,87,87,87,2020-04-23,2020-04-24
RA00000750,416.26,349.8,2020-04-24,A-01,2020-09-04,30,30,30,2020-04-23,2020-04-24
39403559,45.48,42.5,2020-05-19,A-01,2020-04-21,500,500,500,2020-05-13,2020-05-19
O3 4-1393565-4,6.74,6.3,2020-07-05,A-01,2020-04-23,420,420,420,2020-05-13,2020-07-05
O3 4-1393565-4,3.37,3.15,2020-07-05,A-01,2020-04-23,210,210,210,2020-05-13,2020-07-05
HDE0700479,470.29,395.2,2020-04-17,A-01,2020-08-04,5200,5200,5200,2020-04-16,2020-04-17
01062684,321.72,270.35,2020-04-14,A-01,2020-03-17,20,20,20,2020-04-27,1753-01-01
01062684,1066.51,1066.51,2020-07-05,A-01,2020-04-14,81,81,81,2020-04-27,2020-04-17
RA00000370,3284.4,2760.0,2020-12-06,A-01,2020-05-29,8000,8000,8000,2020-11-06,2020-12-06
RA00000330,4003.16,3364.0,2020-12-06,A-01,2020-05-29,8000,8000,8000,2020-11-06,2020-12-06
KU00024748-5,11876.2,9980.0,2020-03-06,A-01,2020-04-15,2000,2000,2000,2020-02-06,2020-03-06
KU00021686,232.35,195.25,2020-05-29,A-01,2020-04-15,5500,5500,5500,2020-05-26,2020-05-29
28003534,897.38,773.6,2020-10-07,A-01,2020-04-15,13000,13000,13000,2020-07-07,2020-10-07
00469846,1923.57,1923.57,2020-05-29,Z-DIEHL,2020-08-05,14740,14740,14740,2020-05-28,2020-05-29
O3 3-1393565-9,3.37,3.15,2020-05-19,A-01,2020-07-04,210,210,210,2020-05-13,2020-05-19
25000039,53.5,50.0,2020-05-19,A-01,2020-12-05,10000,10000,10000,2020-05-13,2020-05-19
M0000009,529.93,445.32,2020-04-21,A-01,2020-04-20,2,2,2,2020-04-20,2020-04-21
KP0064C015,262.03,220.19,2020-05-29,A-01,2020-04-27,699,699,699,2020-05-27,2020-05-29
KU00022240-1,400.0,400.0,2020-05-29,A-01,2020-04-22,1000,1000,1000,2020-05-26,2020-05-29
00345677,823.42,691.95,2020-10-06,Z-DIEHL,2020-04-22,5187,5187,5187,2020-08-06,2020-10-06
00345655,823.42,691.95,2020-10-06,Z-DIEHL,2020-04-22,5187,5187,5187,2020-08-06,2020-10-06
O3 1-1393583-3,9.15,8.55,2020-04-30,A-01,2020-04-16,90,90,90,2020-04-05,2020-04-30
M0000009,529.93,445.32,2020-04-28,A-01,2020-04-27,2,2,2,2020-04-27,2020-04-28
D440000511,1120.98,942.0,2020-06-17,A-01,2020-06-05,30,30,30,2020-06-16,2020-06-17
29201611,5627.3,4851.12,2020-09-10,A-01,2020-08-20,2958,2958,2958,2020-08-10,2020-02-10
HDE0H03341,220.54,185.33,2022-02-02,A-01,2020-04-29,648,648,648,2020-06-22,2020-05-06
HDE0H03342,275.68,231.66,2022-02-02,A-01,2020-04-29,810,810,810,2020-06-22,2020-05-06
HDE0H03343,275.67,231.66,2022-02-02,A-01,2020-04-29,810,810,810,2020-06-22,2020-05-06
HDE0H03344,547.95,460.46,2022-02-02,A-01,2020-04-29,1610,1610,1610,2020-06-22,2020-05-06
HDE0H03345,328.77,276.28,2022-02-02,A-01,2020-04-29,966,966,966,2020-06-22,2020-05-06
HDE0H03346,328.78,276.28,2022-02-02,A-01,2020-04-29,966,966,966,2020-06-22,2020-05-06
HDE0H03349,217.81,183.04,2022-02-02,A-01,2020-04-29,640,640,640,2020-06-22,2020-05-06
HDE0H03442,165.41,139.0,2022-02-02,A-01,2020-04-29,486,486,486,2020-06-22,2020-05-06
HDE0H03443,275.68,231.66,2022-02-02,A-01,2020-04-29,810,810,810,2020-06-22,2020-05-06
HDE0H03444,383.56,322.32,2022-02-02,A-01,2020-04-29,1127,1127,1127,2020-06-22,2020-05-06
HDE0H03445,273.97,230.23,2022-02-02,A-01,2020-04-29,805,805,805,2020-06-22,2020-05-06
HDE0H03445,54.8,46.05,2020-08-07,A-01,2020-04-29,161,161,161,2020-06-22,1753-01-01
HDE0H03446,438.36,368.37,2020-06-22,A-01,2020-04-29,1288,1288,1288,2020-06-22,2020-05-06
HDE0H03447,435.64,366.08,2022-02-02,A-01,2020-04-29,1280,1280,1280,2020-06-22,2020-05-06
HDE0H03448,435.63,366.08,2020-06-22,A-01,2020-04-29,1280,1280,1280,2020-06-22,2020-05-06
HDE0H03449,272.27,228.8,2022-02-02,A-01,2020-04-29,800,800,800,2020-06-22,2020-05-06
HDE0H03450,217.82,183.04,2022-02-02,A-01,2020-04-29,640,640,640,2020-06-22,2020-05-06
HDE0H26001,880.34,758.91,2020-03-07,A-01,2020-04-29,3136,3136,3136,2020-06-07,2020-03-07
PVP0405439,921.06,774.0,2020-05-25,A-01,2020-05-20,20000,20000,20000,2020-08-06,2020-05-25
PVP0405439,921.06,774.0,2020-05-06,A-01,2020-12-05,20000,20000,20000,2020-08-06,2020-05-06
PVP0405439,1381.59,1161.0,2020-12-06,A-01,2020-12-05,30000,30000,30000,2020-08-06,2020-12-06
M0000009,264.97,222.66,2020-07-05,A-01,2020-06-05,1,1,1,2020-06-05,2020-07-05
18200831,4558.2,4260.0,2020-05-29,A-01,2020-06-05,2000,2000,2000,2020-05-27,2020-05-29
00987816,5997.6,5040.0,2020-04-06,A-01,2020-07-05,200,200,200,2020-03-06,2020-04-06
00987836,299.88,252.0,2020-04-06,A-01,2020-07-05,10,10,10,2020-03-06,2020-04-06
27602381,15238.79,13136.89,2020-09-25,A-01,2020-07-05,1000,1000,1000,2020-05-10,2020-09-25
39403559,45.47,42.5,2020-09-06,A-01,2020-12-05,500,500,500,2020-08-06,2020-09-06
O3 1-1393565-6,2.25,2.1,2020-12-06,A-01,2020-05-29,300,300,300,2020-08-06,2020-12-06
29300357,13.91,13.0,2020-09-06,A-01,2020-05-19,1000,1000,1000,2020-08-06,2020-09-06
O3 1-1393583-3,31.51,29.45,2020-12-06,A-01,2020-05-29,310,310,310,2020-08-06,2020-12-06
17000539,103.47,86.95,2020-05-20,A-01,2020-12-05,1000,1000,1000,2020-05-18,2020-05-15
KP0064B003,760.0,760.0,2020-05-27,A-01,2020-05-13,500,500,500,2020-05-27,2020-05-26
KP0064B004,760.0,760.0,2020-05-27,A-01,2020-05-13,500,500,500,2020-05-27,2020-05-26
RA00000190,0.0,0.0,2020-12-06,A-01,2020-05-29,135,135,135,2020-07-21,2020-12-06
RA00000180,0.0,0.0,2020-07-22,A-01,2020-05-27,300,300,300,2020-07-21,2020-10-06
RA00000060,139.2,120.0,2020-07-22,A-01,2020-05-27,240,240,240,2020-07-21,2020-10-06
RA00000030,166.6,140.0,2020-07-22,A-01,2020-05-27,400,400,400,2020-07-21,2020-10-06
RA00000020,0.0,0.0,2020-07-22,A-01,2020-05-27,400,400,400,2020-07-21,2020-10-06
PVP0405439,690.79,580.5,2020-06-18,A-01,2020-01-16,15000,15000,15000,2020-06-23,2020-06-18
PVP0405439,230.27,193.5,2020-06-19,A-01,2020-01-17,5000,5000,5000,2020-06-23,2020-06-19
PVP0405439,657.64,552.64,2020-06-26,A-01,2020-05-20,14280,14280,14280,2020-06-23,2020-06-26
KS00300535,26.91,23.2,2020-03-07,B-01,2020-06-17,100,100,100,2020-06-07,2020-01-07
KU00020831,100.0,100.0,2020-06-25,A-01,2020-05-25,22,22,22,2020-06-25,2020-06-25
RA00000305,0.0,0.0,2022-02-02,A-01,2020-05-22,642,642,642,2020-11-06,2020-05-06
05920105,4367.4,3765.0,2020-02-07,A-01,2020-11-06,125,125,125,2020-01-07,2020-02-07
11000035,199.71,172.16,2020-03-07,A-01,2020-05-28,2,2,2,2020-02-07,2020-03-07
RA00000320,516.15,433.74,2020-12-06,A-01,2020-05-29,1227,1227,1227,2020-11-06,2020-12-06
RA00000340,14798.38,12435.61,2020-01-07,A-01,2020-02-28,2304,2304,2304,2020-07-13,2020-06-19
RA00000340,10818.98,9326.71,2020-08-07,A-01,2020-06-03,1728,1728,1728,2020-07-13,2020-06-26
39403559,45.48,42.5,2020-06-25,A-01,2020-05-28,500,500,500,2020-06-24,2020-06-25
O3 3-1393565-9,3.37,3.15,2020-06-25,A-01,2020-05-14,210,210,210,2020-06-24,2020-06-25
25000040,53.5,50.0,2020-06-25,A-01,2020-06-18,10000,10000,10000,2020-06-24,2020-06-25
00343013,4850.0,4850.0,2020-07-08,A-01,2020-05-15,250000,250000,250000,2020-06-08,2020-07-08
00368656,691.36,596.0,2020-08-14,A-01,2020-03-06,20000,20000,20000,2020-12-08,2020-08-14
17200110,521.22,438.0,2020-01-07,A-01,2020-03-06,210,210,210,2020-06-30,2020-01-07
KP00A7C001,3306.0,2850.0,2020-10-22,A-01,2020-10-06,10000,10000,10000,2020-10-22,2020-08-31
M0000009,264.97,222.66,2020-06-16,A-01,2020-11-06,1,1,1,2020-06-15,2020-06-16
00368634,908.28,783.0,2020-10-07,A-01,2020-11-06,540,540,540,2020-06-07,2020-06-19
HDE0900204,340.58,286.2,2020-06-19,A-01,2020-05-22,6000,6000,6000,2020-06-18,2020-06-19
HDE0H20006,6191.61,5337.59,2020-07-14,A-01,2020-02-06,6272,6272,6272,2020-05-08,2020-07-14
HDE0H20006,6191.6,5337.59,2020-07-08,A-01,2020-06-07,6272,6272,6272,2020-05-08,2020-07-08
RA00000320,820.12,707.0,2020-08-20,A-01,2020-06-24,2000,2000,2000,2020-08-19,2020-08-07
RA00000330,2926.68,2523.0,2020-08-20,A-01,2020-06-24,6000,6000,6000,2020-08-19,2020-08-07
RA00000370,200.1,172.5,2020-08-07,A-01,2020-06-24,5000,5000,5000,2020-08-19,2020-08-07
17200124,2153.28,1856.28,2020-07-17,A-01,2020-06-22,18600,18600,18600,2020-07-26,2020-07-17
RA00000340,7212.65,6217.8,2020-12-10,A-01,2020-06-22,1152,1152,1152,2020-09-28,1753-01-01
RA00000340,7212.65,6217.8,2020-09-24,A-01,2020-01-04,1152,1152,1152,2020-09-28,2020-07-22
RA00000340,14425.31,12435.61,2020-12-10,A-01,2020-08-04,2304,2304,2304,2020-12-10,2020-07-29
RA00000340,9917.4,8549.48,2020-12-10,A-01,2020-06-22,1584,1584,1584,2020-11-11,1753-01-01
RA00000340,4507.91,3886.13,2020-11-13,A-01,2020-04-15,720,720,720,2020-11-11,2020-05-08
RA00000340,14314.66,12340.22,2020-11-20,A-01,2020-04-29,2304,2304,2304,2020-11-19,2020-08-19
RA00000340,14314.66,12340.22,2020-11-27,A-01,2020-11-06,2304,2304,2304,2020-11-26,2020-01-10
RA00000340,14798.38,12435.61,2021-12-01,A-01,2020-06-17,2304,2304,2304,2021-10-01,2020-07-10
RA00000340,14798.38,12435.61,2022-02-02,A-01,2020-07-15,2304,2304,2304,2021-01-24,2020-04-11
RA00000620,566.82,488.64,2020-03-06,A-01,2020-08-04,6000,6000,6000,2020-02-07,2020-03-06
19600161,481.55,415.13,2033-03-03,A-01,2020-06-29,1025,1025,1025,2020-08-07,2020-10-07
19800062,8473.78,7304.98,2020-06-11,Z-GEISLER,2020-06-26,115,115,115,2020-05-11,2020-05-11
PVP0405439,448.92,387.0,2020-08-25,A-01,2020-07-28,10000,10000,10000,2020-08-31,2020-08-28
PVP0405439,448.92,387.0,2020-04-09,A-01,2020-07-28,10000,10000,10000,2020-08-31,2020-04-09
PVP0492600,1373.44,1184.0,2020-07-09,A-01,2020-06-19,200000,200000,200000,2020-07-09,2020-08-28
HDE0700479,470.29,395.2,2020-03-07,A-01,2020-06-29,5200,5200,5200,2020-07-07,2020-03-07
KP0063B009,7473.65,6442.8,2020-11-20,A-01,2020-07-24,156,156,156,2020-07-12,2020-10-16
KP0063B009,24672.62,21269.5,2020-08-12,A-01,2020-09-15,515,515,515,2020-07-12,2020-08-12
M0000009,516.57,445.32,2020-07-07,A-01,2020-02-07,2,2,2,2020-06-07,2020-07-07
HDE0H06006,617.82,532.6,2020-09-14,A-01,2020-09-09,10000,10000,10000,2020-09-13,2020-09-14
HDE0H03340,162.23,139.85,2020-08-31,A-01,2020-08-07,489,489,489,2020-08-30,2020-08-31
HDE0H03341,268.72,231.66,2020-08-31,A-01,2020-08-07,810,810,810,2020-08-30,2020-08-31
11000055,309.86,267.12,2020-07-08,A-01,2020-09-07,6,6,6,2020-06-08,2020-07-08
KU00022227,219.35,219.35,2020-08-21,A-01,2020-09-07,5000,5000,5000,2020-08-24,2020-08-21
KU00047948-1,339.65,292.8,2020-07-08,A-01,2020-09-07,12000,12000,12000,2020-03-08,2020-07-08
KU00022360,349.57,301.35,2020-09-18,A-01,2020-09-07,5740,5740,5740,2020-09-15,2020-09-18
KU00022392,66.12,57.0,2020-07-24,A-01,2020-09-07,6000,6000,6000,2020-07-23,2020-07-24
M0000009,258.29,222.66,2020-07-14,A-01,2020-09-07,1,1,1,2020-07-14,2020-07-14
22001421,3091.4,2665.0,2020-07-29,A-01,2020-08-07,3250,3250,3250,2020-07-28,2020-07-29
D470000102,462.84,399.0,2020-07-24,A-PROD,2020-07-24,300,300,300,2020-07-23,2020-07-24
M0000009,516.57,445.32,2022-02-02,A-01,2020-07-21,2,2,2,2020-07-20,2020-07-21
D470000120,1921.19,1656.2,2020-08-28,A-01,2020-08-28,260,260,260,2020-08-27,2020-07-22
00345677,802.66,691.95,2020-12-08,Z-DIEHL,2020-07-17,5187,5187,5187,2020-11-08,2020-12-08
00345655,802.66,691.95,2020-12-08,Z-DIEHL,2020-07-17,5187,5187,5187,2020-11-08,2020-12-08
DMR0000021,236.44,203.83,2020-08-27,A-01,2020-07-17,9,9,9,2020-08-30,2020-08-21
RA00000246,635.29,547.66,2020-06-08,A-01,2020-07-23,1152,1152,1152,2020-08-19,2020-06-08
RA00000246,635.28,547.66,2020-08-13,A-01,2020-07-30,1152,1152,1152,2020-08-19,2020-08-13
RA00000246,635.29,547.66,2022-02-02,A-01,2020-08-19,1152,1152,1152,2020-08-19,2020-02-09
RA00000250,6773.47,5839.2,2020-09-18,A-01,2020-05-29,3600,3600,3600,2020-09-16,2020-09-18
RA00000270,5900.0,5900.0,2020-09-25,A-01,2020-08-14,10000,10000,10000,2020-09-24,2020-09-25
RA00000260,2268.96,1956.0,2020-06-11,A-01,2020-03-07,40000,40000,40000,2020-05-11,2020-06-11
RA00000360,581.16,501.0,2020-10-19,A-01,2020-10-19,30000,30000,30000,2020-10-20,2020-10-19
22001456,1141.44,984.0,2022-02-02,A-01,2020-07-23,800,800,800,2020-09-20,1753-01-01
D470000104,61.11,52.68,2020-07-23,A-01,2020-07-23,600,600,600,2020-07-23,2020-07-23
D470000106,40.23,34.68,2020-07-23,A-01,2020-07-23,600,600,600,2020-07-23,2020-07-23
D470000105,22.24,19.17,2020-07-23,A-01,2020-07-23,300,300,300,2020-07-23,2020-07-23
D470000111,142.91,123.2,2020-07-23,A-01,2020-07-23,1100,1100,1100,2020-07-23,2020-07-23
D470000112,270.28,233.0,2020-07-23,A-01,2020-07-23,1,1,1,2020-07-23,1753-01-01
PVP0405439,448.92,387.0,2020-11-09,A-01,2020-07-28,10000,10000,10000,2020-09-22,2020-11-09
PVP0405439,448.92,387.0,2020-09-17,A-01,2020-07-28,10000,10000,10000,2020-09-22,2020-09-18
PVP0405439,448.92,387.0,2020-09-23,A-01,2020-07-28,10000,10000,10000,2020-09-22,2020-09-25
17200142,2143.39,1847.75,2020-04-09,A-01,2020-07-28,25000,25000,25000,2020-02-09,2020-04-09
17200122,949.88,818.86,2020-11-09,A-01,2020-07-28,21269,21269,21269,2020-10-09,2020-11-09
17200135,4824.38,4158.95,2020-08-25,A-01,2020-07-28,18650,18650,18650,2020-08-24,2020-08-28
HDE0610275,696.0,600.0,2020-07-09,A-01,2020-07-28,10000,10000,10000,2020-06-09,2020-04-09
HDE0H03342,322.47,277.99,2020-11-09,A-01,2020-07-28,972,972,972,2020-10-09,2020-11-09
HDE0H03343,376.21,324.32,2020-11-09,A-01,2020-07-28,1134,1134,1134,2020-10-09,2020-11-09
HDE0H03344,373.89,322.32,2020-11-09,A-01,2020-07-28,1127,1127,1127,2020-10-09,2020-11-09
HDE0H03345,320.49,276.28,2020-11-09,A-01,2020-07-28,966,966,966,2020-10-09,2020-11-09
HDE0H03445,267.06,230.23,2020-11-09,A-01,2020-07-28,805,805,805,2020-10-09,2020-11-09
HDE0H03446,267.07,230.23,2020-11-09,A-01,2020-07-28,805,805,805,2020-10-09,2020-11-09
HDE0H03447,265.41,228.8,2020-11-09,A-01,2020-07-28,800,800,800,2020-10-09,2020-11-09
18000000,719.2,620.0,2020-08-13,A-01,2020-11-06,400,400,400,2020-08-13,2020-08-13
18200831,4941.6,4260.0,2020-08-21,A-01,2020-07-30,2000,2000,2000,2020-08-19,2020-08-21
05920391,866.52,747.0,2020-08-14,A-01,2020-07-30,30,30,30,2020-08-18,2020-08-14
KU00022363,238.03,205.2,2020-09-23,A-01,2020-03-08,15200,15200,15200,2020-09-22,2020-09-18
KU00017704,330.6,285.0,2020-09-25,A-01,2020-03-08,3000,3000,3000,2020-09-23,2020-09-25
17000195,6810.19,5722.85,2021-12-01,B-01,2021-07-09,3500,3500,3500,2021-05-17,2021-12-01
17000195,1702.55,1430.71,2021-02-17,B-01,2020-07-09,875,875,875,2021-05-17,2021-02-18
17000195,2101.43,1765.91,2021-03-17,B-01,2020-07-09,1080,1080,1080,2021-05-17,2021-03-17
17000195,10437.11,8770.68,2021-05-18,B-01,2020-07-09,5364,5364,5364,2021-05-17,2021-01-04
M0000009,516.57,445.32,2020-04-08,A-01,2020-03-08,2,2,2,2020-03-08,2020-04-08
17000188,4982.23,4186.75,2021-08-02,B-01,2020-07-09,4044,4044,4044,2022-06-01,2021-05-02
17000188,4928.03,4141.2,2021-05-31,B-01,2020-07-09,4000,4000,4000,2022-06-01,2021-05-31
17000188,8081.97,6791.57,2021-11-10,B-01,2020-07-09,6560,6560,6560,2022-06-01,2021-08-30
17000188,9166.13,7702.63,2021-10-18,B-01,2021-03-17,7440,7440,7440,2022-06-01,2021-01-10
17000188,8829.37,7611.53,2022-10-01,B-01,2021-03-17,7352,7352,7352,2022-06-01,2022-09-01
17000188,10516.06,8837.03,2022-01-04,B-01,2021-03-17,2307,2307,7250,2022-06-01,2022-01-04
17000188,10516.07,8837.03,2022-01-07,B-01,2021-03-17,0,0,7250,2022-06-01,2022-01-07
17000188,9790.82,8227.58,2022-04-10,B-01,2021-03-17,0,0,6750,2022-06-01,2022-01-10
18000000,899.0,775.0,2020-10-23,A-01,2020-05-08,500,500,500,2020-03-11,2020-11-09
18000000,8091.0,6975.0,2019-04-18,A-01,2019-02-14,4500,4500,4500,2020-03-11,1753-01-01
HDE0H39001,615.38,530.5,2020-02-10,A-01,2020-09-09,5000,5000,5000,2020-09-30,2020-02-10
M0000009,516.57,445.32,2020-11-08,A-01,2020-07-08,2,2,2,2020-10-08,2020-11-08
HDE0H03346,267.07,230.23,2020-09-18,A-01,2020-07-08,805,805,805,2020-09-17,2020-09-18
HDE0H03347,212.32,183.04,2020-09-18,A-01,2020-07-08,640,640,640,2020-09-17,2020-09-18
HDE0H03443,268.73,231.66,2020-09-18,A-01,2020-07-08,810,810,810,2020-09-17,2020-09-18
HDE0H03444,320.48,276.28,2020-09-18,A-01,2020-07-08,966,966,966,2020-09-17,2020-09-18
HDE0H03448,265.41,228.8,2020-09-18,A-01,2020-07-08,800,800,800,2020-09-17,2020-09-18
RA00000560,172.61,148.8,2020-08-21,A-01,2020-08-21,1000,1000,1000,2020-08-18,2020-08-21
RA00000170,134.56,116.0,2020-08-14,A-01,2020-07-31,232,232,232,2020-08-13,2020-08-14
RA00000050,99.35,85.65,2020-04-09,A-01,2020-11-08,4461,4461,4461,2020-03-09,2020-04-09
BI00300017,25044.26,21045.6,2021-04-15,B-01,2020-12-23,1776,1776,1776,2021-04-15,2021-04-15
18200833,2644.8,2280.0,2020-09-25,A-01,2020-08-13,1000,1000,1000,2020-09-24,2020-09-25
KU00022395,88.16,76.0,2020-08-28,A-01,2020-08-13,4000,4000,4000,2020-08-24,2020-08-28
HDE0H24001,1408.24,1214.0,2020-10-29,A-01,2020-08-17,20000,20000,20000,2020-10-29,2020-09-10
00345655,802.66,691.95,2020-09-09,Z-DIEHL,2020-08-18,5187,5187,5187,2020-07-09,2020-09-09
00345677,802.66,691.95,2020-09-09,Z-DIEHL,2020-08-18,5187,5187,5187,2020-07-09,2020-09-09
KP00001111,116.0,100.0,2020-08-21,A-01,2020-08-18,200,200,200,2020-08-19,2020-08-27
KP00001112,116.0,100.0,2020-08-21,A-01,2020-08-18,200,200,200,2020-08-19,2020-08-27
KP00001114,116.0,100.0,2020-08-21,A-01,2020-08-18,200,200,200,2020-08-19,2020-08-27
KP00001113,116.0,100.0,2020-08-21,A-01,2020-06-18,200,200,200,2020-08-19,2020-08-27
PVP0405439,897.84,774.0,2020-02-10,A-01,2020-08-18,20000,20000,20000,2020-10-14,2020-02-10
PVP0405439,448.92,387.0,2020-09-10,A-01,2020-08-18,10000,10000,10000,2020-10-14,2020-09-10
PVP0405439,448.92,387.0,2020-10-16,A-01,2020-08-18,10000,10000,10000,2020-10-14,2020-10-16
15000051,7985.14,6883.74,2020-09-25,A-01,2020-08-18,501,501,501,2020-01-10,2020-09-25
17200124,1389.22,1197.6,2020-07-10,A-01,2020-08-19,12000,12000,12000,2020-06-10,2020-09-18
15000036,702.31,605.44,2020-10-16,A-01,2020-08-19,473,473,473,2020-08-10,2020-10-16
00987500,318.16,274.28,2020-02-10,A-01,2020-08-19,1,1,1,2020-09-15,2020-02-10
22001544,211.93,182.7,2020-09-23,A-01,2020-08-20,6300,6300,6300,2020-09-22,2020-09-25
KU00057378,867.22,747.6,2020-10-23,A-01,2020-08-19,2400,2400,2400,2020-10-20,2020-10-23
HDE0H03446,267.07,230.23,2020-09-25,A-01,2020-08-19,805,805,805,2020-09-24,2020-09-25
HDE0H03447,265.4,228.8,2020-09-25,A-01,2020-08-19,800,800,800,2020-09-24,2020-09-25
HDE0H03449,265.41,228.8,2020-09-25,A-01,2020-08-19,800,800,800,2020-09-24,2020-09-25
HDE0H04002,1493.5,1287.5,2020-09-15,A-01,2020-09-09,25000,25000,25000,2020-09-13,2020-09-15
HDE0H05003,3173.76,2736.0,2020-10-19,A-01,2020-03-08,20000,20000,20000,2020-10-15,2020-10-19
40063526,697.67,601.44,2020-09-25,A-01,2020-08-19,3200,3200,3200,2020-09-21,2020-09-25
40063527,778.78,671.36,2020-09-25,A-01,2020-08-19,3200,3200,3200,2020-09-21,2020-09-25
DMR0000028,28.78,24.81,2020-09-15,A-01,2020-01-09,1,1,1,2020-09-13,2020-09-15
DMR0000020,159.73,137.7,2020-09-15,A-01,2020-11-08,5,5,5,2020-09-13,2020-09-15
