vendor_no,purchase_no,amount,location_code,order_date,qty_invoiced,qty_received,qty,receipt_date,requested_date
K00016,40063526,601.44,A-01,2020-03-04,3200,3200,3200,2020-06-05,2020-05-15
K00016,40063527,671.36,A-01,2020-03-04,3200,3200,3200,2020-06-05,2020-05-15
K00876,M0000009,445.32,A-01,2020-06-04,2,2,2,2020-06-04,2020-07-04
K04805,RA00000740,1014.42,A-01,2020-09-04,87,87,87,2020-04-23,2020-04-24
K04805,RA00000750,349.8,A-01,2020-09-04,30,30,30,2020-04-23,2020-04-24
K00633,39403559,42.5,A-01,2020-04-21,500,500,500,2020-05-13,2020-05-19
K00633,O3 4-1393565-4,6.3,A-01,2020-04-23,420,420,420,2020-05-13,2020-07-05
K00633,O3 4-1393565-4,3.15,A-01,2020-04-23,210,210,210,2020-05-13,2020-07-05
K03909,HDE0700479,395.2,A-01,2020-08-04,5200,5200,5200,2020-04-16,2020-04-17
K00130,01062684,1066.51,A-01,2020-04-14,81,81,81,2020-04-27,2020-04-17
K04797,RA00000370,2760.0,A-01,2020-05-29,8000,8000,8000,2020-11-06,2020-12-06
K04797,RA00000330,3364.0,A-01,2020-05-29,8000,8000,8000,2020-11-06,2020-12-06
K03822,KU00024748-5,9980.0,A-01,2020-04-15,2000,2000,2000,2020-02-06,2020-03-06
K00206,KU00021686,195.25,A-01,2020-04-15,5500,5500,5500,2020-05-26,2020-05-29
K00621,28003534,773.6,A-01,2020-04-15,13000,13000,13000,2020-07-07,2020-10-07
K00074,00469846,1923.57,Z-DIEHL,2020-08-05,14740,14740,14740,2020-05-28,2020-05-29
K00633,O3 3-1393565-9,3.15,A-01,2020-07-04,210,210,210,2020-05-13,2020-05-19
K00633,25000039,50.0,A-01,2020-12-05,10000,10000,10000,2020-05-13,2020-05-19
K00876,M0000009,445.32,A-01,2020-04-20,2,2,2,2020-04-20,2020-04-21
K00033,KP0064C015,220.19,A-01,2020-04-27,699,699,699,2020-05-27,2020-05-29
K04386,KU00022240-1,400.0,A-01,2020-04-22,1000,1000,1000,2020-05-26,2020-05-29
K00074,00345677,691.95,Z-DIEHL,2020-04-22,5187,5187,5187,2020-08-06,2020-10-06
K00074,00345655,691.95,Z-DIEHL,2020-04-22,5187,5187,5187,2020-08-06,2020-10-06
K00633,O3 1-1393583-3,8.55,A-01,2020-04-16,90,90,90,2020-04-05,2020-04-30
K00876,M0000009,445.32,A-01,2020-04-27,2,2,2,2020-04-27,2020-04-28
K03398,D440000511,942.0,A-01,2020-06-05,30,30,30,2020-06-16,2020-06-17
K00147,29201611,4851.12,A-01,2020-08-20,2958,2958,2958,2020-08-10,2020-02-10
K04152,HDE0H03341,185.33,A-01,2020-04-29,648,648,648,2020-06-22,2020-05-06
K04152,HDE0H03342,231.66,A-01,2020-04-29,810,810,810,2020-06-22,2020-05-06
K04152,HDE0H03343,231.66,A-01,2020-04-29,810,810,810,2020-06-22,2020-05-06
K04152,HDE0H03344,460.46,A-01,2020-04-29,1610,1610,1610,2020-06-22,2020-05-06
K04152,HDE0H03345,276.28,A-01,2020-04-29,966,966,966,2020-06-22,2020-05-06
K04152,HDE0H03346,276.28,A-01,2020-04-29,966,966,966,2020-06-22,2020-05-06
K04152,HDE0H03349,183.04,A-01,2020-04-29,640,640,640,2020-06-22,2020-05-06
K04152,HDE0H03442,139.0,A-01,2020-04-29,486,486,486,2020-06-22,2020-05-06
K04152,HDE0H03443,231.66,A-01,2020-04-29,810,810,810,2020-06-22,2020-05-06
K04152,HDE0H03444,322.32,A-01,2020-04-29,1127,1127,1127,2020-06-22,2020-05-06
K04152,HDE0H03445,230.23,A-01,2020-04-29,805,805,805,2020-06-22,2020-05-06
K04152,HDE0H03446,368.37,A-01,2020-04-29,1288,1288,1288,2020-06-22,2020-05-06
K04152,HDE0H03447,366.08,A-01,2020-04-29,1280,1280,1280,2020-06-22,2020-05-06
K04152,HDE0H03448,366.08,A-01,2020-04-29,1280,1280,1280,2020-06-22,2020-05-06
K04152,HDE0H03449,228.8,A-01,2020-04-29,800,800,800,2020-06-22,2020-05-06
K04152,HDE0H03450,183.04,A-01,2020-04-29,640,640,640,2020-06-22,2020-05-06
K04152,HDE0H26001,758.91,A-01,2020-04-29,3136,3136,3136,2020-06-07,2020-03-07
K04803,PVP0405439,774.0,A-01,2020-05-20,20000,20000,20000,2020-08-06,2020-05-25
K04803,PVP0405439,774.0,A-01,2020-12-05,20000,20000,20000,2020-08-06,2020-05-06
K04803,PVP0405439,1161.0,A-01,2020-12-05,30000,30000,30000,2020-08-06,2020-12-06
K00876,M0000009,222.66,A-01,2020-06-05,1,1,1,2020-06-05,2020-07-05
K03665,18200831,4260.0,A-01,2020-06-05,2000,2000,2000,2020-05-27,2020-05-29
K01031,00987816,5040.0,A-01,2020-07-05,200,200,200,2020-03-06,2020-04-06
K01031,00987836,252.0,A-01,2020-07-05,10,10,10,2020-03-06,2020-04-06
K00268,27602381,13136.89,A-01,2020-07-05,1000,1000,1000,2020-05-10,2020-09-25
K00633,39403559,42.5,A-01,2020-12-05,500,500,500,2020-08-06,2020-09-06
K00633,O3 1-1393565-6,2.1,A-01,2020-05-29,300,300,300,2020-08-06,2020-12-06
K00633,29300357,13.0,A-01,2020-05-19,1000,1000,1000,2020-08-06,2020-09-06
K00633,O3 1-1393583-3,29.45,A-01,2020-05-29,310,310,310,2020-08-06,2020-12-06
K03902,17000539,86.95,A-01,2020-12-05,1000,1000,1000,2020-05-18,2020-05-15
K04769,KP0064B003,760.0,A-01,2020-05-13,500,500,500,2020-05-27,2020-05-26
K04769,KP0064B004,760.0,A-01,2020-05-13,500,500,500,2020-05-27,2020-05-26
K04797,RA00000190,0.0,A-01,2020-05-29,135,135,135,2020-07-21,2020-12-06
K04797,RA00000180,0.0,A-01,2020-05-27,300,300,300,2020-07-21,2020-10-06
K04797,RA00000060,120.0,A-01,2020-05-27,240,240,240,2020-07-21,2020-10-06
K04797,RA00000030,140.0,A-01,2020-05-27,400,400,400,2020-07-21,2020-10-06
K04797,RA00000020,0.0,A-01,2020-05-27,400,400,400,2020-07-21,2020-10-06
K04803,PVP0405439,580.5,A-01,2020-01-16,15000,15000,15000,2020-06-23,2020-06-18
K04803,PVP0405439,193.5,A-01,2020-01-17,5000,5000,5000,2020-06-23,2020-06-19
K04803,PVP0405439,552.64,A-01,2020-05-20,14280,14280,14280,2020-06-23,2020-06-26
K03909,KS00300535,23.2,B-01,2020-06-17,100,100,100,2020-06-07,2020-01-07
K00130,KU00020831,100.0,A-01,2020-05-25,22,22,22,2020-06-25,2020-06-25
K04797,RA00000305,0.0,A-01,2020-05-22,642,642,642,2020-11-06,2020-05-06
K03088,05920105,3765.0,A-01,2020-11-06,125,125,125,2020-01-07,2020-02-07
K03393,11000035,172.16,A-01,2020-05-28,2,2,2,2020-02-07,2020-03-07
K04797,RA00000320,433.74,A-01,2020-05-29,1227,1227,1227,2020-11-06,2020-12-06
K04848,RA00000340,12435.61,A-01,2020-02-28,2304,2304,2304,2020-07-13,2020-06-19
K04848,RA00000340,9326.71,A-01,2020-06-03,1728,1728,1728,2020-07-13,2020-06-26
K00633,39403559,42.5,A-01,2020-05-28,500,500,500,2020-06-24,2020-06-25
K00633,O3 3-1393565-9,3.15,A-01,2020-05-14,210,210,210,2020-06-24,2020-06-25
K00633,25000040,50.0,A-01,2020-06-18,10000,10000,10000,2020-06-24,2020-06-25
K02606,00343013,4850.0,A-01,2020-05-15,250000,250000,250000,2020-06-08,2020-07-08
K04786,00368656,596.0,A-01,2020-03-06,20000,20000,20000,2020-12-08,2020-08-14
K00130,17200110,438.0,A-01,2020-03-06,210,210,210,2020-06-30,2020-01-07
K02734,KP00A7C001,2850.0,A-01,2020-10-06,10000,10000,10000,2020-10-22,2020-08-31
K00876,M0000009,222.66,A-01,2020-11-06,1,1,1,2020-06-15,2020-06-16
K00025,00368634,783.0,A-01,2020-11-06,540,540,540,2020-06-07,2020-06-19
K02517,HDE0900204,286.2,A-01,2020-05-22,6000,6000,6000,2020-06-18,2020-06-19
K02747,HDE0H20006,5337.59,A-01,2020-02-06,6272,6272,6272,2020-05-08,2020-07-14
K02747,HDE0H20006,5337.59,A-01,2020-06-07,6272,6272,6272,2020-05-08,2020-07-08
K04797,RA00000320,707.0,A-01,2020-06-24,2000,2000,2000,2020-08-19,2020-08-07
K04797,RA00000330,2523.0,A-01,2020-06-24,6000,6000,6000,2020-08-19,2020-08-07
K04797,RA00000370,172.5,A-01,2020-06-24,5000,5000,5000,2020-08-19,2020-08-07
K02699,17200124,1856.28,A-01,2020-06-22,18600,18600,18600,2020-07-26,2020-07-17
K04848,RA00000340,6217.8,A-01,2020-01-04,1152,1152,1152,2020-09-28,2020-07-22
K04848,RA00000340,12435.61,A-01,2020-08-04,2304,2304,2304,2020-12-10,2020-07-29
K04848,RA00000340,3886.13,A-01,2020-04-15,720,720,720,2020-11-11,2020-05-08
K04848,RA00000340,12340.22,A-01,2020-04-29,2304,2304,2304,2020-11-19,2020-08-19
K04848,RA00000340,12340.22,A-01,2020-11-06,2304,2304,2304,2020-11-26,2020-01-10
K04848,RA00000340,12435.61,A-01,2020-06-17,2304,2304,2304,2021-10-01,2020-07-10
K04848,RA00000340,12435.61,A-01,2020-07-15,2304,2304,2304,2021-01-24,2020-04-11
K04864,RA00000620,488.64,A-01,2020-08-04,6000,6000,6000,2020-02-07,2020-03-06
K01401,19600161,415.13,A-01,2020-06-29,1025,1025,1025,2020-08-07,2020-10-07
K04820,19800062,7304.98,Z-GEISLER,2020-06-26,115,115,115,2020-05-11,2020-05-11
K04803,PVP0405439,387.0,A-01,2020-07-28,10000,10000,10000,2020-08-31,2020-08-28
K04803,PVP0405439,387.0,A-01,2020-07-28,10000,10000,10000,2020-08-31,2020-04-09
K04068,PVP0492600,1184.0,A-01,2020-06-19,200000,200000,200000,2020-07-09,2020-08-28
K03909,HDE0700479,395.2,A-01,2020-06-29,5200,5200,5200,2020-07-07,2020-03-07
K04791,KP0063B009,6442.8,A-01,2020-07-24,156,156,156,2020-07-12,2020-10-16
K04791,KP0063B009,21269.5,A-01,2020-09-15,515,515,515,2020-07-12,2020-08-12
K00876,M0000009,445.32,A-01,2020-02-07,2,2,2,2020-06-07,2020-07-07
K04660,HDE0H06006,532.6,A-01,2020-09-09,10000,10000,10000,2020-09-13,2020-09-14
K04152,HDE0H03340,139.85,A-01,2020-08-07,489,489,489,2020-08-30,2020-08-31
K04152,HDE0H03341,231.66,A-01,2020-08-07,810,810,810,2020-08-30,2020-08-31
K00806,11000055,267.12,A-01,2020-09-07,6,6,6,2020-06-08,2020-07-08
K03700,KU00022227,219.35,A-01,2020-09-07,5000,5000,5000,2020-08-24,2020-08-21
K03154,KU00047948-1,292.8,A-01,2020-09-07,12000,12000,12000,2020-03-08,2020-07-08
K02760,KU00022360,301.35,A-01,2020-09-07,5740,5740,5740,2020-09-15,2020-09-18
K03085,KU00022392,57.0,A-01,2020-09-07,6000,6000,6000,2020-07-23,2020-07-24
K00876,M0000009,222.66,A-01,2020-09-07,1,1,1,2020-07-14,2020-07-14
K03143,22001421,2665.0,A-01,2020-08-07,3250,3250,3250,2020-07-28,2020-07-29
K04440,D470000102,399.0,A-PROD,2020-07-24,300,300,300,2020-07-23,2020-07-24
K00876,M0000009,445.32,A-01,2020-07-21,2,2,2,2020-07-20,2020-07-21
K03088,D470000120,1656.2,A-01,2020-08-28,260,260,260,2020-08-27,2020-07-22
K00074,00345677,691.95,Z-DIEHL,2020-07-17,5187,5187,5187,2020-11-08,2020-12-08
K00074,00345655,691.95,Z-DIEHL,2020-07-17,5187,5187,5187,2020-11-08,2020-12-08
K02437,DMR0000021,203.83,A-01,2020-07-17,9,9,9,2020-08-30,2020-08-21
K04797,RA00000246,547.66,A-01,2020-07-23,1152,1152,1152,2020-08-19,2020-06-08
K04797,RA00000246,547.66,A-01,2020-07-30,1152,1152,1152,2020-08-19,2020-08-13
K04797,RA00000246,547.66,A-01,2020-08-19,1152,1152,1152,2020-08-19,2020-02-09
K04850,RA00000250,5839.2,A-01,2020-05-29,3600,3600,3600,2020-09-16,2020-09-18
K04851,RA00000270,5900.0,A-01,2020-08-14,10000,10000,10000,2020-09-24,2020-09-25
K03094,RA00000260,1956.0,A-01,2020-03-07,40000,40000,40000,2020-05-11,2020-06-11
K04491,RA00000360,501.0,A-01,2020-10-19,30000,30000,30000,2020-10-20,2020-10-19
K00514,D470000104,52.68,A-01,2020-07-23,600,600,600,2020-07-23,2020-07-23
K00514,D470000106,34.68,A-01,2020-07-23,600,600,600,2020-07-23,2020-07-23
K00514,D470000105,19.17,A-01,2020-07-23,300,300,300,2020-07-23,2020-07-23
K00514,D470000111,123.2,A-01,2020-07-23,1100,1100,1100,2020-07-23,2020-07-23
K04803,PVP0405439,387.0,A-01,2020-07-28,10000,10000,10000,2020-09-22,2020-11-09
K04803,PVP0405439,387.0,A-01,2020-07-28,10000,10000,10000,2020-09-22,2020-09-18
K04803,PVP0405439,387.0,A-01,2020-07-28,10000,10000,10000,2020-09-22,2020-09-25
K03545,17200142,1847.75,A-01,2020-07-28,25000,25000,25000,2020-02-09,2020-04-09
K02809,17200122,818.86,A-01,2020-07-28,21269,21269,21269,2020-10-09,2020-11-09
K03068,17200135,4158.95,A-01,2020-07-28,18650,18650,18650,2020-08-24,2020-08-28
K04491,HDE0610275,600.0,A-01,2020-07-28,10000,10000,10000,2020-06-09,2020-04-09
K04152,HDE0H03342,277.99,A-01,2020-07-28,972,972,972,2020-10-09,2020-11-09
K04152,HDE0H03343,324.32,A-01,2020-07-28,1134,1134,1134,2020-10-09,2020-11-09
K04152,HDE0H03344,322.32,A-01,2020-07-28,1127,1127,1127,2020-10-09,2020-11-09
K04152,HDE0H03345,276.28,A-01,2020-07-28,966,966,966,2020-10-09,2020-11-09
K04152,HDE0H03445,230.23,A-01,2020-07-28,805,805,805,2020-10-09,2020-11-09
K04152,HDE0H03446,230.23,A-01,2020-07-28,805,805,805,2020-10-09,2020-11-09
K04152,HDE0H03447,228.8,A-01,2020-07-28,800,800,800,2020-10-09,2020-11-09
K00967,18000000,620.0,A-01,2020-11-06,400,400,400,2020-08-13,2020-08-13
K03665,18200831,4260.0,A-01,2020-07-30,2000,2000,2000,2020-08-19,2020-08-21
K04250,05920391,747.0,A-01,2020-07-30,30,30,30,2020-08-18,2020-08-14
K00206,KU00022363,205.2,A-01,2020-03-08,15200,15200,15200,2020-09-22,2020-09-18
K02742,KU00017704,285.0,A-01,2020-03-08,3000,3000,3000,2020-09-23,2020-09-25
K02739,17000195,5722.85,B-01,2021-07-09,3500,3500,3500,2021-05-17,2021-12-01
K02739,17000195,1430.71,B-01,2020-07-09,875,875,875,2021-05-17,2021-02-18
K02739,17000195,1765.91,B-01,2020-07-09,1080,1080,1080,2021-05-17,2021-03-17
K02739,17000195,8770.68,B-01,2020-07-09,5364,5364,5364,2021-05-17,2021-01-04
K00876,M0000009,445.32,A-01,2020-03-08,2,2,2,2020-03-08,2020-04-08
K02739,17000188,4186.75,B-01,2020-07-09,4044,4044,4044,2022-06-01,2021-05-02
K02739,17000188,4141.2,B-01,2020-07-09,4000,4000,4000,2022-06-01,2021-05-31
K02739,17000188,6791.57,B-01,2020-07-09,6560,6560,6560,2022-06-01,2021-08-30
K02739,17000188,7702.63,B-01,2021-03-17,7440,7440,7440,2022-06-01,2021-01-10
K02739,17000188,7611.53,B-01,2021-03-17,7352,7352,7352,2022-06-01,2022-09-01
K02739,17000188,8837.03,B-01,2021-03-17,2307,2307,7250,2022-06-01,2022-01-04
K02739,17000188,8837.03,B-01,2021-03-17,0,0,7250,2022-06-01,2022-01-07
K02739,17000188,8227.58,B-01,2021-03-17,0,0,6750,2022-06-01,2022-01-10
K00967,18000000,775.0,A-01,2020-05-08,500,500,500,2020-03-11,2020-11-09
K03447,HDE0H39001,530.5,A-01,2020-09-09,5000,5000,5000,2020-09-30,2020-02-10
K00876,M0000009,445.32,A-01,2020-07-08,2,2,2,2020-10-08,2020-11-08
K04152,HDE0H03346,230.23,A-01,2020-07-08,805,805,805,2020-09-17,2020-09-18
K04152,HDE0H03347,183.04,A-01,2020-07-08,640,640,640,2020-09-17,2020-09-18
K04152,HDE0H03443,231.66,A-01,2020-07-08,810,810,810,2020-09-17,2020-09-18
K04152,HDE0H03444,276.28,A-01,2020-07-08,966,966,966,2020-09-17,2020-09-18
K04152,HDE0H03448,228.8,A-01,2020-07-08,800,800,800,2020-09-17,2020-09-18
K04859,RA00000560,148.8,A-01,2020-08-21,1000,1000,1000,2020-08-18,2020-08-21
K04797,RA00000170,116.0,A-01,2020-07-31,232,232,232,2020-08-13,2020-08-14
K04797,RA00000050,85.65,A-01,2020-11-08,4461,4461,4461,2020-03-09,2020-04-09
K03938,BI00300017,21045.6,B-01,2020-12-23,1776,1776,1776,2021-04-15,2021-04-15
K03665,18200833,2280.0,A-01,2020-08-13,1000,1000,1000,2020-09-24,2020-09-25
K03085,KU00022395,76.0,A-01,2020-08-13,4000,4000,4000,2020-08-24,2020-08-28
K03094,HDE0H24001,1214.0,A-01,2020-08-17,20000,20000,20000,2020-10-29,2020-09-10
K00074,00345655,691.95,Z-DIEHL,2020-08-18,5187,5187,5187,2020-07-09,2020-09-09
K00074,00345677,691.95,Z-DIEHL,2020-08-18,5187,5187,5187,2020-07-09,2020-09-09
K02729,KP00001111,100.0,A-01,2020-08-18,200,200,200,2020-08-19,2020-08-27
K02729,KP00001112,100.0,A-01,2020-08-18,200,200,200,2020-08-19,2020-08-27
K02729,KP00001114,100.0,A-01,2020-08-18,200,200,200,2020-08-19,2020-08-27
K02729,KP00001113,100.0,A-01,2020-06-18,200,200,200,2020-08-19,2020-08-27
K04803,PVP0405439,774.0,A-01,2020-08-18,20000,20000,20000,2020-10-14,2020-02-10
K04803,PVP0405439,387.0,A-01,2020-08-18,10000,10000,10000,2020-10-14,2020-09-10
K04803,PVP0405439,387.0,A-01,2020-08-18,10000,10000,10000,2020-10-14,2020-10-16
K02699,15000051,6883.74,A-01,2020-08-18,501,501,501,2020-01-10,2020-09-25
K02699,17200124,1197.6,A-01,2020-08-19,12000,12000,12000,2020-06-10,2020-09-18
K02806,15000036,605.44,A-01,2020-08-19,473,473,473,2020-08-10,2020-10-16
K00444,00987500,274.28,A-01,2020-08-19,1,1,1,2020-09-15,2020-02-10
K03909,22001544,182.7,A-01,2020-08-20,6300,6300,6300,2020-09-22,2020-09-25
K00016,KU00057378,747.6,A-01,2020-08-19,2400,2400,2400,2020-10-20,2020-10-23
K04152,HDE0H03446,230.23,A-01,2020-08-19,805,805,805,2020-09-24,2020-09-25
K04152,HDE0H03447,228.8,A-01,2020-08-19,800,800,800,2020-09-24,2020-09-25
K04152,HDE0H03449,228.8,A-01,2020-08-19,800,800,800,2020-09-24,2020-09-25
K02742,HDE0H04002,1287.5,A-01,2020-09-09,25000,25000,25000,2020-09-13,2020-09-15
K03094,HDE0H05003,2736.0,A-01,2020-03-08,20000,20000,20000,2020-10-15,2020-10-19
K00016,40063526,601.44,A-01,2020-08-19,3200,3200,3200,2020-09-21,2020-09-25
K00016,40063527,671.36,A-01,2020-08-19,3200,3200,3200,2020-09-21,2020-09-25
K02437,DMR0000028,24.81,A-01,2020-01-09,1,1,1,2020-09-13,2020-09-15
K02437,DMR0000020,137.7,A-01,2020-11-08,5,5,5,2020-09-13,2020-09-15
K03066,KU00020842,651.91,A-01,2020-08-25,85,85,85,2020-09-16,2020-09-18
K02606,00343013,4850.0,A-01,2020-08-26,250000,250000,250000,2020-05-11,2020-11-13
K04805,RA00000740,1026.08,A-01,2020-08-26,88,88,88,2020-10-09,2020-09-09
K04805,RA00000750,349.8,A-01,2020-08-26,30,30,30,2020-10-09,2020-09-09
K03822,KU00024748-5,4990.0,A-01,2020-08-26,1000,1000,1000,2020-11-15,2020-11-13
K02747,HDE0H20006,5258.57,A-01,2020-08-27,6272,6272,6272,2020-09-23,2020-01-09
K00293,27601550,2347.95,A-01,2020-08-27,15000,15000,15000,2020-10-28,2020-10-30
K00074,00345677,691.95,Z-DIEHL,2020-04-09,5187,5187,5187,2020-04-10,2020-02-10
K00074,00345655,691.95,Z-DIEHL,2020-04-09,5187,5187,5187,2020-04-10,2020-02-10
K00876,M0000009,445.32,A-01,2020-03-09,2,2,2,2020-02-09,2020-03-09
K04803,PVP0405439,38.58,A-01,2020-08-04,997,997,997,2020-10-29,2020-09-09
K04803,PVP0405439,1.94,A-01,2020-08-04,50,50,50,2020-10-29,2020-09-09
K02739,17000036,4545.2,B-01,2020-07-09,1000,1000,1000,2022-09-01,2021-12-02
K02739,17000036,4545.2,B-01,2020-07-09,1000,1000,1000,2022-09-01,2021-04-15
K02739,17000036,4545.2,B-01,2020-07-09,1000,1000,1000,2022-09-01,2021-04-05
K02739,17000036,3627.07,B-01,2020-07-09,798,798,798,2022-09-01,2021-02-06
K02739,17000036,5917.85,B-01,2021-03-17,1302,1302,1302,2022-09-01,2021-01-10
K02739,17000036,5812.88,B-01,2021-03-17,1250,1250,1250,2022-09-01,2022-09-01
K02739,17000036,5812.88,B-01,2021-03-17,0,0,1250,2022-09-01,2022-01-04
K02739,17000036,5812.88,B-01,2021-03-17,0,0,1250,2022-09-01,2022-01-07
K02739,17000036,5812.88,B-01,2021-03-17,0,0,1250,2022-09-01,2022-01-10
K02739,17000037,4257.2,B-01,2020-07-09,1000,1000,1000,2021-10-13,2021-03-15
K02739,17000037,4257.2,B-01,2020-07-09,1000,1000,1000,2021-10-13,2021-06-15
K02739,17000037,4227.4,B-01,2020-07-09,993,993,993,2021-10-13,2021-09-15
K02739,17000037,5321.5,B-01,2021-03-17,1250,1250,1250,2021-10-13,2021-10-15
K02739,17000037,7035.84,B-01,2021-03-17,0,0,1513,2021-10-13,2022-01-04
K02739,17000037,4650.26,B-01,2021-03-17,0,0,1000,2021-10-13,2022-01-07
K02739,17000037,4650.26,B-01,2021-03-17,0,0,1000,2021-10-13,2022-01-10
K02739,17000148,1821.5,B-01,2020-07-09,5000,5000,5000,2022-06-01,2021-02-15
K02739,17000148,1821.5,B-01,2020-07-09,5000,5000,5000,2022-06-01,2021-05-15
K02739,17000148,1821.5,B-01,2020-07-09,5000,5000,5000,2022-06-01,2021-08-15
K02739,17000148,2732.25,B-01,2020-07-09,7500,7500,7500,2022-06-01,2021-11-15
K02739,17000148,3901.61,B-01,2021-03-17,9875,9875,9875,2022-06-01,2022-03-01
K02739,17000148,2716.31,B-01,2021-03-17,0,0,6875,2022-06-01,2022-01-04
K02739,17000148,2716.31,B-01,2021-03-17,0,0,6875,2022-06-01,2022-01-07
K02739,17000148,2716.31,B-01,2021-03-17,0,0,6875,2022-06-01,2022-01-10
K02739,17000155,11083.2,B-01,2020-07-09,4000,4000,4000,2022-06-01,2021-02-15
K02739,17000155,6888.21,B-01,2020-07-09,2486,2486,2486,2022-06-01,2021-05-15
K02739,17000155,12507.39,B-01,2020-07-09,4514,4514,4514,2022-06-01,2021-08-15
K02739,17000155,9628.53,B-01,2020-07-09,3475,3475,3475,2022-06-01,2021-01-10
K02739,17000155,15239.4,B-01,2021-03-17,5500,5500,5500,2022-06-01,2021-11-11
K02739,17000155,17075.4,B-01,2021-03-17,6000,6000,6000,2022-06-01,2022-03-01
K02739,17000155,17075.4,B-01,2021-03-17,0,0,6000,2022-06-01,2022-01-04
K02739,17000155,17075.4,B-01,2021-03-17,0,0,6000,2022-06-01,2022-01-07
K02739,17000155,17075.4,B-01,2021-03-17,0,0,6000,2022-06-01,2022-01-10
K02739,17000159,11819.02,B-01,2020-07-09,1584,1584,1584,2021-10-13,2021-03-15
K02739,17000159,11953.32,B-01,2020-07-09,1602,1602,1602,2021-10-13,2021-10-29
K02739,17000161,3842.6,B-01,2020-07-09,1008,1008,1008,2021-04-11,2021-05-03
K02739,17000161,6724.54,B-01,2020-07-09,1764,1764,1764,2021-04-11,2021-05-03
K02739,17000161,6084.11,B-01,2020-07-09,1596,1596,1596,2021-04-11,2021-05-03
K02739,17000161,13845.55,B-01,2020-07-09,3632,3632,3632,2021-04-11,2021-05-06
K02739,17000161,7605.14,B-01,2020-07-09,1995,1995,1995,2021-04-11,2021-05-08
K02739,17000161,7643.26,B-01,2020-07-09,2005,2005,2005,2021-04-11,2021-08-24
K02739,17000161,11009.34,B-01,2020-07-09,2888,2888,2888,2021-04-11,2021-09-29
K02739,17000161,5123.46,B-01,2020-07-09,1344,1344,1344,2021-04-11,2021-09-29
K02739,17000161,8209.49,B-01,2021-03-17,2210,2210,2210,2021-04-11,2022-09-01
K02739,17000161,24603.13,B-01,2021-03-17,0,0,6250,2021-04-11,2022-01-04
K02739,17000161,24603.13,B-01,2021-03-17,0,0,6250,2021-04-11,2022-01-07
K02739,17000161,24603.13,B-01,2021-03-17,0,0,6250,2021-04-11,2022-01-10
K02739,17000162,16177.2,B-01,2020-07-09,4000,4000,4000,2022-06-01,2021-03-15
K02739,17000162,8149.26,B-01,2020-07-09,2015,2015,2015,2022-06-01,2021-06-15
K02739,17000162,9884.27,B-01,2020-07-09,2444,2444,2444,2022-06-01,2021-06-15
K02739,17000162,22178.94,B-01,2020-07-09,5484,5484,5484,2022-06-01,2021-09-15
K02739,17000162,16889.0,B-01,2020-07-09,4176,4176,4176,2022-06-01,2021-11-15
K02739,17000162,28402.7,B-01,2021-03-17,6713,6713,6713,2022-06-01,2022-03-01
K02739,17000162,26443.75,B-01,2021-03-17,0,0,6250,2022-06-01,2022-01-04
K02739,17000162,26443.75,B-01,2021-03-17,0,0,6250,2022-06-01,2022-01-07
K02739,17000162,24116.7,B-01,2021-03-17,0,0,5700,2022-06-01,2022-01-10
K02739,17000189,3450.0,B-01,2020-07-09,4000,4000,4000,2022-06-01,2021-04-15
K02739,17000189,3450.0,B-01,2020-07-09,4000,4000,4000,2022-06-01,2021-06-15
K02739,17000189,3450.0,B-01,2020-07-09,4000,4000,4000,2022-06-01,2021-08-15
K02739,17000189,5692.5,B-01,2021-03-17,6600,6600,6600,2022-06-01,2021-01-10
K02739,17000189,1725.0,B-01,2020-07-09,2000,2000,2000,2022-06-01,2021-10-15
K02739,17000189,6314.22,B-01,2021-03-17,6600,6600,6600,2022-06-01,2022-09-01
K02739,17000189,6314.22,B-01,2021-10-29,0,0,6600,2022-06-01,2022-01-04
K02739,17000189,6314.22,B-01,2021-03-17,0,0,6600,2022-06-01,2022-01-07
K02739,17000189,5453.19,B-01,2021-03-17,0,0,5700,2022-06-01,2022-01-10
K03545,17200142,1850.5,A-01,2020-08-09,25000,25000,25000,2020-08-10,2020-10-16
K02699,17200119,2766.96,A-01,2020-08-09,18300,18300,18300,2020-10-20,2020-10-16
K02739,17000190,2204.85,B-01,2020-07-09,1187,1187,1187,2022-01-24,2021-03-15
K02739,17000190,4296.4,B-01,2020-07-09,2313,2313,2313,2022-01-24,2021-03-15
K02739,17000190,6501.25,B-01,2020-07-09,3500,3500,3500,2022-01-24,2021-06-15
K02739,17000190,3707.57,B-01,2021-10-03,1996,1996,1996,2022-01-24,2021-09-15
K02739,17000190,13097.23,B-01,2021-03-17,7051,7051,7051,2022-01-24,2021-01-10
K02739,17000190,10186.62,B-01,2021-03-17,5253,5253,5253,2022-01-24,2022-03-01
K02739,17000190,10665.6,B-01,2021-03-17,0,0,5500,2022-01-24,2022-01-04
K02739,17000190,10665.6,B-01,2021-03-17,0,0,5500,2022-01-24,2022-01-07
K02739,17000190,11163.97,B-01,2021-03-17,0,0,5757,2022-01-24,2022-01-10
K02739,17000191,3716.0,B-01,2020-07-09,2000,2000,2000,2022-09-01,2021-02-15
K02739,17000191,3716.0,B-01,2020-07-09,2000,2000,2000,2022-09-01,2021-04-15
K02739,17000191,3716.0,B-01,2020-07-09,2000,2000,2000,2022-09-01,2021-06-15
